canonical_project_id,snapshot_month,sector,state,ministry_department,project_age_months,months_to_target,current_time_slip_months,current_cost_overrun_pct,spend_ratio_pct,physical_progress_pct,financial_physical_gap_pct,progress_delta_1m,progress_delta_3m,progress_delta_6m,spend_delta_1m_cr,spend_delta_3m_cr,spend_delta_6m_cr,progress_velocity_3m,schedule_pressure,stagnation_streak_months,target_revision_count_to_date,cost_revision_count_to_date,data_quality_score,missing_core_fields_count,delay_event_next_3m,delay_event_next_6m,cost_escalation_next_3m,cost_escalation_next_6m,future_coverage_3m,future_coverage_6m
L-N04000073,2025-01,CIVIL AVIATION,"ANDAMAN
AND NICOBAR",,,,,69.62586582939865,98.7382193774462,100.0,-1.2617806225538004,,,,,,,,,0,0,0,88,1,,,0,,1,0
L-N04000073,2025-02,CIVIL AVIATION,,,,,,69.62586582939865,98.7382193774462,100.0,-1.2617806225538004,0.0,,,0.0,,,,,1,0,0,84,1,,,0,,1,0
L-N04000073,2025-03,CIVIL AVIATION,,,,,,69.62586582939865,98.7382193774462,100.0,-1.2617806225538004,0.0,,,0.0,,,,,2,0,0,84,1,,,0,,1,0
L-N04000073,2025-04,CIVIL AVIATION,ANDAMAN AND,,,,,69.62586582939865,98.7382193774462,100.0,-1.2617806225538004,0.0,0.0,,0.0,0.0,,0.0,,3,0,0,84,1,,,,,0,0
L-N04000073,2025-05,"CIVIL
AVIATION",ANDAMAN AND,,,,,69.62586582939865,98.7382193774462,100.0,-1.2617806225538004,0.0,0.0,,0.0,0.0,,0.0,,4,0,0,84,1,,,,,0,0
L-N04000073,2025-06,CIVIL AVIATION,,,,,,69.62586582939865,98.7382193774462,100.0,-1.2617806225538004,0.0,0.0,,0.0,0.0,,0.0,,5,0,0,84,1,,,,,0,0
L-N04000074,2025-01,,,,,,,0.0,62.1925415484394,69.0,-6.807458451560599,,,,,,,,,0,0,0,88,1,,,0,,1,0
L-N04000074,2025-02,,,,,,,0.0,62.54114308877179,69.5,-6.95885691122821,0.5,,,8.600000000000136,,,,,0,0,0,88,1,,,0,,1,0
L-N04000074,2025-03,,,,,,,0.0,64.07498986623429,70.0,-5.92501013376571,0.5,,,37.83999999999992,,,,,0,0,0,88,1,,,0,,1,0
L-N04000074,2025-04,CIVIL AVIATION,,,,,,0.0,64.31901094446697,70.0,-5.680989055533033,0.0,1.0,,6.019999999999982,52.460000000000036,,0.3333333333333333,,1,0,0,88,1,,,,,0,0
L-N04000074,2025-05,"CIVIL
AVIATION",,,,,,0.0,64.92095662748277,71.0,-6.0790433725172335,1.0,1.5,,14.849999999999909,58.70999999999981,,0.5,,0,0,0,88,1,,,,,0,0
L-N04000074,2025-06,CIVIL AVIATION,,,,,,0.0,65.66801783542765,71.65,-5.981982164572358,0.6500000000000057,1.6500000000000057,,18.430000000000064,39.299999999999955,,0.5500000000000019,,0,0,0,88,1,,,,,0,0
L-N04000075,2025-01,,,,,,,16.94664031620554,100.0,100.0,0.0,,,,,,,,,0,0,0,88,1,,,,,0,0
L-N04000075,2025-02,,,,,,,16.94664031620554,100.0,100.0,0.0,0.0,,,0.0,,,,,1,0,0,84,1,,,,,0,0
L-N04000075,2025-03,,,,,,,16.94664031620554,100.0,100.0,0.0,0.0,,,0.0,,,,,2,0,0,84,1,,,,,0,0
L-N04000076,2025-01,CIVIL AVIATION,,,,,,15.605661619486492,96.95623700919678,100.0,-3.0437629908032164,,,,,,,,,0,0,0,88,1,,,0,,1,0
L-N04000076,2025-02,CIVIL AVIATION,,,,,,15.605661619486492,97.0103356965918,100.0,-2.9896643034082047,0.0,,,0.18999999999999773,,,,,1,0,0,88,1,,,0,,1,0
L-N04000076,2025-03,CIVIL AVIATION,,,,,,15.605661619486492,98.08661484581874,100.0,-1.913385154181256,0.0,,,3.7800000000000296,,,,,2,0,0,88,1,,,0,,1,0
L-N04000076,2025-04,CIVIL AVIATION,,,,,,15.605661619486492,98.08661484581874,100.0,-1.913385154181256,0.0,0.0,,0.0,3.9700000000000273,,0.0,,3,0,0,84,1,,,,,0,0
L-N04000076,2025-05,"CIVIL
AVIATION",,,,,,15.605661619486492,98.13217163520402,100.0,-1.867828364795983,0.0,0.0,,0.15999999999996817,3.9399999999999977,,0.0,,4,0,0,88,1,,,,,0,0
L-N04000076,2025-06,CIVIL AVIATION,,,,,,15.605661619486492,98.21189601662823,100.0,-1.7881039833717693,0.0,0.0,,0.28000000000002956,0.4399999999999977,,0.0,,5,0,0,88,1,,,,,0,0
L-N04000077,2025-01,CIVIL AVIATION,,,,,,138.01952277657267,79.02521712978574,79.03,-0.004782870214256718,,,,,,,,,0,0,0,88,1,,,0,,1,0
L-N04000077,2025-02,CIVIL AVIATION,,,,,,138.01952277657267,79.27523155953716,79.28,-0.0047684404628398624,0.25,,,8.230000000000018,,,,,1,0,0,88,1,,,0,,1,0
L-N04000077,2025-03,CIVIL AVIATION,,,,,,138.01952277657267,79.66498673981792,79.66,0.00498673981792308,0.37999999999999545,,,12.829999999999927,,,,,2,0,0,88,1,,,0,,1,0
L-N04000077,2025-04,CIVIL AVIATION,,,,,,138.01952277657267,79.95054392568223,79.95,0.0005439256822228344,0.29000000000000625,0.9200000000000017,,9.400000000000091,30.460000000000036,,0.30666666666666725,,3,0,0,88,1,,,,,0,0
L-N04000077,2025-05,,,,,,,138.01952277657267,80.36672833486745,80.37,-0.00327166513255861,0.4200000000000017,1.0900000000000034,,13.699999999999818,35.929999999999836,,0.36333333333333445,,4,0,0,88,1,,,,,0,0
L-N04000077,2025-06,CIVIL AVIATION,,,,,,138.01952277657267,80.58271892970737,80.58,0.002718929707370421,0.20999999999999375,0.9200000000000017,,7.110000000000127,30.210000000000036,,0.30666666666666725,,5,0,0,88,1,,,,,0,0
L-N04000079,2025-01,,,,,,,9.38387429268601,97.71923076923076,100.0,-2.2807692307692378,,,,,,,,,0,0,0,88,1,,,0,,1,0
L-N04000079,2025-02,CIVIL AVIATION,,,,,,9.38387429268601,97.73461538461538,100.0,-2.265384615384619,0.0,,,0.08000000000004093,,,,,1,0,0,88,1,,,0,,1,0
L-N04000079,2025-03,,,,,,,9.38387429268601,102.47692307692307,100.0,2.4769230769230717,0.0,,,24.659999999999968,,,,,2,0,0,88,1,,,1,,1,0
L-N04000079,2025-04,CIVIL AVIATION,,,,,,9.38387429268601,102.47692307692307,100.0,2.4769230769230717,0.0,0.0,,0.0,24.74000000000001,,0.0,,3,0,0,84,1,,,,,0,0
L-N04000079,2025-05,,,,,,,9.38387429268601,102.49807692307692,100.0,2.4980769230769226,0.0,0.0,,0.11000000000001364,24.769999999999982,,0.0,,4,0,0,88,1,,,,,0,0
L-N04000079,2025-06,CIVIL AVIATION,,,,,,12.236269168472194,99.92128345453183,100.0,-0.07871654546816842,0.0,0.0,,0.14999999999997726,0.2599999999999909,,0.0,,5,0,1,88,1,,,,,0,0
L-N04000080,2025-01,CIVIL AVIATION,WEST BENGAL,,,,,0.0,53.86026200873363,100.0,-46.13973799126637,,,,,,,,,0,0,0,88,1,,,0,,1,0
L-N04000080,2025-02,CIVIL AVIATION,,,,,,0.0,53.86026200873363,100.0,-46.13973799126637,0.0,,,0.0,,,,,1,0,0,84,1,,,0,,1,0
L-N04000080,2025-03,,,,,,,0.0,54.943231441048034,100.0,-45.056768558951966,0.0,,,4.9599999999999795,,,,,2,0,0,88,1,,,0,,1,0
L-N04000080,2025-04,CIVIL AVIATION,,,,,,0.0,54.943231441048034,100.0,-45.056768558951966,0.0,0.0,,0.0,4.9599999999999795,,0.0,,3,0,0,84,1,,,,,0,0
L-N04000080,2025-05,"CIVIL
AVIATION",,,,,,0.0,54.943231441048034,100.0,-45.056768558951966,0.0,0.0,,0.0,4.9599999999999795,,0.0,,4,0,0,84,1,,,,,0,0
L-N04000080,2025-06,CIVIL AVIATION,,,,,,0.0,54.943231441048034,100.0,-45.056768558951966,0.0,0.0,,0.0,0.0,,0.0,,5,0,0,84,1,,,,,0,0
L-N04000081,2025-01,,,,,,,1.870621744374027,99.89168765743074,100.0,-0.10831234256926336,,,,,,,,,0,0,0,88,1,,,0,,1,0
L-N04000081,2025-02,,,,,,,1.870621744374027,99.89168765743074,100.0,-0.10831234256926336,0.0,,,0.0,,,,,1,0,0,84,1,,,0,,1,0
L-N04000081,2025-03,,,,,,,1.870621744374027,99.90176322418137,100.0,-0.09823677581863421,0.0,,,0.040000000000020464,,,,,2,0,0,88,1,,,0,,1,0
L-N04000081,2025-04,,,,,,,1.870621744374027,99.90176322418137,100.0,-0.09823677581863421,0.0,0.0,,0.0,0.040000000000020464,,0.0,,3,0,0,84,1,,,,,0,0
L-N04000081,2025-05,,,,,,,1.870621744374027,99.90176322418137,100.0,-0.09823677581863421,0.0,0.0,,0.0,0.040000000000020464,,0.0,,4,0,0,84,1,,,,,0,0
L-N04000081,2025-06,,,,,,,1.870621744374027,99.90176322418137,100.0,-0.09823677581863421,0.0,0.0,,0.0,0.0,,0.0,,5,0,0,84,1,,,,,0,0
L-N04000085,2025-01,CIVIL AVIATION,,,,,,9.442717681565464,96.752,100.0,-3.2480000000000047,,,,,,,,,0,0,0,88,1,,,0,,1,0
L-N04000085,2025-02,CIVIL AVIATION,,,,,,9.442717681565464,96.772,100.0,-3.2279999999999944,0.0,,,0.10000000000002274,,,,,1,0,0,88,1,,,0,,1,0
L-N04000085,2025-03,CIVIL AVIATION,,,,,,9.442717681565464,96.772,100.0,-3.2279999999999944,0.0,,,0.0,,,,,2,0,0,84,1,,,0,,1,0
L-N04000085,2025-04,CIVIL AVIATION,,,,,,9.442717681565464,96.772,100.0,-3.2279999999999944,0.0,0.0,,0.0,0.10000000000002274,,0.0,,3,0,0,84,1,,,,,0,0
L-N04000085,2025-05,"CIVIL
AVIATION",,,,,,9.442717681565464,96.792,100.0,-3.2079999999999984,0.0,0.0,,0.0999999999999659,0.0999999999999659,,0.0,,4,0,0,88,1,,,,,0,0
L-N04000085,2025-06,CIVIL AVIATION,,,,,,9.442717681565464,96.792,100.0,-3.2079999999999984,0.0,0.0,,0.0,0.0999999999999659,,0.0,,5,0,0,84,1,,,,,0,0
L-N04000086,2025-01,CIVIL AVIATION,,,,,,0.0,85.74983739147649,100.0,-14.25016260852351,,,,,,,,,0,0,0,88,1,,,,,0,0
L-N04000086,2025-02,CIVIL AVIATION,,,,,,0.0,85.74983739147649,100.0,-14.25016260852351,0.0,,,0.0,,,,,1,0,0,84,1,,,,,0,0
L-N04000086,2025-03,CIVIL AVIATION,,,,,,0.0,85.74983739147649,100.0,-14.25016260852351,0.0,,,0.0,,,,,2,0,0,84,1,,,,,0,0
L-N04000087,2025-01,CIVIL AVIATION,,,,,,0.0,97.36561226470018,100.0,-2.634387735299825,,,,,,,,,0,0,0,88,1,,,0,,1,0
L-N04000087,2025-02,CIVIL AVIATION,,,,,,0.0,97.70764603143799,100.0,-2.2923539685620113,0.0,,,1.410000000000025,,,,,1,0,0,88,1,,,0,,1,0
L-N04000087,2025-03,CIVIL AVIATION,,,,,,0.0,97.7124975742286,100.0,-2.287502425771393,0.0,,,0.01999999999998181,,,,,2,0,0,88,1,,,0,,1,0
L-N04000087,2025-04,CIVIL AVIATION,,,,,,0.0,97.7124975742286,100.0,-2.287502425771393,0.0,0.0,,0.0,1.4300000000000068,,0.0,,3,0,0,84,1,,,,,0,0
L-N04000087,2025-05,"CIVIL
AVIATION",,,,,,0.0,97.7124975742286,100.0,-2.287502425771393,0.0,0.0,,0.0,0.01999999999998181,,0.0,,4,0,0,84,1,,,,,0,0
L-N04000087,2025-06,CIVIL AVIATION,,,,,,0.0,97.79982534445953,100.0,-2.200174655540465,0.0,0.0,,0.36000000000001364,0.36000000000001364,,0.0,,5,0,0,88,1,,,,,0,0
L-N04000088,2025-01,,,,,,,0.0,92.68540925266903,100.0,-7.314590747330968,,,,,,,,,0,0,0,88,1,,,0,,1,0
L-N04000088,2025-02,CIVIL AVIATION,,,,,,0.0,92.78291814946618,100.0,-7.217081850533816,0.0,,,1.3699999999998909,,,,,1,0,0,88,1,,,0,,1,0
L-N04000088,2025-03,,,,,,,0.0,92.83843416370108,100.0,-7.161565836298919,0.0,,,0.7800000000002001,,,,,2,0,0,88,1,,,0,,1,0
L-N04000088,2025-04,CIVIL AVIATION,,,,,,0.0,92.83843416370108,100.0,-7.161565836298919,0.0,0.0,,0.0,2.150000000000091,,0.0,,3,0,0,84,1,,,,,0,0
L-N04000088,2025-05,,,,,,,0.0,92.84128113879004,100.0,-7.158718861209962,0.0,0.0,,0.03999999999996362,0.8200000000001637,,0.0,,4,0,0,88,1,,,,,0,0
L-N04000088,2025-06,CIVIL AVIATION,,,,,,0.0,92.85622775800712,100.0,-7.1437722419928775,0.0,0.0,,0.21000000000003638,0.25,,0.0,,5,0,0,88,1,,,,,0,0
L-N04000089,2025-01,,,,,,,0.0,80.79051383399211,100.0,-19.209486166007892,,,,,,,,,0,0,0,88,1,,,,,0,0
L-N04000089,2025-02,CIVIL AVIATION,,,,,,0.0,80.79051383399211,100.0,-19.209486166007892,0.0,,,0.0,,,,,1,0,0,84,1,,,,,0,0
L-N04000089,2025-03,CIVIL AVIATION,,,,,,0.0,80.79051383399211,100.0,-19.209486166007892,0.0,,,0.0,,,,,2,0,0,84,1,,,,,0,0
L-N04000090,2025-01,,,,,,,19.723265156090005,74.98190749797145,98.0,-23.01809250202855,,,,,,,,,0,0,0,88,1,,,0,,1,0
L-N04000090,2025-02,,,,,,,19.723265156090005,76.22535581920656,98.5,-22.274644180793445,0.5,,,5.669999999999959,,,,,0,0,0,88,1,,,0,,1,0
L-N04000090,2025-03,,,,,,,18.607398850001314,78.97020409970337,98.75,-19.779795900296634,0.25,,,9.160000000000025,,,,,1,0,1,88,1,,,0,,1,0
L-N04000090,2025-04,,,,,,,18.607398850001314,79.44392792314163,100.0,-20.55607207685837,1.25,2.0,,2.1399999999999864,16.96999999999997,,0.6666666666666666,,0,0,1,88,1,,,,,0,0
L-N04000090,2025-05,,,,,,,18.607398850001314,80.03940319652898,100.0,-19.96059680347102,0.0,1.5,,2.6899999999999977,13.990000000000009,,0.5,,1,0,1,88,1,,,,,0,0
L-N04000090,2025-06,,,,,,,18.607398850001314,80.14787267011998,100.0,-19.85212732988002,0.0,1.25,,0.4900000000000091,5.319999999999993,,0.4166666666666667,,2,0,1,88,1,,,,,0,0
L-N04000092,2025-01,CIVIL AVIATION,,,,,,10.303114787107164,95.62872990240821,99.15,-3.5212700975917954,,,,,,,,,0,0,0,88,1,,,1,,1,0
L-N04000092,2025-02,CIVIL AVIATION,,,,,,10.303114787107164,96.07245664536966,99.29,-3.217543354630351,0.14000000000000057,,,3.159999999999968,,,,,1,0,0,88,1,,,1,,1,0
L-N04000092,2025-03,CIVIL AVIATION,,,,,,10.303114787107164,96.65239064803764,99.43,-2.7776093519623686,0.14000000000000057,,,4.1299999999999955,,,,,2,0,0,88,1,,,1,,1,0
L-N04000092,2025-04,CIVIL AVIATION,,,,,,13.37763115096882,94.31557377049181,99.5,-5.18442622950819,0.06999999999999318,0.3499999999999943,,2.080000000000041,9.370000000000005,,0.11666666666666477,,3,0,1,88,1,,,,,0,0
L-N04000092,2025-05,CIVIL AVIATION,,,,,,13.37763115096882,94.76912568306011,99.72,-4.950874316939888,0.21999999999999886,0.4299999999999926,,3.32000000000005,9.530000000000086,,0.14333333333333087,,4,0,1,88,1,,,,,0,0
L-N04000092,2025-06,CIVIL AVIATION,,,,,,13.37763115096882,94.84426229508196,99.89,-5.045737704918039,0.1700000000000017,0.45999999999999375,,0.5499999999999545,5.9500000000000455,,0.15333333333333124,,5,0,1,88,1,,,,,0,0
L-N04000093,2025-01,CIVIL AVIATION,,,,,,0.0,98.10898796886057,98.75,-0.6410120311394252,,,,,,,,,0,0,0,88,1,,,0,,1,0
L-N04000093,2025-02,,,,,,,0.0,97.97876857749469,99.5,-1.5212314225053092,0.75,,,-0.45999999999997954,,,,,0,0,0,76,1,,,0,,1,0
L-N04000093,2025-03,,,,,,,0.0,98.40905874026893,100.0,-1.5909412597310677,0.5,,,1.5199999999999818,,,,,0,0,0,88,1,,,0,,1,0
L-N04000093,2025-04,,,,,,,0.0,98.7317763623496,100.0,-1.2682236376503937,0.0,1.25,,1.1399999999999864,2.1999999999999886,,0.4166666666666667,,1,0,0,88,1,,,,,0,0
L-N04000093,2025-05,,,,,,,0.0,98.73460721868365,100.0,-1.2653927813163506,0.0,0.5,,0.009999999999990905,2.669999999999959,,0.16666666666666666,,2,0,0,84,1,,,,,0,0
L-N04000093,2025-06,,,,,,,0.0,98.73460721868365,100.0,-1.2653927813163506,0.0,0.0,,0.0,1.1499999999999773,,0.0,,3,0,0,84,1,,,,,0,0
L-N04000094,2025-01,,,,,,,47.84835219294624,94.81564245810056,99.9,-5.08435754189945,,,,,,,,,0,0,0,88,1,,,0,,1,0
L-N04000094,2025-02,,,,,,,47.84835219294624,94.81564245810056,99.9,-5.08435754189945,0.0,,,0.0,,,,,1,0,0,84,1,,,0,,1,0
L-N04000094,2025-03,,,,,,,47.84835219294624,96.25139664804469,99.9,-3.648603351955316,0.0,,,5.139999999999986,,,,,2,0,0,88,1,,,0,,1,0
L-N04000094,2025-04,,,,,,,47.84835219294624,96.25139664804469,99.9,-3.648603351955316,0.0,0.0,,0.0,5.139999999999986,,0.0,,3,0,0,84,1,,,,,0,0
L-N04000094,2025-05,,,,,,,47.84835219294624,96.25139664804469,99.9,-3.648603351955316,0.0,0.0,,0.0,5.139999999999986,,0.0,,4,0,0,84,1,,,,,0,0
L-N04000094,2025-06,,,,,,,47.84835219294624,96.25139664804469,99.9,-3.648603351955316,0.0,0.0,,0.0,0.0,,0.0,,5,0,0,84,1,,,,,0,0
L-N04000096,2025-01,,,,,,,5.600750938673339,99.2074074074074,100.0,-0.7925925925925981,,,,,,,,,0,0,0,88,1,,,0,,1,0
L-N04000096,2025-02,,,,,,,5.600750938673339,99.2074074074074,100.0,-0.7925925925925981,0.0,,,0.0,,,,,1,0,0,84,1,,,0,,1,0
L-N04000096,2025-03,CIVIL AVIATION,,,,,,5.600750938673339,99.2074074074074,100.0,-0.7925925925925981,0.0,,,0.0,,,,,2,0,0,84,1,,,0,,1,0
L-N04000096,2025-04,,,,,,,5.600750938673339,99.2074074074074,100.0,-0.7925925925925981,0.0,0.0,,0.0,0.0,,0.0,,3,0,0,84,1,,,,,0,0
L-N04000096,2025-05,,,,,,,5.600750938673339,99.2074074074074,100.0,-0.7925925925925981,0.0,0.0,,0.0,0.0,,0.0,,4,0,0,84,1,,,,,0,0
L-N04000096,2025-06,,,,,,,5.600750938673339,99.2074074074074,100.0,-0.7925925925925981,0.0,0.0,,0.0,0.0,,0.0,,5,0,0,84,1,,,,,0,0
L-N04000098,2025-01,,,,,,,0.0,96.96494216802654,100.0,-3.035057831973461,,,,,,,,,0,0,0,88,1,,,1,,1,0
L-N04000098,2025-02,,,,,,,0.0,97.0792611853313,100.0,-2.9207388146686952,0.0,,,0.5099999999999909,,,,,1,0,0,88,1,,,1,,1,0
L-N04000098,2025-03,,,,,,,1.9904958307181915,99.21098901098901,100.0,-0.7890109890109898,0.0,,,18.32000000000005,,,,,2,0,1,88,1,,,0,,1,0
L-N04000098,2025-04,,,,,,,1.9904958307181915,99.21098901098901,100.0,-0.7890109890109898,0.0,0.0,,0.0,18.83000000000004,,0.0,,3,0,1,84,1,,,,,0,0
L-N04000098,2025-05,,,,,,,1.9904958307181915,99.24175824175825,100.0,-0.758241758241752,0.0,0.0,,0.13999999999998636,18.460000000000036,,0.0,,4,0,1,88,1,,,,,0,0
L-N04000098,2025-06,,,,,,,1.9904958307181915,99.24175824175825,100.0,-0.758241758241752,0.0,0.0,,0.0,0.13999999999998636,,0.0,,5,0,1,84,1,,,,,0,0
L-N04000102,2025-01,,,,,,,47.71467025572005,60.35060864494497,83.0,-22.64939135505503,,,,,,,,,0,0,0,88,1,,,0,,1,0
L-N04000102,2025-02,,,,,,,47.71467025572005,60.7843137254902,85.0,-24.2156862745098,2.0,,,1.1899999999999977,,,,,0,0,0,88,1,,,0,,1,0
L-N04000102,2025-03,,,,,,,47.71467025572005,66.6593775056491,87.0,-20.340622494350896,2.0,,,16.120000000000005,,,,,0,0,0,88,1,,,0,,1,0
L-N04000102,2025-04,,,,,,,47.71467025572005,70.06341570085283,91.0,-20.93658429914717,4.0,8.0,,9.340000000000003,26.650000000000006,,2.6666666666666665,,0,0,0,88,1,,,,,0,0
L-N04000102,2025-05,,,,,,,47.71467025572005,73.05926087907282,95.0,-21.940739120927176,4.0,10.0,,8.219999999999999,33.68000000000001,,3.3333333333333335,,0,0,0,88,1,,,,,0,0
L-N04000102,2025-06,,,,,,,47.71467025572005,75.2204971207814,97.25,-22.029502879218597,2.25,10.25,,5.929999999999978,23.48999999999998,,3.4166666666666665,,0,0,0,88,1,,,,,0,0
L-N06000008,2025-01,,,,,,,12.291243285564338,54.365358833315014,81.0,-26.634641166684986,,,,,,,,,0,0,0,88,1,,,,,0,0
L-N06000104,2025-01,,,,,,,0.0,93.68029739776952,85.0,8.680297397769522,,,,,,,,,0,0,0,88,1,,,0,,1,0
L-N06000104,2025-02,,,,,,,0.0,93.78510718438334,85.0,8.785107184383335,0.0,,,0.6399999999999864,,,,,1,0,0,88,1,,,0,,1,0
L-N06000104,2025-03,,,,,,,0.0,94.1028118500565,85.0,9.102811850056497,0.0,,,1.9400000000000546,,,,,2,0,0,88,1,,,0,,1,0
L-N06000104,2025-04,,,,,,,0.0,94.39595172199205,85.0,9.395951721992049,0.0,0.0,,1.7899999999999636,4.3700000000000045,,0.0,,3,0,0,88,1,,,,,0,0
L-N06000104,2025-05,,,,,,,0.0,94.36811162242275,85.0,9.368111622422745,0.0,0.0,,-0.16999999999995907,3.560000000000059,,0.0,,4,0,0,76,1,,,,,0,0
L-N06000104,2025-06,,,,,,,0.0,94.40741529240293,85.0,9.40741529240293,0.0,0.0,,0.2400000000000091,1.8600000000000136,,0.0,,5,0,0,88,1,,,,,0,0
L-N06000117,2025-01,,,,,,,0.0,61.76329450769968,58.1,3.663294507699682,,,,,,,,,0,0,0,88,1,,,,,0,0
L-N06000126,2025-01,,,,,,,4.335809293487653,99.34105960264901,100.0,-0.6589403973509889,,,,,,,,,0,0,0,88,1,,,,,0,0
L-N06000161,2025-01,,,,,,,0.0,92.51884786390876,60.0,32.51884786390876,,,,,,,,,0,0,0,88,1,,,0,,1,0
L-N06000161,2025-02,,,,,,,0.0,92.51884786390876,79.0,13.51884786390876,19.0,,,0.0,,,,,0,0,0,88,1,,,0,,1,0
L-N06000161,2025-03,,,,,,,0.0,96.06127972163155,85.0,11.06127972163155,6.0,,,14.660000000000025,,,,,0,0,0,88,1,,,0,,1,0
L-N06000161,2025-04,COAL,,,,,,0.0,96.06127972163155,85.0,11.06127972163155,0.0,25.0,,0.0,14.660000000000025,,8.333333333333334,,1,0,0,84,1,,,,,0,0
L-N06000161,2025-05,,,,,,,0.0,96.06127972163155,85.0,11.06127972163155,0.0,6.0,,0.0,14.660000000000025,,2.0,,2,0,0,84,1,,,,,0,0
L-N06000161,2025-06,COAL,,,,,,0.0,96.06127972163155,85.0,11.06127972163155,0.0,0.0,,0.0,0.0,,0.0,,3,0,0,84,1,,,,,0,0
L-N06000162,2025-01,,,,,,,11.423950540564215,89.67866948861686,100.0,-10.321330511383138,,,,,,,,,0,0,0,88,1,,,,,0,0
L-N06000189,2025-01,,,,,,,0.0,61.52090526307021,57.0,4.520905263070212,,,,,,,,,0,0,0,88,1,,,0,,1,0
L-N06000189,2025-02,,,,,,,0.0,62.26015901244028,58.0,4.260159012440283,1.0,,,17.75,,,,,0,0,0,88,1,,,,,0,0
L-N06000189,2025-03,,,,,,,0.0,65.86313601852507,60.1,5.763136018525067,2.1000000000000014,,,86.50999999999999,,,,,0,0,0,88,1,,,,,0,0
L-N06000189,2025-04,,,,,,,0.0,67.74937840212904,62.0,5.7493784021290395,1.8999999999999986,5.0,,45.289999999999964,149.54999999999995,,1.6666666666666667,,0,0,0,88,1,,,,,0,0
L-N06000198,2025-01,,,,,,,0.0,74.63393626184325,73.0,1.633936261843246,,,,,,,,,0,0,0,88,1,,,0,,1,0
L-N06000198,2025-02,,,,,,,0.0,74.66264714326731,73.0,1.6626471432673071,0.0,,,0.07999999999998408,,,,,1,0,0,88,1,,,0,,1,0
L-N06000198,2025-03,,,,,,,0.0,74.79543496985357,73.0,1.7954349698535736,0.0,,,0.37000000000000455,,,,,2,0,0,88,1,,,0,,1,0
L-N06000198,2025-04,,,,,,,0.0,74.88156761412576,82.0,-7.118432385874243,9.0,9.0,,0.2400000000000091,0.6899999999999977,,3.0,,0,0,0,88,1,,,,,0,0
L-N06000198,2025-05,,,,,,,0.0,75.12919896640827,82.0,-6.870801033591732,0.0,9.0,,0.6899999999999977,1.3000000000000114,,3.0,,1,0,0,88,1,,,,,0,0
L-N06000198,2025-06,,,,,,,0.0,75.68906115417744,82.0,-6.310938845822562,0.0,9.0,,1.5600000000000023,2.490000000000009,,3.0,,2,0,0,88,1,,,,,0,0
L-N06000210,2025-01,,,,,,,0.0,82.82749887667987,70.0,12.827498876679869,,,,,,,,,0,0,0,88,1,,,0,,1,0
L-N06000210,2025-02,,,,,,,0.0,82.82749887667987,70.0,12.827498876679869,0.0,,,0.0,,,,,1,0,0,84,1,,,0,,1,0
L-N06000210,2025-03,,,,,,,0.0,82.82749887667987,70.0,12.827498876679869,0.0,,,0.0,,,,,2,0,0,84,1,,,0,,1,0
L-N06000210,2025-04,,,,,,,0.0,82.82749887667987,70.0,12.827498876679869,0.0,0.0,,0.0,0.0,,0.0,,3,0,0,84,1,,,,,0,0
L-N06000210,2025-05,,,,,,,0.0,82.82749887667987,70.0,12.827498876679869,0.0,0.0,,0.0,0.0,,0.0,,4,0,0,84,1,,,,,0,0
L-N06000210,2025-06,,,,,,,0.0,82.82749887667987,70.0,12.827498876679869,0.0,0.0,,0.0,0.0,,0.0,,5,0,0,84,1,,,,,0,0
L-N06000231,2025-01,,,,,,,0.0,62.75399129172715,52.0,10.753991291727147,,,,,,,,,0,0,0,88,1,,,,,0,0
L-N06000248,2025-01,,,,,,,0.0,59.67084099264706,60.0,-0.329159007352942,,,,,,,,,0,0,0,88,1,,,,,0,0
L-N07000001,2025-01,FINANCE,,,,,,-3.601750547045947,80.02905525037454,85.0,-4.97094474962546,,,,,,,,,0,0,0,88,1,,,0,,1,0
L-N07000001,2025-02,FINANCE,,,,,,-3.601750547045947,80.02905525037454,85.0,-4.97094474962546,0.0,,,0.0,,,,,1,0,0,84,1,,,0,,1,0
L-N07000001,2025-03,FINANCE,,,,,,-3.601750547045947,80.02905525037454,85.0,-4.97094474962546,0.0,,,0.0,,,,,2,0,0,84,1,,,0,,1,0
L-N07000001,2025-04,FINANCE,,,,,,-3.601750547045947,80.02905525037454,85.0,-4.97094474962546,0.0,0.0,,0.0,0.0,,0.0,,3,0,0,84,1,,,,,0,0
L-N07000001,2025-05,FINANCE,,,,,,-3.601750547045947,80.02905525037454,85.0,-4.97094474962546,0.0,0.0,,0.0,0.0,,0.0,,4,0,0,84,1,,,,,0,0
L-N07000001,2025-06,FINANCE,,,,,,-3.601750547045947,80.02905525037454,85.0,-4.97094474962546,0.0,0.0,,0.0,0.0,,0.0,,5,0,0,84,1,,,,,0,0
L-N10000011,2025-01,,,,,,,91.38014981273409,75.4229576210652,83.5,-8.077042378934806,,,,,,,,,0,0,0,88,1,,,0,,1,0
L-N10000011,2025-02,,,,,,,91.38014981273409,75.65290566259283,84.5,-8.84709433740717,1.0,,,2.3500000000000227,,,,,0,0,0,88,1,,,0,,1,0
L-N10000011,2025-03,,,,,,,91.38014981273409,80.84288188498684,85.5,-4.657118115013162,1.0,,,53.04000000000008,,,,,0,0,0,88,1,,,0,,1,0
