canonical_project_id,snapshot_month,data_quality_score,quality_flags,source_url,source_page
L-N24000917,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,182
L-N24000917,2025-02,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,182
L-N24000917,2025-03,88,MISSING_TARGET_DATE,LOCAL_CACHE,178
L-N24000917,2025-04,76,MISSING_TARGET_DATE;CUM_EXPENDITURE_DECREASE,LOCAL_CACHE,198
L-N24000917,2025-05,88,MISSING_TARGET_DATE,LOCAL_CACHE,154
L-N24000917,2025-06,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,174
L-N24000925,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,94
L-N24000925,2025-02,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,94
L-N24000925,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,92
L-N24000925,2025-04,76,MISSING_TARGET_DATE;CUM_EXPENDITURE_DECREASE,LOCAL_CACHE,99
L-N24000925,2025-05,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,84
L-N24000925,2025-06,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,92
L-N24000931,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,55
L-N24000931,2025-02,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,46
L-N24000931,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,50
L-N24000931,2025-04,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,48
L-N24000931,2025-05,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,46
L-N24000931,2025-06,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,53
L-N24000941,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,187
L-N24000941,2025-02,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,187
L-N24000941,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,182
L-N24000948,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,20
L-N24000948,2025-02,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,19
L-N24000948,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,15
L-N24000980,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,209
L-N24000980,2025-02,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,212
L-N24000980,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,208
L-N24000980,2025-04,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,230
L-N24000980,2025-05,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,178
L-N24000980,2025-06,76,MISSING_PROGRESS;MISSING_TARGET_DATE,LOCAL_CACHE,200
L-N24000982,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,210
L-N24000982,2025-02,88,MISSING_TARGET_DATE,LOCAL_CACHE,212
L-N24000982,2025-03,88,MISSING_TARGET_DATE,LOCAL_CACHE,208
L-N24000982,2025-04,76,MISSING_TARGET_DATE;CUM_EXPENDITURE_DECREASE,LOCAL_CACHE,231
L-N24000982,2025-05,88,MISSING_TARGET_DATE,LOCAL_CACHE,179
L-N24000982,2025-06,88,MISSING_TARGET_DATE,LOCAL_CACHE,200
L-N24000984,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,210
L-N24000984,2025-02,88,MISSING_TARGET_DATE,LOCAL_CACHE,212
L-N24000984,2025-03,88,MISSING_TARGET_DATE,LOCAL_CACHE,208
L-N24000984,2025-04,88,MISSING_TARGET_DATE,LOCAL_CACHE,231
L-N24000984,2025-05,88,MISSING_TARGET_DATE,LOCAL_CACHE,179
L-N24000984,2025-06,88,MISSING_TARGET_DATE,LOCAL_CACHE,201
L-N24000986,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,210
L-N24000986,2025-02,88,MISSING_TARGET_DATE,LOCAL_CACHE,213
L-N24000986,2025-03,88,MISSING_TARGET_DATE,LOCAL_CACHE,209
L-N24000986,2025-04,76,MISSING_TARGET_DATE;CUM_EXPENDITURE_DECREASE,LOCAL_CACHE,231
L-N24000986,2025-05,88,MISSING_TARGET_DATE,LOCAL_CACHE,179
L-N24000986,2025-06,88,MISSING_TARGET_DATE,LOCAL_CACHE,201
L-N24000990,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,210
L-N24000990,2025-02,88,MISSING_TARGET_DATE,LOCAL_CACHE,213
L-N24000990,2025-03,88,MISSING_TARGET_DATE,LOCAL_CACHE,209
L-N24000990,2025-04,76,MISSING_TARGET_DATE;CUM_EXPENDITURE_DECREASE,LOCAL_CACHE,232
L-N24000990,2025-05,88,MISSING_TARGET_DATE,LOCAL_CACHE,180
L-N24000990,2025-06,88,MISSING_TARGET_DATE,LOCAL_CACHE,201
L-N24000993,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,211
L-N24000993,2025-02,88,MISSING_TARGET_DATE,LOCAL_CACHE,213
L-N24000993,2025-03,88,MISSING_TARGET_DATE,LOCAL_CACHE,209
L-N24000993,2025-04,76,MISSING_TARGET_DATE;CUM_EXPENDITURE_DECREASE,LOCAL_CACHE,232
L-N24000993,2025-05,88,MISSING_TARGET_DATE,LOCAL_CACHE,180
L-N24000993,2025-06,88,MISSING_TARGET_DATE,LOCAL_CACHE,201
L-N24000998,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,211
L-N24000998,2025-02,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,214
L-N24000998,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,210
L-N24000998,2025-04,76,MISSING_TARGET_DATE;CUM_EXPENDITURE_DECREASE,LOCAL_CACHE,233
L-N24000998,2025-05,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,180
L-N24000998,2025-06,88,MISSING_TARGET_DATE,LOCAL_CACHE,202
L-N24001003,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,155
L-N24001003,2025-02,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,148
L-N24001003,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,148
L-N24001003,2025-04,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,160
L-N24001003,2025-05,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,127
L-N24001008,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,43
L-N24001008,2025-02,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,42
L-N24001008,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,40
L-N24001008,2025-04,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,43
L-N24001008,2025-05,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,43
L-N24001013,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,156
L-N24001013,2025-02,88,MISSING_TARGET_DATE,LOCAL_CACHE,148
L-N24001013,2025-03,88,MISSING_TARGET_DATE,LOCAL_CACHE,148
L-N24001013,2025-04,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,160
L-N24001013,2025-05,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,128
L-N24001013,2025-06,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,148
L-N24001017,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,156
L-N24001017,2025-02,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,148
L-N24001017,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,148
L-N24001017,2025-04,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,160
L-N24001017,2025-05,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,128
L-N24001017,2025-06,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,148
L-N24001018,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,156
L-N24001018,2025-02,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,148
L-N24001018,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,148
L-N24001018,2025-04,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,160
L-N24001018,2025-05,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,128
L-N24001021,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,156
L-N24001021,2025-02,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,148
L-N24001021,2025-03,88,MISSING_TARGET_DATE,LOCAL_CACHE,148
L-N24001021,2025-04,88,MISSING_TARGET_DATE,LOCAL_CACHE,160
L-N24001021,2025-05,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,128
L-N24001022,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,156
L-N24001022,2025-02,88,MISSING_TARGET_DATE,LOCAL_CACHE,148
L-N24001022,2025-03,88,MISSING_TARGET_DATE,LOCAL_CACHE,148
L-N24001022,2025-04,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,160
L-N24001022,2025-05,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,128
L-N24001022,2025-06,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,148
L-N24001027,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,149
L-N24001027,2025-02,88,MISSING_TARGET_DATE,LOCAL_CACHE,148
L-N24001027,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,148
L-N24001039,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,149
L-N24001039,2025-02,88,MISSING_TARGET_DATE,LOCAL_CACHE,149
L-N24001039,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,149
L-N24001046,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,149
L-N24001046,2025-02,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,149
L-N24001046,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,149
L-N24001046,2025-04,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,160
L-N24001046,2025-05,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,128
L-N24001050,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,150
L-N24001050,2025-02,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,149
L-N24001050,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,149
L-N24001050,2025-04,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,160
L-N24001050,2025-05,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,128
L-N24001050,2025-06,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,148
L-N24001058,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,150
L-N24001058,2025-02,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,149
L-N24001058,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,149
L-N24001058,2025-04,88,MISSING_TARGET_DATE,LOCAL_CACHE,160
L-N24001058,2025-05,88,MISSING_TARGET_DATE,LOCAL_CACHE,128
L-N24001058,2025-06,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,148
L-N24001069,2025-01,76,MISSING_PROGRESS;MISSING_TARGET_DATE,LOCAL_CACHE,150
L-N24001069,2025-02,76,MISSING_PROGRESS;MISSING_TARGET_DATE,LOCAL_CACHE,149
L-N24001069,2025-03,76,MISSING_PROGRESS;MISSING_TARGET_DATE,LOCAL_CACHE,149
L-N24001069,2025-04,88,MISSING_TARGET_DATE,LOCAL_CACHE,161
L-N24001069,2025-05,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,128
L-N24001069,2025-06,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,148
L-N24001078,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,150
L-N24001078,2025-02,88,MISSING_TARGET_DATE,LOCAL_CACHE,149
L-N24001078,2025-03,88,MISSING_TARGET_DATE,LOCAL_CACHE,149
L-N24001078,2025-04,76,MISSING_TARGET_DATE;PROGRESS_DECREASE,LOCAL_CACHE,161
L-N24001078,2025-05,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,128
L-N24001079,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,150
L-N24001079,2025-02,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,149
L-N24001079,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,149
L-N24001079,2025-04,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,161
L-N24001079,2025-05,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,128
L-N24001080,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,150
L-N24001080,2025-02,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,149
L-N24001080,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,149
L-N24001080,2025-04,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,161
L-N24001080,2025-05,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,128
L-N24001081,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,150
L-N24001081,2025-02,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,149
L-N24001081,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,149
L-N24001090,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,151
L-N24001090,2025-02,88,MISSING_TARGET_DATE,LOCAL_CACHE,149
L-N24001090,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,149
L-N24001090,2025-04,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,161
L-N24001090,2025-05,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,128
L-N24001092,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,151
L-N24001092,2025-02,88,MISSING_TARGET_DATE,LOCAL_CACHE,149
L-N24001092,2025-03,88,MISSING_TARGET_DATE,LOCAL_CACHE,149
L-N24001092,2025-04,88,MISSING_TARGET_DATE,LOCAL_CACHE,161
L-N24001092,2025-05,76,MISSING_PROGRESS;MISSING_TARGET_DATE,LOCAL_CACHE,129
L-N24001092,2025-06,76,MISSING_PROGRESS;MISSING_TARGET_DATE,LOCAL_CACHE,148
L-N24001095,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,151
L-N24001095,2025-02,88,MISSING_TARGET_DATE,LOCAL_CACHE,150
L-N24001095,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,149
L-N24001097,2025-01,76,MISSING_PROGRESS;MISSING_TARGET_DATE,LOCAL_CACHE,151
L-N24001097,2025-02,88,MISSING_TARGET_DATE,LOCAL_CACHE,150
L-N24001097,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,150
L-N24001099,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,151
L-N24001099,2025-02,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,150
L-N24001099,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,150
L-N24001099,2025-04,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,161
L-N24001099,2025-05,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,129
L-N24001099,2025-06,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,149
L-N24001101,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,151
L-N24001101,2025-02,88,MISSING_TARGET_DATE,LOCAL_CACHE,150
L-N24001101,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,150
L-N24001101,2025-04,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,162
L-N24001101,2025-05,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,129
L-N24001102,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,151
L-N24001102,2025-02,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,150
L-N24001102,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,150
L-N24001102,2025-04,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,162
L-N24001102,2025-05,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,129
L-N24001111,2025-01,76,MISSING_PROGRESS;MISSING_TARGET_DATE,LOCAL_CACHE,151
L-N24001111,2025-02,88,MISSING_TARGET_DATE,LOCAL_CACHE,150
L-N24001111,2025-03,88,MISSING_TARGET_DATE,LOCAL_CACHE,150
L-N24001114,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,152
L-N24001114,2025-02,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,150
L-N24001114,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,150
L-N24001114,2025-04,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,162
L-N24001114,2025-05,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,129
L-N24001114,2025-06,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,149
L-N24001124,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,152
L-N24001124,2025-02,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,150
L-N24001124,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,150
L-N24001124,2025-04,88,MISSING_TARGET_DATE,LOCAL_CACHE,162
L-N24001124,2025-05,88,MISSING_TARGET_DATE,LOCAL_CACHE,129
L-N24001124,2025-06,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,149
L-N24001125,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,152
L-N24001125,2025-02,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,150
L-N24001125,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,150
L-N24001125,2025-04,88,MISSING_TARGET_DATE,LOCAL_CACHE,163
L-N24001125,2025-05,88,MISSING_TARGET_DATE,LOCAL_CACHE,129
L-N24001125,2025-06,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,149
L-N24001127,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,152
L-N24001127,2025-02,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,150
L-N24001127,2025-03,88,MISSING_TARGET_DATE,LOCAL_CACHE,151
L-N24001130,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,230
L-N24001130,2025-02,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,239
L-N24001130,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,232
L-N24001130,2025-04,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,259
L-N24001130,2025-05,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,201
L-N24001130,2025-06,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,223
L-N24001138,2025-01,76,MISSING_PROGRESS;MISSING_TARGET_DATE,LOCAL_CACHE,152
L-N24001138,2025-02,88,MISSING_TARGET_DATE,LOCAL_CACHE,151
L-N24001138,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,151
L-N24001138,2025-04,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,163
L-N24001138,2025-05,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,129
L-N24001156,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,121
L-N24001156,2025-02,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,121
L-N24001156,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,120
L-N24001156,2025-04,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,130
L-N24001156,2025-05,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,106
L-N24001156,2025-06,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,120
L-N24001157,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,121
L-N24001157,2025-02,88,MISSING_TARGET_DATE,LOCAL_CACHE,121
L-N24001157,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,120
L-N24001157,2025-04,76,MISSING_TARGET_DATE;CUM_EXPENDITURE_DECREASE,LOCAL_CACHE,130
L-N24001157,2025-05,88,MISSING_TARGET_DATE,LOCAL_CACHE,106
L-N24001157,2025-06,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,120
L-N24001158,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,121
L-N24001158,2025-02,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,122
L-N24001158,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,121
L-N24001158,2025-04,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,130
L-N24001158,2025-05,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,106
L-N24001158,2025-06,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,120
L-N24001159,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,121
L-N24001159,2025-02,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,122
L-N24001159,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,121
L-N24001159,2025-04,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,131
L-N24001159,2025-05,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,107
L-N24001159,2025-06,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,120
L-N24001160,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,121
L-N24001160,2025-02,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,122
L-N24001160,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,121
L-N24001160,2025-04,76,MISSING_TARGET_DATE;CUM_EXPENDITURE_DECREASE,LOCAL_CACHE,131
L-N24001160,2025-05,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,107
L-N24001160,2025-06,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,120
L-N24001161,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,121
L-N24001161,2025-02,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,122
L-N24001161,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,121
L-N24001161,2025-04,76,MISSING_TARGET_DATE;CUM_EXPENDITURE_DECREASE,LOCAL_CACHE,131
L-N24001161,2025-05,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,107
L-N24001161,2025-06,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,120
L-N24001162,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,121
L-N24001162,2025-02,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,122
L-N24001162,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,121
L-N24001162,2025-04,76,MISSING_TARGET_DATE;CUM_EXPENDITURE_DECREASE,LOCAL_CACHE,131
L-N24001162,2025-05,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,107
L-N24001162,2025-06,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,121
L-N24001164,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,122
L-N24001164,2025-02,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,122
L-N24001164,2025-03,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,121
L-N24001164,2025-04,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,131
L-N24001164,2025-05,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,107
L-N24001164,2025-06,84,MISSING_TARGET_DATE;POSSIBLE_STALE_UPDATE,LOCAL_CACHE,121
L-N24001165,2025-01,88,MISSING_TARGET_DATE,LOCAL_CACHE,122
