month,rows,positives,pr_auc,roc_auc,precision,recall,f1,balanced_accuracy,specificity,accuracy,brier,log_loss,ece,tn,fp,fn,tp,alerts_generated,threshold,false_positive_rate
2025-12,865,192,0.5276518547493123,0.8122291357107478,0.5124378109452736,0.5364583333333334,0.5241730279898219,0.6954208457157008,0.8543833580980683,0.7838150289017342,0.149619949226666,0.48216365622745855,0.10169170726060284,575,98,89,103,201,0.22999999999999998,0.14561664190193166
2026-01,1290,417,0.5784366708703372,0.7822195851566169,0.5844594594594594,0.4148681055155875,0.485273492286115,0.6369873173626047,0.8591065292096219,0.7155038759689922,0.22482352443225184,0.7267956717439038,0.19761453193366887,750,123,244,173,296,0.22999999999999998,0.140893470790378
