canonical_project_id,snapshot_month,sector,state,ministry_department,project_age_months,months_to_target,current_time_slip_months,current_cost_overrun_pct,spend_ratio_pct,physical_progress_pct,financial_physical_gap_pct,progress_delta_1m,progress_delta_3m,progress_delta_6m,spend_delta_1m_cr,spend_delta_3m_cr,spend_delta_6m_cr,progress_velocity_3m,schedule_pressure,stagnation_streak_months,target_revision_count_to_date,cost_revision_count_to_date,data_quality_score,missing_core_fields_count,delay_event_next_3m,delay_event_next_6m,cost_escalation_next_3m,cost_escalation_next_6m,future_coverage_3m,future_coverage_6m,valid_delay_target_3m,valid_delay_target_6m,valid_cost_target_3m,valid_cost_target_6m
L-N04000079,2025-03,CIVIL AVIATION,,,96,-15,32,9.38387429268601,102.47692307692307,100.0,2.4769230769230717,0.0,,,24.659999999999968,,,,0.0,2,0,0,100,0,0,,1,,1,0,1,0,1,0
L-N04000080,2025-01,CIVIL AVIATION,WEST BENGAL,,108,-13,45,0.0,53.86026200873363,100.0,-46.13973799126637,,,,,,,,0.0,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N04000080,2025-02,CIVIL AVIATION,WEST BENGAL,,109,-14,45,0.0,53.86026200873363,100.0,-46.13973799126637,0.0,,,0.0,,,,0.0,1,0,0,96,0,0,,0,,1,0,1,0,1,0
L-N04000080,2025-03,CIVIL AVIATION,WEST BENGAL,,110,-15,45,0.0,54.943231441048034,100.0,-45.056768558951966,0.0,,,4.9599999999999795,,,,0.0,2,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N04000081,2025-01,,,,72,-20,18,1.870621744374027,99.89168765743074,100.0,-0.10831234256926336,,,,,,,,0.0,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N04000081,2025-02,,,,73,-21,18,1.870621744374027,99.89168765743074,100.0,-0.10831234256926336,0.0,,,0.0,,,,0.0,1,0,0,96,0,0,,0,,1,0,1,0,1,0
L-N04000081,2025-03,,,,74,-22,18,1.870621744374027,99.90176322418137,100.0,-0.09823677581863421,0.0,,,0.040000000000020464,,,,0.0,2,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N04000085,2025-01,CIVIL AVIATION,,,78,-4,48,9.442717681565464,96.752,100.0,-3.2480000000000047,,,,,,,,0.0,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N04000085,2025-02,CIVIL AVIATION,,,79,-5,48,9.442717681565464,96.772,100.0,-3.2279999999999944,0.0,,,0.10000000000002274,,,,0.0,1,0,0,92,0,0,,0,,1,0,1,0,1,0
L-N04000085,2025-03,CIVIL AVIATION,,,80,-6,48,9.442717681565464,96.772,100.0,-3.2279999999999944,0.0,,,0.0,,,,0.0,2,0,0,96,0,0,,0,,1,0,1,0,1,0
L-N04000087,2025-01,CIVIL AVIATION,,,,-6,0,0.0,97.36561226470018,100.0,-2.634387735299825,,,,,,,,0.0,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N04000087,2025-02,CIVIL AVIATION,,,104,-7,37,0.0,97.70764603143799,100.0,-2.2923539685620113,0.0,,,1.410000000000025,,,,0.0,1,0,0,92,0,0,,0,,1,0,1,0,1,0
L-N04000087,2025-03,CIVIL AVIATION,,,105,-8,37,0.0,97.7124975742286,100.0,-2.287502425771393,0.0,,,0.01999999999998181,,,,0.0,2,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N04000088,2025-01,CIVIL AVIATION,,,84,-1,28,0.0,92.68540925266903,100.0,-7.314590747330968,,,,,,,,0.0,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N04000088,2025-02,CIVIL AVIATION,,,85,-2,28,0.0,92.78291814946618,100.0,-7.217081850533816,0.0,,,1.3699999999998909,,,,0.0,1,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N04000088,2025-03,CIVIL AVIATION,,,86,-3,28,0.0,92.83843416370108,100.0,-7.161565836298919,0.0,,,0.7800000000002001,,,,0.0,2,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N04000090,2025-01,,,,,2,0,19.723265156090005,74.98190749797145,98.0,-23.01809250202855,,,,,,,,1.0,0,0,0,100,0,1,,0,,1,0,1,0,1,0
L-N04000090,2025-02,,,,68,1,36,19.723265156090005,76.22535581920656,98.5,-22.274644180793445,0.5,,,5.669999999999959,,,,1.5,0,0,0,92,0,1,,0,,1,0,1,0,1,0
L-N04000090,2025-03,,,,69,1,37,18.607398850001314,78.97020409970337,98.75,-19.779795900296634,0.25,,,9.160000000000025,,,,1.25,1,1,1,100,0,0,,0,,1,0,1,0,1,0
L-N04000092,2025-01,CIVIL AVIATION,,,71,2,31,10.303114787107164,95.62872990240821,99.15,-3.5212700975917954,,,,,,,,0.42499999999999716,0,0,0,100,0,1,,1,,1,0,1,0,1,0
L-N04000092,2025-02,CIVIL AVIATION,,,72,1,31,10.303114787107164,96.07245664536966,99.29,-3.217543354630351,0.14000000000000057,,,3.159999999999968,,,,0.7099999999999937,1,0,0,100,0,,,1,,1,0,0,0,1,0
L-N04000092,2025-03,CIVIL AVIATION,,,73,2,33,10.303114787107164,96.65239064803764,99.43,-2.7776093519623686,0.14000000000000057,,,4.1299999999999955,,,,0.2849999999999966,2,1,0,100,0,,,1,,1,0,0,0,1,0
L-N04000093,2025-01,CIVIL AVIATION,,,77,1,48,0.0,98.10898796886057,98.75,-0.6410120311394252,,,,,,,,1.25,0,0,0,100,0,1,,0,,1,0,1,0,1,0
L-N04000093,2025-02,CIVIL AVIATION,,,78,1,49,0.0,97.97876857749469,99.5,-1.5212314225053092,0.75,,,-0.45999999999997954,,,,0.5,0,1,0,88,0,0,,0,,1,0,1,0,1,0
L-N04000093,2025-03,CIVIL AVIATION,,,79,0,49,0.0,98.40905874026893,100.0,-1.5909412597310677,0.5,,,1.5199999999999818,,,,0.0,0,1,0,100,0,0,,0,,1,0,1,0,1,0
L-N04000094,2025-01,,,,46,2,27,47.84835219294624,94.81564245810056,99.9,-5.08435754189945,,,,,,,,0.04999999999999716,0,0,0,100,0,,,0,,1,0,0,0,1,0
L-N04000094,2025-02,,,,47,1,27,47.84835219294624,94.81564245810056,99.9,-5.08435754189945,0.0,,,0.0,,,,0.09999999999999432,1,0,0,96,0,,,0,,1,0,0,0,1,0
L-N04000094,2025-03,,,,48,1,28,47.84835219294624,96.25139664804469,99.9,-3.648603351955316,0.0,,,5.139999999999986,,,,0.09999999999999432,2,1,0,100,0,,,0,,1,0,0,0,1,0
L-N04000096,2025-01,CIVIL AVIATION,,,91,-9,40,5.600750938673339,99.2074074074074,100.0,-0.7925925925925981,,,,,,,,0.0,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N04000096,2025-02,CIVIL AVIATION,,,92,-10,40,5.600750938673339,99.2074074074074,100.0,-0.7925925925925981,0.0,,,0.0,,,,0.0,1,0,0,96,0,0,,0,,1,0,1,0,1,0
L-N04000096,2025-03,CIVIL AVIATION,,,93,-11,40,5.600750938673339,99.2074074074074,100.0,-0.7925925925925981,0.0,,,0.0,,,,0.0,2,0,0,96,0,0,,0,,1,0,1,0,1,0
L-N04000102,2025-01,,,,20,5,7,47.71467025572005,60.35060864494497,83.0,-22.64939135505503,,,,,,,,3.4,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N04000102,2025-02,,,,21,4,7,47.71467025572005,60.7843137254902,85.0,-24.2156862745098,2.0,,,1.1899999999999977,,,,3.75,0,0,0,100,0,,,0,,1,0,0,0,1,0
L-N04000102,2025-03,,,,22,3,7,47.71467025572005,66.6593775056491,87.0,-20.340622494350896,2.0,,,16.120000000000005,,,,4.333333333333333,0,0,0,100,0,,,0,,1,0,0,0,1,0
L-N06000104,2025-01,,,,,2,0,0.0,93.68029739776952,85.0,8.680297397769522,,,,,,,,7.5,0,0,0,100,0,,,0,,1,0,0,0,1,0
L-N06000104,2025-02,,,,134,1,36,0.0,93.78510718438334,85.0,8.785107184383335,0.0,,,0.6399999999999864,,,,15.0,1,0,0,92,0,,,0,,1,0,0,0,1,0
L-N06000104,2025-03,,,,,3,0,0.0,94.1028118500565,85.0,9.102811850056497,0.0,,,1.9400000000000546,,,,5.0,2,1,0,92,0,,,0,,1,0,0,0,1,0
L-N06000161,2025-01,COAL,,,94,2,36,0.0,92.51884786390876,60.0,32.51884786390876,,,,,,,,20.0,0,0,0,100,0,1,,0,,1,0,1,0,1,0
L-N06000161,2025-02,COAL,,,95,1,36,0.0,92.51884786390876,79.0,13.51884786390876,19.0,,,0.0,,,,21.0,0,0,0,100,0,1,,0,,1,0,1,0,1,0
L-N06000161,2025-03,COAL,,,96,0,36,0.0,96.06127972163155,85.0,11.06127972163155,6.0,,,14.660000000000025,,,,15.0,0,0,0,100,0,1,,0,,1,0,1,0,1,0
L-N06000189,2025-01,,,,,24,0,0.0,61.52090526307021,57.0,4.520905263070212,,,,,,,,1.7916666666666667,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N06000198,2025-01,,,,,2,12,0.0,74.63393626184325,73.0,1.633936261843246,,,,,,,,13.5,0,0,0,100,0,,,0,,1,0,0,0,1,0
L-N06000198,2025-02,,,,57,1,12,0.0,74.66264714326731,73.0,1.6626471432673071,0.0,,,0.07999999999998408,,,,27.0,1,0,0,100,0,,,0,,1,0,0,0,1,0
L-N06000198,2025-03,,,,,0,0,0.0,74.79543496985357,73.0,1.7954349698535736,0.0,,,0.37000000000000455,,,,27.0,2,0,0,92,0,,,0,,1,0,0,0,1,0
L-N06000210,2025-01,,,,110,2,24,0.0,82.82749887667987,70.0,12.827498876679869,,,,,,,,15.0,0,0,0,100,0,1,,0,,1,0,1,0,1,0
L-N06000210,2025-02,,,,111,1,24,0.0,82.82749887667987,70.0,12.827498876679869,0.0,,,0.0,,,,30.0,1,0,0,96,0,1,,0,,1,0,1,0,1,0
L-N06000210,2025-03,,,,112,0,24,0.0,82.82749887667987,70.0,12.827498876679869,0.0,,,0.0,,,,30.0,2,0,0,96,0,1,,0,,1,0,1,0,1,0
L-N07000001,2025-01,FINANCE,,,78,-33,0,-3.601750547045947,80.02905525037454,85.0,-4.97094474962546,,,,,,,,15.0,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N07000001,2025-02,FINANCE,,,79,-34,0,-3.601750547045947,80.02905525037454,85.0,-4.97094474962546,0.0,,,0.0,,,,15.0,1,0,0,96,0,0,,0,,1,0,1,0,1,0
L-N07000001,2025-03,FINANCE,,,80,-35,0,-3.601750547045947,80.02905525037454,85.0,-4.97094474962546,0.0,,,0.0,,,,15.0,2,0,0,96,0,0,,0,,1,0,1,0,1,0
L-N10000011,2025-01,,,,,-10,0,91.38014981273409,75.4229576210652,83.5,-8.077042378934806,,,,,,,,16.5,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N10000011,2025-02,,,,105,-11,50,91.38014981273409,75.65290566259283,84.5,-8.84709433740717,1.0,,,2.3500000000000227,,,,15.5,0,0,0,92,0,0,,0,,1,0,1,0,1,0
L-N10000011,2025-03,,,,,-12,0,91.38014981273409,80.84288188498684,85.5,-4.657118115013162,1.0,,,53.04000000000008,,,,14.5,0,0,0,92,0,0,,0,,1,0,1,0,1,0
L-N10000017,2025-01,,,,64,-8,14,19.87244784977193,1.847336141284268,100.0,-98.15266385871573,,,,,,,,0.0,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N10000017,2025-02,,,,65,-9,14,19.87244784977193,1.847336141284268,100.0,-98.15266385871573,0.0,,,0.0,,,,0.0,1,0,0,96,0,0,,0,,1,0,1,0,1,0
L-N10000017,2025-03,,,,66,-10,14,19.87244784977193,1.847336141284268,100.0,-98.15266385871573,0.0,,,0.0,,,,0.0,2,0,0,96,0,0,,0,,1,0,1,0,1,0
L-N12000122,2025-01,STEEL,,,50,2,22,0.0,111.68672782225993,94.68,17.00672782225992,,,,,,,,2.6599999999999966,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N12000122,2025-02,STEEL,,,51,1,22,0.0,114.62696855612704,95.29,19.336968556127033,0.6099999999999994,,,11.090000000000032,,,,4.709999999999994,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N12000122,2025-03,STEEL,,,52,0,22,0.0,115.30303833713346,95.29,20.01303833713345,0.0,,,2.5499999999999545,,,,4.709999999999994,1,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N12000125,2025-01,STEEL,,,36,4,0,0.0,58.934424539776124,75.02,-16.085575460223872,,,,,,,,6.245000000000001,0,0,0,100,0,1,,0,,1,0,1,0,1,0
L-N12000125,2025-02,STEEL,,,37,5,2,0.0,64.45298810530004,80.89,-16.437011894699964,5.8700000000000045,,,53.539999999999964,,,,3.822,0,1,0,100,0,0,,0,,1,0,1,0,1,0
L-N12000125,2025-03,STEEL,,,38,4,2,0.0,64.99103259189017,85.94,-20.948967408109823,5.049999999999997,,,5.220000000000027,,,,3.5150000000000006,0,1,0,100,0,1,,0,,1,0,1,0,1,0
L-N16000361,2025-01,PETROLEUM,,,74,2,42,19.498161367077664,87.10448193468973,96.9,-9.795518065310276,,,,,,,,1.5499999999999972,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000369,2025-01,PETROLEUM,,,73,2,27,0.0,76.63583138173303,93.6,-16.964168618266967,,,,,,,,3.200000000000003,0,0,0,100,0,1,,0,,1,0,1,0,1,0
L-N16000369,2025-02,PETROLEUM,,,74,1,27,0.0,77.05503512880563,93.7,-16.644964871194375,0.10000000000000853,,,3.5799999999999272,,,,6.299999999999997,1,0,0,100,0,1,,0,,1,0,1,0,1,0
L-N16000369,2025-03,PETROLEUM,,,75,5,32,0.0,79.74824355971897,94.95,-15.20175644028103,1.25,,,23.0,,,,1.0099999999999993,0,1,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000382,2025-01,,,,62,2,22,12.24528661207389,77.36664404479131,99.1,-21.73335595520868,,,,,,,,0.45000000000000284,0,0,0,100,0,,,0,,1,0,0,0,1,0
L-N16000382,2025-02,,,,63,1,22,12.24528661207389,77.38581608415338,99.3,-21.91418391584662,0.20000000000000284,,,1.1300000000001091,,,,0.7000000000000028,1,0,0,100,0,,,0,,1,0,0,0,1,0
L-N16000382,2025-03,,,,64,1,23,12.24528661207389,77.49779436715303,99.45,-21.95220563284697,0.15000000000000568,,,6.600000000000364,,,,0.5499999999999972,2,1,0,100,0,,,0,,1,0,0,0,1,0
L-N16000392,2025-01,,,,70,50,-24,0.0,14.209289561250044,27.0,-12.790710438749956,,,,,,,,1.46,0,0,0,100,0,,,0,,1,0,0,0,1,0
L-N16000392,2025-02,,,,71,49,-24,0.0,14.4864670165689,28.0,-13.5135329834311,1.0,,,16.160000000000082,,,,1.469387755102041,0,0,0,100,0,,,0,,1,0,0,0,1,0
L-N16000411,2025-01,,,,51,5,22,0.0,66.26827757125155,93.44,-27.171722428748453,,,,,,,,1.3120000000000005,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000411,2025-02,,,,52,4,22,0.0,66.69764560099132,94.21,-27.51235439900867,0.769999999999996,,,6.930000000000064,,,,1.4475000000000016,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000411,2025-03,,,,53,3,22,0.0,66.97831474597274,94.48,-27.501685254027265,0.27000000000001023,,,4.529999999999973,,,,1.8399999999999987,1,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000423,2025-01,,,,67,62,3,0.0,55.17791411042945,27.8,27.377914110429447,,,,,,,,1.164516129032258,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000423,2025-02,,,,68,61,3,0.0,58.1840490797546,29.7,28.4840490797546,1.8999999999999986,,,4.900000000000006,,,,1.1524590163934425,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000423,2025-03,,,,69,60,3,0.0,59.2760736196319,40.1,19.1760736196319,10.400000000000002,,,1.7800000000000011,,,,0.9983333333333333,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000426,2025-01,,,,67,62,3,0.0,44.23076923076923,18.1,26.130769230769232,,,,,,,,1.320967741935484,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000426,2025-02,,,,68,61,3,0.0,44.46153846153846,20.0,24.46153846153846,1.8999999999999986,,,0.39000000000000057,,,,1.3114754098360655,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000429,2025-01,PETROLEUM,,,,2,0,42.66165875944474,70.93039368139058,93.7,-22.76960631860942,,,,,,,,3.1499999999999986,0,0,0,100,0,,,0,,1,0,0,0,1,0
L-N16000429,2025-02,PETROLEUM,,,71,4,14,42.66165875944474,71.46926144324183,94.2,-22.73073855675817,0.5,,,7.0,,,,1.4499999999999993,0,1,0,92,0,,,0,,1,0,0,0,1,0
L-N16000429,2025-03,PETROLEUM,,,72,3,14,42.66165875944474,73.16284583763145,95.0,-21.83715416236855,0.7999999999999972,,,22.0,,,,1.6666666666666667,0,1,0,100,0,1,,0,,1,0,1,0,1,0
L-N16000440,2025-01,,,,,1,0,8.174386920980927,77.50125944584383,87.2,-9.698740554156174,,,,,,,,12.799999999999997,0,0,0,100,0,,,0,,1,0,0,0,1,0
L-N16000440,2025-02,,,,39,4,13,8.174386920980927,78.29471032745592,87.9,-9.605289672544089,0.7000000000000028,,,3.1499999999999773,,,,3.0249999999999986,0,1,0,92,0,,,0,,1,0,0,0,1,0
L-N16000440,2025-03,,,,,3,0,8.174386920980927,79.47607052896726,88.4,-8.92392947103275,0.5,,,4.689999999999998,,,,3.866666666666665,0,1,0,92,0,,,0,,1,0,0,0,1,0
L-N16000442,2025-01,,,,45,3,10,0.0,60.74234345619864,66.4,-5.657656543801366,,,,,,,,11.199999999999998,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000442,2025-02,,,,46,2,10,0.0,63.535361340785954,71.3,-7.764638659214043,4.8999999999999915,,,32.52999999999997,,,,14.350000000000001,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000442,2025-03,,,,47,1,10,0.0,67.93481527273352,76.2,-8.265184727266487,4.900000000000006,,,51.24000000000001,,,,23.799999999999997,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000446,2025-01,,,,40,-8,7,0.0,31.764550264550266,39.08,-7.315449735449732,,,,,,,,60.92,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000446,2025-02,,,,41,-9,7,0.0,31.764550264550266,39.08,-7.315449735449732,0.0,,,0.0,,,,60.92,1,0,0,96,0,,,0,,1,0,0,0,1,0
L-N16000446,2025-03,,,,42,-10,7,0.0,31.764550264550266,39.08,-7.315449735449732,0.0,,,0.0,,,,60.92,2,0,0,96,0,,,0,,1,0,0,0,1,0
L-N16000452,2025-01,,,,32,-4,6,0.0,49.83584874465623,71.0,-21.164151255343768,,,,,,,,29.0,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000452,2025-02,,,,33,-5,6,0.0,51.46555185526347,73.0,-21.53444814473653,2.0,,,6.900000000000006,,,,27.0,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000452,2025-03,,,,34,-6,6,0.0,55.08160324995867,74.4,-19.318396750041337,1.4000000000000057,,,15.310000000000002,,,,25.599999999999994,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000486,2025-01,,,,34,71,9,0.0,19.926147704590818,4.9,15.026147704590818,,,,,,,,1.3394366197183099,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000486,2025-02,,,,35,70,9,0.0,20.75449101796407,5.0,15.754491017964071,0.09999999999999964,,,4.150000000000006,,,,1.3571428571428572,1,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000486,2025-03,,,,36,69,9,0.0,19.96606786427146,5.1,14.866067864271459,0.09999999999999964,,,-3.950000000000003,,,,1.3753623188405797,2,0,0,88,0,0,,0,,1,0,1,0,1,0
L-N16000496,2025-01,,,,34,62,0,0.0,11.714448886350656,21.9,-10.185551113649343,,,,,,,,1.2596774193548386,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000496,2025-02,,,,35,61,0,0.0,12.138777841233582,22.8,-10.661222158766419,0.9000000000000021,,,7.430000000000007,,,,1.2655737704918033,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000499,2025-01,,,,64,9,7,0.0,77.20600414078675,73.5,3.706004140786746,,,,,,,,2.9444444444444446,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000499,2025-02,,,,65,8,7,0.0,77.20600414078675,78.0,-0.7939958592132541,4.5,,,0.0,,,,2.75,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000499,2025-03,,,,66,7,7,0.0,77.20652173913044,82.4,-5.193478260869568,4.400000000000006,,,0.010000000000218279,,,,2.5142857142857133,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000500,2025-01,PETROLEUM,,,45,2,0,0.0,64.86282852457563,63.0,1.862828524575633,,,,,,,,18.5,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000500,2025-02,PETROLEUM,,,46,1,0,0.0,64.86282852457563,67.0,-2.137171475424367,4.0,,,0.0,,,,33.0,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000500,2025-03,PETROLEUM,,,47,0,0,0.0,69.01416773774173,71.0,-1.9858322622582705,4.0,,,28.099999999999966,,,,29.0,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000507,2025-01,,,,22,6,0,0.0,34.25925925925926,61.5,-27.24074074074074,,,,,,,,6.416666666666667,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000507,2025-02,,,,23,5,0,0.0,35.54074074074074,66.1,-30.559259259259257,4.599999999999994,,,5.189999999999998,,,,6.780000000000001,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000507,2025-03,,,,24,4,0,0.0,41.98271604938272,70.0,-28.017283950617283,3.9000000000000057,,,26.090000000000003,,,,7.5,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000508,2025-01,PETROLEUM,,,22,14,0,0.0,22.29083248910544,73.2,-50.90916751089456,,,,,,,,1.9142857142857141,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000508,2025-02,PETROLEUM,,,23,13,0,0.0,23.271744898451445,75.1,-51.82825510154855,1.8999999999999915,,,6.099999999999994,,,,1.915384615384616,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000508,2025-03,PETROLEUM,,,24,12,0,0.0,24.751153778120827,77.1,-52.34884622187917,2.0,,,9.199999999999989,,,,1.9083333333333339,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000535,2025-01,,,,,30,0,0.0,0.11917098445595854,14.0,-13.880829015544041,,,,,,,,2.8666666666666667,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000535,2025-02,,,,7,29,0,0.0,0.11917098445595854,15.0,-14.880829015544041,1.0,,,0.0,,,,2.9310344827586206,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N16000535,2025-03,,,,,28,0,0.0,0.19689119170984457,16.0,-15.803108808290155,1.0,,,0.15,,,,3.0,0,0,0,92,0,0,,0,,1,0,1,0,1,0
L-N18000142,2025-01,,,,150,-89,0,0.0,9.818598559266535,,,,,,,,,,,0,0,0,88,1,0,,0,,1,0,1,0,1,0
L-N18000142,2025-02,,,,151,-90,0,0.0,9.818598559266535,9.8,0.01859855926653431,,,,0.0,,,,90.2,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N18000142,2025-03,,,,152,-91,0,0.0,9.818598559266535,,,,,,0.0,,,,,0,0,0,88,1,0,,0,,1,0,1,0,1,0
L-N18000177,2025-01,POWER,,,,2,0,4.7042092237223665,97.63991297700947,97.0,0.6399129770094731,,,,,,,,1.5,0,0,0,100,0,0,,0,,1,0,1,0,1,0
L-N18000177,2025-02,POWER,,,132,1,69,0.0,102.23309876930844,97.0,5.233098769308441,0.0,,,0.0,,,,3.0,1,0,1,88,0,0,,0,,1,0,1,0,1,0
L-N18000177,2025-03,POWER,,,133,0,69,0.0,102.59750414027053,98.0,4.59750414027053,1.0,,,59.19000000000233,,,,2.0,0,0,1,100,0,0,,0,,1,0,1,0,1,0
