canonical_project_id,paimana_project_code,legacy_ocms_code,identity_source,identity_confidence,collision_flag
P-611957,611957,,PAIMANA_ID,1.0,0
P-611961,611961,,PAIMANA_ID,1.0,0
P-611963,611963,,PAIMANA_ID,1.0,0
P-611966,611966,N18000377,PAIMANA_ID,0.98,0
P-611967,611967,N18000380,PAIMANA_ID,0.98,0
P-611969,611969,,PAIMANA_ID,1.0,0
P-611970,611970,N22000540,PAIMANA_ID,0.98,0
P-611971,611971,N22000541,PAIMANA_ID,0.98,0
P-611972,611972,,PAIMANA_ID,1.0,0
P-611973,611973,,PAIMANA_ID,1.0,0
P-611974,611974,,PAIMANA_ID,1.0,0
P-611975,611975,,PAIMANA_ID,1.0,0
P-611976,611976,,PAIMANA_ID,1.0,0
P-611977,611977,,PAIMANA_ID,1.0,0
P-611978,611978,,PAIMANA_ID,1.0,0
P-611979,611979,,PAIMANA_ID,1.0,0
P-611980,611980,,PAIMANA_ID,1.0,0
P-612063,612063,,PAIMANA_ID,1.0,0
P-612072,612072,N22000532,PAIMANA_ID,0.98,0
P-612096,612096,N22000206,PAIMANA_ID,0.98,0
P-612128,612128,,PAIMANA_ID,1.0,0
P-612132,612132,N18000389,PAIMANA_ID,0.98,0
P-612133,612133,N18000387,PAIMANA_ID,0.98,0
P-612134,612134,N18000386,PAIMANA_ID,0.98,0
P-612135,612135,,PAIMANA_ID,1.0,0
P-612138,612138,N18000388,PAIMANA_ID,0.98,0
P-612139,612139,N18000384,PAIMANA_ID,0.98,0
P-612140,612140,N18000385,PAIMANA_ID,0.98,0
P-612142,612142,N18000382,PAIMANA_ID,0.98,0
P-612151,612151,N18000383,PAIMANA_ID,0.98,0
P-612167,612167,,PAIMANA_ID,1.0,0
P-612178,612178,,PAIMANA_ID,1.0,0
P-612183,612183,,PAIMANA_ID,1.0,0
P-612185,612185,,PAIMANA_ID,1.0,0
P-612186,612186,,PAIMANA_ID,1.0,0
P-612188,612188,N21000033,PAIMANA_ID,0.98,0
P-612194,612194,N04000112,PAIMANA_ID,0.98,0
P-612201,612201,,PAIMANA_ID,1.0,0
P-612203,612203,,PAIMANA_ID,1.0,0
P-612211,612211,,PAIMANA_ID,1.0,0
P-612213,612213,,PAIMANA_ID,1.0,0
P-612239,612239,,PAIMANA_ID,1.0,0
P-612259,612259,,PAIMANA_ID,1.0,0
P-612513,612513,,PAIMANA_ID,1.0,0
P-612688,612688,,PAIMANA_ID,1.0,0
P-612745,612745,,PAIMANA_ID,1.0,0
P-612748,612748,,PAIMANA_ID,1.0,0
P-612781,612781,N12000132,PAIMANA_ID,0.98,0
P-612786,612786,N04000106,PAIMANA_ID,0.98,0
P-612787,612787,N04000108,PAIMANA_ID,0.98,0
P-612788,612788,N04000105,PAIMANA_ID,0.98,0
P-612789,612789,N04000111,PAIMANA_ID,0.98,0
P-612790,612790,N16000509,PAIMANA_ID,0.98,0
P-612791,612791,N04000109,PAIMANA_ID,0.98,0
P-612793,612793,N04000110,PAIMANA_ID,0.98,0
P-612815,612815,N22000573,PAIMANA_ID,0.98,0
P-612816,612816,N06000272,PAIMANA_ID,0.98,0
P-612819,612819,N06000269,PAIMANA_ID,0.98,0
P-612827,612827,,PAIMANA_ID,1.0,0
P-612834,612834,,PAIMANA_ID,1.0,0
P-612838,612838,,PAIMANA_ID,1.0,0
P-612845,612845,,PAIMANA_ID,1.0,0
P-612851,612851,,PAIMANA_ID,1.0,0
P-612853,612853,N16000531,PAIMANA_ID,0.98,0
P-612855,612855,N18000390,PAIMANA_ID,0.98,0
P-612856,612856,N18000395,PAIMANA_ID,0.98,0
P-612876,612876,,PAIMANA_ID,1.0,0
P-612877,612877,,PAIMANA_ID,1.0,0
P-612878,612878,,PAIMANA_ID,1.0,0
P-612883,612883,,PAIMANA_ID,1.0,0
P-612885,612885,N42000001,PAIMANA_ID,0.98,0
P-612894,612894,N42000011,PAIMANA_ID,0.98,0
P-612898,612898,,PAIMANA_ID,1.0,0
P-612916,612916,,PAIMANA_ID,1.0,0
P-612998,612998,,PAIMANA_ID,1.0,0
P-613002,613002,,PAIMANA_ID,1.0,0
P-613003,613003,,PAIMANA_ID,1.0,0
P-613008,613008,,PAIMANA_ID,1.0,0
P-613013,613013,,PAIMANA_ID,1.0,0
P-613015,613015,,PAIMANA_ID,1.0,0
P-613785,613785,,PAIMANA_ID,1.0,0
P-613786,613786,,PAIMANA_ID,1.0,0
P-613787,613787,,PAIMANA_ID,1.0,0
P-613788,613788,,PAIMANA_ID,1.0,0
P-613793,613793,N06000191,PAIMANA_ID,0.98,0
P-613794,613794,N06000277,PAIMANA_ID,0.98,0
P-613795,613795,,PAIMANA_ID,1.0,0
P-613798,613798,N06000123,PAIMANA_ID,0.98,0
P-613799,613799,N06000135,PAIMANA_ID,0.98,0
P-613800,613800,N06000232,PAIMANA_ID,0.98,0
P-613801,613801,N06000164,PAIMANA_ID,0.98,0
P-613802,613802,N06000125,PAIMANA_ID,0.98,0
P-613803,613803,N06000166,PAIMANA_ID,0.98,0
P-613804,613804,N06000250,PAIMANA_ID,0.98,0
P-613808,613808,N06000096,PAIMANA_ID,0.98,0
P-615183,615183,N06000208,PAIMANA_ID,0.98,0
P-615184,615184,N06000251,PAIMANA_ID,0.98,0
P-615185,615185,N06000257,PAIMANA_ID,0.98,0
P-615186,615186,N06000206,PAIMANA_ID,0.98,0
P-615187,615187,N06000260,PAIMANA_ID,0.98,0
P-615188,615188,N06000255,PAIMANA_ID,0.98,0
P-615189,615189,N06000253,PAIMANA_ID,0.98,0
P-615190,615190,N06000252,PAIMANA_ID,0.98,0
P-615191,615191,N06000274,PAIMANA_ID,0.98,0
P-615192,615192,N06000264,PAIMANA_ID,0.98,0
P-615193,615193,N06000112,PAIMANA_ID,0.98,0
P-615194,615194,N06000265,PAIMANA_ID,0.98,0
P-615195,615195,N06000266,PAIMANA_ID,0.98,0
P-615199,615199,N06000267,PAIMANA_ID,0.98,0
P-615202,615202,,PAIMANA_ID,1.0,0
P-615206,615206,N06000183,PAIMANA_ID,0.98,0
P-615327,615327,N06000279,PAIMANA_ID,0.98,0
P-615330,615330,N06000282,PAIMANA_ID,0.98,0
P-615331,615331,,PAIMANA_ID,1.0,0
P-615332,615332,N18000391,PAIMANA_ID,0.98,0
P-615333,615333,N18000393,PAIMANA_ID,0.98,0
P-615334,615334,N18000394,PAIMANA_ID,0.98,0
P-615335,615335,N18000397,PAIMANA_ID,0.98,0
P-615336,615336,,PAIMANA_ID,1.0,0
P-615337,615337,N18000396,PAIMANA_ID,0.98,0
P-615338,615338,N18000401,PAIMANA_ID,0.98,0
P-615339,615339,N18000403,PAIMANA_ID,0.98,0
P-615340,615340,N18000404,PAIMANA_ID,0.98,0
P-615342,615342,N18000398,PAIMANA_ID,0.98,0
P-615343,615343,N18000402,PAIMANA_ID,0.98,0
P-615344,615344,N18000399,PAIMANA_ID,0.98,0
P-615345,615345,N18000400,PAIMANA_ID,0.98,0
P-615346,615346,N18000392,PAIMANA_ID,0.98,0
P-615347,615347,N18000405,PAIMANA_ID,0.98,0
P-615349,615349,N06000241,PAIMANA_ID,0.98,0
P-615818,615818,N06000259,PAIMANA_ID,0.98,0
P-615820,615820,N06000290,PAIMANA_ID,0.98,0
P-615821,615821,N06000291,PAIMANA_ID,0.98,0
P-615822,615822,N06000239,PAIMANA_ID,0.98,0
P-615843,615843,N06000186,PAIMANA_ID,0.98,0
P-615857,615857,N06000203,PAIMANA_ID,0.98,0
P-615858,615858,N06000213,PAIMANA_ID,0.98,0
P-615859,615859,,PAIMANA_ID,1.0,0
P-615860,615860,N06000202,PAIMANA_ID,0.98,0
P-615861,615861,N06000211,PAIMANA_ID,0.98,0
P-615862,615862,N06000258,PAIMANA_ID,0.98,0
P-615863,615863,N06000204,PAIMANA_ID,0.98,0
P-615864,615864,,PAIMANA_ID,1.0,0
P-615865,615865,N06000214,PAIMANA_ID,0.98,0
P-615914,615914,N06000205,PAIMANA_ID,0.98,0
P-615915,615915,,PAIMANA_ID,1.0,0
P-615916,615916,N06000271,PAIMANA_ID,0.98,0
P-615917,615917,N06000278,PAIMANA_ID,0.98,0
P-615918,615918,N06000256,PAIMANA_ID,0.98,0
P-615919,615919,N06000283,PAIMANA_ID,0.98,0
P-615982,615982,N06000154,PAIMANA_ID,0.98,0
P-616044,616044,N06000179,PAIMANA_ID,0.98,0
P-616050,616050,N06000226,PAIMANA_ID,0.98,0
P-616223,616223,N06000219,PAIMANA_ID,0.98,0
P-616225,616225,N06000280,PAIMANA_ID,0.98,0
P-616226,616226,N06000289,PAIMANA_ID,0.98,0
P-616227,616227,,PAIMANA_ID,1.0,0
P-616229,616229,N06000284,PAIMANA_ID,0.98,0
P-616230,616230,N06000281,PAIMANA_ID,0.98,0
P-616231,616231,N06000286,PAIMANA_ID,0.98,0
P-616232,616232,N06000285,PAIMANA_ID,0.98,0
P-616233,616233,N06000288,PAIMANA_ID,0.98,0
P-616234,616234,N06000045,PAIMANA_ID,0.98,0
P-616235,616235,N16000538,PAIMANA_ID,0.98,0
P-616236,616236,N06000295,PAIMANA_ID,0.98,0
P-616253,616253,N06000287,PAIMANA_ID,0.98,0
P-616254,616254,N16000539,PAIMANA_ID,0.98,0
P-616586,616586,,PAIMANA_ID,1.0,0
P-616587,616587,,PAIMANA_ID,1.0,0
P-616588,616588,,PAIMANA_ID,1.0,0
P-616594,616594,,PAIMANA_ID,1.0,0
P-616600,616600,N30000027,PAIMANA_ID,0.98,0
P-616604,616604,N30000042,PAIMANA_ID,0.98,0
P-616605,616605,,PAIMANA_ID,1.0,0
P-616611,616611,N30000051,PAIMANA_ID,0.98,0
P-616612,616612,N30000050,PAIMANA_ID,0.98,0
P-616615,616615,N30000026,PAIMANA_ID,0.98,0
P-616616,616616,N30000035,PAIMANA_ID,0.98,0
P-616670,616670,N18000407,PAIMANA_ID,0.98,0
P-616671,616671,N18000408,PAIMANA_ID,0.98,0
P-616672,616672,N18000409,PAIMANA_ID,0.98,0
P-616691,616691,,PAIMANA_ID,1.0,0
P-616694,616694,,PAIMANA_ID,1.0,0
P-616695,616695,,PAIMANA_ID,1.0,0
P-616696,616696,,PAIMANA_ID,1.0,0
P-616697,616697,,PAIMANA_ID,1.0,0
P-616699,616699,,PAIMANA_ID,1.0,0
P-616701,616701,,PAIMANA_ID,1.0,0
P-616702,616702,,PAIMANA_ID,1.0,0
P-616839,616839,,PAIMANA_ID,1.0,0
P-616840,616840,,PAIMANA_ID,1.0,0
P-616841,616841,,PAIMANA_ID,1.0,0
P-616842,616842,,PAIMANA_ID,1.0,0
P-616843,616843,,PAIMANA_ID,1.0,0
P-616856,616856,,PAIMANA_ID,1.0,0
P-616857,616857,,PAIMANA_ID,1.0,0
P-616858,616858,N16000450,PAIMANA_ID,0.98,0
P-616879,616879,N16000536,PAIMANA_ID,0.98,0
P-616886,616886,,PAIMANA_ID,1.0,0
P-616933,616933,N16000540,PAIMANA_ID,0.98,0
P-616950,616950,,PAIMANA_ID,1.0,0
P-616983,616983,,PAIMANA_ID,1.0,0
P-617068,617068,N18000410,PAIMANA_ID,0.98,0
P-617069,617069,N18000411,PAIMANA_ID,0.98,0
P-617179,617179,N18000417,PAIMANA_ID,0.98,0
P-617181,617181,N18000415,PAIMANA_ID,0.98,0
P-617182,617182,N18000412,PAIMANA_ID,0.98,0
P-617183,617183,N18000416,PAIMANA_ID,0.98,0
P-617184,617184,N18000419,PAIMANA_ID,0.98,0
P-617185,617185,N18000413,PAIMANA_ID,0.98,0
P-617186,617186,N18000414,PAIMANA_ID,0.98,0
P-617188,617188,,PAIMANA_ID,1.0,0
P-617200,617200,,PAIMANA_ID,1.0,0
P-617201,617201,,PAIMANA_ID,1.0,0
P-617206,617206,,PAIMANA_ID,1.0,0
P-617207,617207,,PAIMANA_ID,1.0,0
P-617210,617210,,PAIMANA_ID,1.0,0
P-617211,617211,,PAIMANA_ID,1.0,0
P-617212,617212,,PAIMANA_ID,1.0,0
P-617213,617213,,PAIMANA_ID,1.0,0
P-617214,617214,,PAIMANA_ID,1.0,0
P-617215,617215,,PAIMANA_ID,1.0,0
P-617216,617216,,PAIMANA_ID,1.0,0
P-617221,617221,,PAIMANA_ID,1.0,0
P-617224,617224,,PAIMANA_ID,1.0,0
P-617225,617225,N28000157,PAIMANA_ID,0.98,0
P-617226,617226,N28000160,PAIMANA_ID,0.98,0
P-617231,617231,,PAIMANA_ID,1.0,0
P-617233,617233,N06000293,PAIMANA_ID,0.98,0
P-617239,617239,,PAIMANA_ID,1.0,0
P-617240,617240,,PAIMANA_ID,1.0,0
P-617242,617242,N12000138,PAIMANA_ID,0.98,0
P-617243,617243,N12000137,PAIMANA_ID,0.98,0
P-617245,617245,,PAIMANA_ID,1.0,0
P-617246,617246,N12000139,PAIMANA_ID,0.98,0
P-617248,617248,N12000141,PAIMANA_ID,0.98,0
P-617249,617249,N12000142,PAIMANA_ID,0.98,0
P-617250,617250,N12000143,PAIMANA_ID,0.98,0
P-617251,617251,N12000140,PAIMANA_ID,0.98,0
P-617252,617252,,PAIMANA_ID,1.0,0
P-617253,617253,N12000129,PAIMANA_ID,0.98,0
P-617254,617254,N12000134,PAIMANA_ID,0.98,0
P-617255,617255,N12000131,PAIMANA_ID,0.98,0
P-617256,617256,N12000133,PAIMANA_ID,0.98,0
P-617257,617257,N12000135,PAIMANA_ID,0.98,0
P-617269,617269,N18000423,PAIMANA_ID,0.98,0
P-617270,617270,N18000422,PAIMANA_ID,0.98,0
P-617271,617271,N18000421,PAIMANA_ID,0.98,0
P-617272,617272,N18000420,PAIMANA_ID,0.98,0
P-617278,617278,N06000294,PAIMANA_ID,0.98,0
P-617279,617279,,PAIMANA_ID,1.0,0
P-617280,617280,N10000015,PAIMANA_ID,0.98,0
P-617282,617282,,PAIMANA_ID,1.0,0
P-617284,617284,,PAIMANA_ID,1.0,0
P-617287,617287,,PAIMANA_ID,1.0,0
P-617288,617288,,PAIMANA_ID,1.0,0
P-617290,617290,,PAIMANA_ID,1.0,0
P-617299,617299,N06000292,PAIMANA_ID,0.98,0
P-617302,617302,N16000275,PAIMANA_ID,0.98,0
P-617303,617303,,PAIMANA_ID,1.0,0
P-617304,617304,,PAIMANA_ID,1.0,0
P-617320,617320,,PAIMANA_ID,1.0,0
P-617321,617321,,PAIMANA_ID,1.0,0
P-617322,617322,,PAIMANA_ID,1.0,0
P-617326,617326,,PAIMANA_ID,1.0,0
P-617327,617327,,PAIMANA_ID,1.0,0
P-617333,617333,,PAIMANA_ID,1.0,0
P-617338,617338,,PAIMANA_ID,1.0,0
P-617345,617345,,PAIMANA_ID,1.0,0
P-617361,617361,,PAIMANA_ID,1.0,0
P-617364,617364,,PAIMANA_ID,1.0,0
P-617370,617370,,PAIMANA_ID,1.0,0
P-617372,617372,,PAIMANA_ID,1.0,0
P-617373,617373,,PAIMANA_ID,1.0,0
P-617374,617374,N22000602,PAIMANA_ID,0.98,0
P-617375,617375,,PAIMANA_ID,1.0,0
P-617379,617379,,PAIMANA_ID,1.0,0
P-617390,617390,,PAIMANA_ID,1.0,0
P-617391,617391,,PAIMANA_ID,1.0,0
P-617403,617403,,PAIMANA_ID,1.0,0
P-617404,617404,,PAIMANA_ID,1.0,0
P-617405,617405,,PAIMANA_ID,1.0,0
P-617406,617406,,PAIMANA_ID,1.0,0
P-617408,617408,,PAIMANA_ID,1.0,0
P-617409,617409,,PAIMANA_ID,1.0,0
P-617412,617412,,PAIMANA_ID,1.0,0
P-617413,617413,,PAIMANA_ID,1.0,0
P-617416,617416,,PAIMANA_ID,1.0,0
P-617422,617422,,PAIMANA_ID,1.0,0
P-617727,617727,,PAIMANA_ID,1.0,0
P-617729,617729,,PAIMANA_ID,1.0,0
P-617730,617730,,PAIMANA_ID,1.0,0
P-617764,617764,,PAIMANA_ID,1.0,0
P-617801,617801,,PAIMANA_ID,1.0,0
P-617802,617802,,PAIMANA_ID,1.0,0
P-617803,617803,,PAIMANA_ID,1.0,0
P-617804,617804,,PAIMANA_ID,1.0,0
P-617806,617806,,PAIMANA_ID,1.0,0
P-617807,617807,,PAIMANA_ID,1.0,0
P-617808,617808,,PAIMANA_ID,1.0,0
P-617818,617818,,PAIMANA_ID,1.0,0
P-617819,617819,,PAIMANA_ID,1.0,0
P-617822,617822,,PAIMANA_ID,1.0,0
P-617824,617824,,PAIMANA_ID,1.0,0
P-617827,617827,,PAIMANA_ID,1.0,0
P-617828,617828,,PAIMANA_ID,1.0,0
P-617829,617829,,PAIMANA_ID,1.0,0
P-617830,617830,,PAIMANA_ID,1.0,0
P-617832,617832,,PAIMANA_ID,1.0,0
P-617836,617836,,PAIMANA_ID,1.0,0
P-617837,617837,,PAIMANA_ID,1.0,0
P-617838,617838,,PAIMANA_ID,1.0,0
P-617839,617839,,PAIMANA_ID,1.0,0
P-617877,617877,,PAIMANA_ID,1.0,0
P-617878,617878,,PAIMANA_ID,1.0,0
P-617880,617880,,PAIMANA_ID,1.0,0
P-617882,617882,,PAIMANA_ID,1.0,0
P-617883,617883,,PAIMANA_ID,1.0,0
P-617885,617885,N24001441,PAIMANA_ID,0.98,0
P-617886,617886,N24001465,PAIMANA_ID,0.98,0
P-617887,617887,N24001411,PAIMANA_ID,0.98,0
P-617888,617888,,PAIMANA_ID,1.0,0
P-617889,617889,,PAIMANA_ID,1.0,0
P-617890,617890,,PAIMANA_ID,1.0,0
P-617891,617891,N24001866,PAIMANA_ID,0.98,0
P-617892,617892,N24001297,PAIMANA_ID,0.98,0
P-617893,617893,,PAIMANA_ID,1.0,0
P-617894,617894,,PAIMANA_ID,1.0,0
P-617895,617895,N24001840,PAIMANA_ID,0.98,0
P-617896,617896,N24002237,PAIMANA_ID,0.98,0
P-617897,617897,N24001879,PAIMANA_ID,0.98,0
P-617898,617898,,PAIMANA_ID,1.0,0
P-617899,617899,N24002136,PAIMANA_ID,0.98,0
P-617900,617900,N24001530,PAIMANA_ID,0.98,0
P-617901,617901,N24001528,PAIMANA_ID,0.98,0
P-617902,617902,,PAIMANA_ID,1.0,0
P-617904,617904,N24001862,PAIMANA_ID,0.98,0
P-617905,617905,N24001865,PAIMANA_ID,0.98,0
P-617906,617906,N24002118,PAIMANA_ID,1.0,0
P-617907,617907,N24001953,PAIMANA_ID,0.98,0
P-617908,617908,,PAIMANA_ID,1.0,0
P-617909,617909,,PAIMANA_ID,1.0,0
P-617911,617911,N24000513,PAIMANA_ID,0.98,0
P-617912,617912,,PAIMANA_ID,1.0,0
P-617913,617913,N24000987,PAIMANA_ID,0.98,0
P-617914,617914,,PAIMANA_ID,1.0,0
P-617915,617915,N24002019,PAIMANA_ID,0.98,0
P-617916,617916,,PAIMANA_ID,1.0,0
P-617917,617917,N24001883,PAIMANA_ID,0.98,0
P-617919,617919,N24001227,PAIMANA_ID,0.98,0
P-617920,617920,,PAIMANA_ID,1.0,0
P-617921,617921,N24001858,PAIMANA_ID,0.98,0
P-617922,617922,,PAIMANA_ID,1.0,0
P-617923,617923,,PAIMANA_ID,1.0,0
P-617924,617924,N24001860,PAIMANA_ID,0.98,0
P-617925,617925,N24001861,PAIMANA_ID,0.98,0
P-617926,617926,,PAIMANA_ID,1.0,0
P-617927,617927,,PAIMANA_ID,1.0,0
P-617928,617928,N24002183,PAIMANA_ID,0.98,0
P-617929,617929,N24000781,PAIMANA_ID,0.98,0
P-617930,617930,N24001859,PAIMANA_ID,0.98,0
P-617931,617931,,PAIMANA_ID,1.0,0
P-617932,617932,N24001882,PAIMANA_ID,0.98,0
P-617933,617933,N24002174,PAIMANA_ID,0.98,0
P-617934,617934,N24001112,PAIMANA_ID,0.98,0
P-617935,617935,N24001938,PAIMANA_ID,0.98,0
P-617936,617936,N24000981,PAIMANA_ID,0.98,0
P-617937,617937,,PAIMANA_ID,1.0,0
P-617938,617938,,PAIMANA_ID,1.0,0
P-617939,617939,,PAIMANA_ID,1.0,0
P-617940,617940,N24002004,PAIMANA_ID,0.98,0
P-617941,617941,,PAIMANA_ID,1.0,0
P-617942,617942,N24002181,PAIMANA_ID,0.98,0
P-617944,617944,N24001132,PAIMANA_ID,0.98,0
P-617945,617945,,PAIMANA_ID,1.0,0
P-617946,617946,N24000584,PAIMANA_ID,0.98,0
P-617947,617947,N24000585,PAIMANA_ID,0.98,0
P-617948,617948,N24001134,PAIMANA_ID,0.98,0
P-617949,617949,N24002145,PAIMANA_ID,0.98,0
P-617950,617950,,PAIMANA_ID,1.0,0
P-617951,617951,,PAIMANA_ID,1.0,0
P-617954,617954,N24001937,PAIMANA_ID,0.98,0
P-617955,617955,N24002012,PAIMANA_ID,0.98,0
P-617957,617957,N24002120,PAIMANA_ID,0.98,0
P-617958,617958,N24001876,PAIMANA_ID,0.98,0
P-617959,617959,N24001875,PAIMANA_ID,0.98,0
P-617960,617960,N24000874,PAIMANA_ID,0.98,0
P-617961,617961,N24000579,PAIMANA_ID,0.98,0
P-617962,617962,N24002165,PAIMANA_ID,0.98,0
P-617963,617963,N24002211,PAIMANA_ID,0.98,0
P-617964,617964,N24002199,PAIMANA_ID,0.98,0
P-617965,617965,N24001904,PAIMANA_ID,0.98,0
P-617966,617966,N24000382,PAIMANA_ID,0.98,0
P-617967,617967,,PAIMANA_ID,1.0,0
P-617968,617968,N24000779,PAIMANA_ID,0.98,0
P-617969,617969,N24002193,PAIMANA_ID,0.98,0
P-617970,617970,N24000775,PAIMANA_ID,0.98,0
P-617971,617971,,PAIMANA_ID,1.0,0
P-617972,617972,,PAIMANA_ID,1.0,0
P-617973,617973,N24001228,PAIMANA_ID,0.98,0
P-617974,617974,,PAIMANA_ID,1.0,0
P-617975,617975,N24000820,PAIMANA_ID,0.98,0
P-617976,617976,N24002182,PAIMANA_ID,0.98,0
P-617977,617977,,PAIMANA_ID,1.0,0
P-617978,617978,,PAIMANA_ID,1.0,0
P-617979,617979,,PAIMANA_ID,1.0,0
P-617980,617980,N24000994,PAIMANA_ID,0.98,0
P-617981,617981,,PAIMANA_ID,1.0,0
P-617982,617982,N24000988,PAIMANA_ID,0.98,0
P-617983,617983,N24001925,PAIMANA_ID,0.98,0
P-617984,617984,N24000989,PAIMANA_ID,1.0,0
P-617985,617985,N24000983,PAIMANA_ID,1.0,0
P-617986,617986,N24001537,PAIMANA_ID,1.0,0
P-617987,617987,,PAIMANA_ID,1.0,0
P-617988,617988,,PAIMANA_ID,1.0,0
P-617989,617989,N24001450,PAIMANA_ID,1.0,0
P-617990,617990,N24002025,PAIMANA_ID,1.0,0
P-617991,617991,N24001278,PAIMANA_ID,1.0,0
P-617992,617992,N24001281,PAIMANA_ID,0.98,0
P-617993,617993,,PAIMANA_ID,1.0,0
P-617994,617994,N24001263,PAIMANA_ID,1.0,0
P-617995,617995,N24001323,PAIMANA_ID,0.98,0
P-617996,617996,N24002132,PAIMANA_ID,1.0,0
P-617998,617998,N24000979,PAIMANA_ID,1.0,0
P-617999,617999,,PAIMANA_ID,1.0,0
P-618000,618000,N24001390,PAIMANA_ID,1.0,0
P-618001,618001,N24001416,PAIMANA_ID,0.98,0
P-618002,618002,N24001418,PAIMANA_ID,1.0,0
P-618003,618003,N24001419,PAIMANA_ID,1.0,0
P-618004,618004,N24001545,PAIMANA_ID,1.0,0
P-618005,618005,N24001647,PAIMANA_ID,1.0,0
P-618006,618006,N24001590,PAIMANA_ID,1.0,0
P-618007,618007,N24001792,PAIMANA_ID,1.0,0
P-618008,618008,N24001730,PAIMANA_ID,1.0,0
P-618009,618009,N24000331,PAIMANA_ID,0.98,0
P-618010,618010,,PAIMANA_ID,1.0,0
P-618011,618011,N24001527,PAIMANA_ID,0.98,0
P-618012,618012,N24002135,PAIMANA_ID,0.98,0
P-618013,618013,,PAIMANA_ID,1.0,0
P-618014,618014,,PAIMANA_ID,1.0,0
P-618015,618015,,PAIMANA_ID,1.0,0
P-618016,618016,,PAIMANA_ID,1.0,0
P-618017,618017,,PAIMANA_ID,1.0,0
P-618018,618018,,PAIMANA_ID,1.0,0
P-618019,618019,N24001964,PAIMANA_ID,0.98,0
P-618020,618020,N24001965,PAIMANA_ID,0.98,0
P-618021,618021,,PAIMANA_ID,1.0,0
P-618022,618022,N24002118,PAIMANA_ID,0.98,0
P-618023,618023,N24001961,PAIMANA_ID,0.98,0
P-618024,618024,N24001960,PAIMANA_ID,0.98,0
P-618025,618025,N24000997,PAIMANA_ID,0.98,0
P-618026,618026,N24000996,PAIMANA_ID,0.98,0
P-618027,618027,,PAIMANA_ID,1.0,0
P-618028,618028,,PAIMANA_ID,1.0,0
P-618029,618029,N24001941,PAIMANA_ID,0.98,0
P-618030,618030,N24001940,PAIMANA_ID,0.98,0
P-618031,618031,N24002011,PAIMANA_ID,0.98,0
P-618033,618033,N24001375,PAIMANA_ID,0.98,0
P-618034,618034,N24002238,PAIMANA_ID,0.98,0
P-618035,618035,,PAIMANA_ID,1.0,0
P-618036,618036,,PAIMANA_ID,1.0,0
P-618037,618037,N24001934,PAIMANA_ID,0.98,0
P-618038,618038,,PAIMANA_ID,1.0,0
P-618039,618039,,PAIMANA_ID,1.0,0
P-618040,618040,,PAIMANA_ID,1.0,0
P-618041,618041,,PAIMANA_ID,1.0,0
P-618042,618042,N24002170,PAIMANA_ID,0.98,0
P-618043,618043,,PAIMANA_ID,1.0,0
P-618044,618044,,PAIMANA_ID,1.0,0
P-618045,618045,N24001962,PAIMANA_ID,0.98,0
P-618046,618046,N24001902,PAIMANA_ID,0.98,0
P-618047,618047,,PAIMANA_ID,1.0,0
P-618049,618049,,PAIMANA_ID,1.0,0
P-618050,618050,N24001422,PAIMANA_ID,0.98,0
P-618051,618051,,PAIMANA_ID,1.0,0
P-618052,618052,,PAIMANA_ID,1.0,0
P-618053,618053,,PAIMANA_ID,1.0,0
P-618054,618054,N24002150,PAIMANA_ID,0.98,0
P-618055,618055,N24002016,PAIMANA_ID,0.98,0
P-618056,618056,N24002121,PAIMANA_ID,0.98,0
P-618057,618057,N24001997,PAIMANA_ID,0.98,0
P-618059,618059,N24002175,PAIMANA_ID,0.98,0
P-618060,618060,N24001923,PAIMANA_ID,0.98,0
P-618061,618061,,PAIMANA_ID,1.0,0
P-618062,618062,N24002147,PAIMANA_ID,0.98,0
P-618063,618063,N24001587,PAIMANA_ID,0.98,0
P-618064,618064,N24001917,PAIMANA_ID,0.98,0
P-618065,618065,N24002169,PAIMANA_ID,0.98,0
P-618066,618066,N24002214,PAIMANA_ID,0.98,0
P-618067,618067,,PAIMANA_ID,1.0,0
P-618068,618068,N24002020,PAIMANA_ID,0.98,0
P-618069,618069,N24002167,PAIMANA_ID,0.98,0
P-618070,618070,N24001369,PAIMANA_ID,0.98,0
P-618071,618071,N24001442,PAIMANA_ID,0.98,0
P-618072,618072,N24001466,PAIMANA_ID,0.98,0
P-618073,618073,N24002197,PAIMANA_ID,0.98,0
P-618074,618074,N24001870,PAIMANA_ID,0.98,0
P-618075,618075,N24002031,PAIMANA_ID,0.98,0
P-618076,618076,N24002239,PAIMANA_ID,0.98,0
P-618078,618078,N24001919,PAIMANA_ID,0.98,0
P-618079,618079,,PAIMANA_ID,1.0,0
P-618080,618080,N24002198,PAIMANA_ID,0.98,0
P-618081,618081,N24002115,PAIMANA_ID,0.98,0
P-618082,618082,N24001479,PAIMANA_ID,0.98,0
P-618083,618083,,PAIMANA_ID,1.0,0
P-618084,618084,N24001922,PAIMANA_ID,0.98,0
P-618085,618085,N24001963,PAIMANA_ID,0.98,0
P-618086,618086,,PAIMANA_ID,1.0,0
P-618087,618087,N24001944,PAIMANA_ID,0.98,0
P-618088,618088,,PAIMANA_ID,1.0,0
P-618089,618089,N24001903,PAIMANA_ID,0.98,0
P-618090,618090,N24001002,PAIMANA_ID,0.98,0
P-618091,618091,,PAIMANA_ID,1.0,0
