project_id,snapshot_month,previous_target,previous_target_source,current_target,current_target_source,reporting_regime,interpreted_change_months,semantic_comparable,exclusion_reason
L-N04000073,2025-04,2023-06-01,REVISED,2023-06-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N04000073,2025-05,2023-06-01,ANTICIPATED,2023-06-01,REVISED,OCMS_LEGACY,0,1,
L-N04000074,2025-04,2026-03-01,REVISED,2026-06-01,ANTICIPATED,OCMS_LEGACY,3,0,TARGET_SOURCE_TRANSITION
L-N04000074,2025-05,2026-06-01,ANTICIPATED,2026-06-01,REVISED,OCMS_LEGACY,0,1,
L-N04000076,2025-04,2024-04-01,REVISED,2024-04-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N04000076,2025-05,2024-04-01,ANTICIPATED,2024-04-01,REVISED,OCMS_LEGACY,0,1,
L-N04000077,2025-04,2026-10-01,REVISED,2026-10-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N04000077,2025-05,2026-10-01,ANTICIPATED,2026-10-01,REVISED,OCMS_LEGACY,0,1,
L-N04000079,2025-04,2023-12-01,REVISED,2023-12-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N04000079,2025-05,2023-12-01,ANTICIPATED,2023-12-01,REVISED,OCMS_LEGACY,0,1,
L-N04000080,2025-04,2023-12-01,REVISED,2023-12-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N04000080,2025-05,2023-12-01,ANTICIPATED,2023-12-01,REVISED,OCMS_LEGACY,0,1,
L-N04000081,2025-04,2023-05-01,REVISED,2023-05-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N04000081,2025-05,2023-05-01,ANTICIPATED,2023-05-01,REVISED,OCMS_LEGACY,0,1,
L-N04000085,2025-04,2024-09-01,REVISED,2024-09-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N04000085,2025-05,2024-09-01,ANTICIPATED,2024-09-01,REVISED,OCMS_LEGACY,0,1,
L-N04000087,2025-02,2024-07-01,ORIGINAL,2024-07-01,REVISED,OCMS_LEGACY,0,1,
L-N04000087,2025-04,2024-07-01,REVISED,2024-07-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N04000087,2025-05,2024-07-01,ANTICIPATED,2024-07-01,REVISED,OCMS_LEGACY,0,1,
L-N04000088,2025-04,2024-12-01,REVISED,2024-12-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N04000088,2025-05,2024-12-01,ANTICIPATED,2024-12-01,REVISED,OCMS_LEGACY,0,1,
L-N04000090,2025-02,2025-03-01,ORIGINAL,2025-03-01,REVISED,OCMS_LEGACY,0,1,
L-N04000090,2025-03,2025-03-01,REVISED,2025-04-01,REVISED,OCMS_LEGACY,1,1,
L-N04000090,2025-04,2025-04-01,REVISED,2025-04-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N04000090,2025-05,2025-04-01,ANTICIPATED,2025-04-01,REVISED,OCMS_LEGACY,0,1,
L-N04000092,2025-03,2025-03-01,REVISED,2025-05-01,REVISED,OCMS_LEGACY,2,1,
L-N04000092,2025-04,2025-05-01,REVISED,2025-05-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N04000092,2025-05,2025-05-01,ANTICIPATED,2025-06-01,REVISED,OCMS_LEGACY,1,0,TARGET_SOURCE_TRANSITION
L-N04000092,2025-06,2025-06-01,REVISED,2025-07-01,REVISED,OCMS_LEGACY,1,1,
L-N04000093,2025-02,2025-02-01,REVISED,2025-03-01,REVISED,OCMS_LEGACY,1,1,
L-N04000093,2025-04,2025-03-01,REVISED,2025-03-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N04000093,2025-05,2025-03-01,ANTICIPATED,2025-03-01,REVISED,OCMS_LEGACY,0,1,
L-N04000094,2025-03,2025-03-01,REVISED,2025-04-01,REVISED,OCMS_LEGACY,1,1,
L-N04000094,2025-04,2025-04-01,REVISED,2025-05-01,ANTICIPATED,OCMS_LEGACY,1,0,TARGET_SOURCE_TRANSITION
L-N04000094,2025-05,2025-05-01,ANTICIPATED,2025-06-01,REVISED,OCMS_LEGACY,1,0,TARGET_SOURCE_TRANSITION
L-N04000094,2025-06,2025-06-01,REVISED,2025-07-01,REVISED,OCMS_LEGACY,1,1,
L-N04000098,2025-04,2024-08-01,REVISED,2024-08-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N04000098,2025-05,2024-08-01,ANTICIPATED,2024-08-01,REVISED,OCMS_LEGACY,0,1,
L-N04000102,2025-04,2025-06-01,REVISED,2025-06-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N04000102,2025-05,2025-06-01,ANTICIPATED,2025-07-01,REVISED,OCMS_LEGACY,1,0,TARGET_SOURCE_TRANSITION
L-N06000104,2025-02,2025-03-01,ORIGINAL,2025-03-01,REVISED,OCMS_LEGACY,0,1,
L-N06000104,2025-03,2025-03-01,REVISED,2025-06-01,ORIGINAL,OCMS_LEGACY,3,0,TARGET_SOURCE_TRANSITION
L-N06000104,2025-04,2025-06-01,ORIGINAL,2025-06-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N06000104,2025-05,2025-06-01,ANTICIPATED,2025-06-01,REVISED,OCMS_LEGACY,0,1,
L-N06000161,2025-04,2025-03-01,REVISED,2026-03-01,REVISED,OCMS_LEGACY,12,1,
L-N06000189,2025-03,2027-01-01,REVISED,2027-01-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N06000189,2025-04,2027-01-01,ORIGINAL,2027-01-01,REVISED,OCMS_LEGACY,0,1,
L-N06000198,2025-03,2025-03-01,REVISED,2025-03-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N06000198,2025-04,2025-03-01,ORIGINAL,2025-06-01,ANTICIPATED,OCMS_LEGACY,3,0,TARGET_SOURCE_TRANSITION
L-N06000198,2025-05,2025-06-01,ANTICIPATED,2025-06-01,REVISED,OCMS_LEGACY,0,1,
L-N06000210,2025-04,2025-03-01,REVISED,2026-03-01,REVISED,OCMS_LEGACY,12,1,
L-N10000011,2025-02,2024-03-01,ORIGINAL,2024-03-01,REVISED,OCMS_LEGACY,0,1,
L-N10000011,2025-03,2024-03-01,REVISED,2024-03-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N10000011,2025-04,2024-03-01,ORIGINAL,2024-03-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N10000011,2025-05,2024-03-01,ANTICIPATED,2024-03-01,REVISED,OCMS_LEGACY,0,1,
L-N10000017,2025-04,2024-05-01,REVISED,2024-05-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N10000017,2025-05,2024-05-01,ANTICIPATED,2024-05-01,REVISED,OCMS_LEGACY,0,1,
L-N12000122,2025-04,2025-03-01,REVISED,2025-03-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N12000122,2025-05,2025-03-01,ANTICIPATED,2025-03-01,REVISED,OCMS_LEGACY,0,1,
L-N12000125,2025-02,2025-05-01,REVISED,2025-07-01,REVISED,OCMS_LEGACY,2,1,
L-N12000125,2025-06,2025-07-01,REVISED,2025-08-01,REVISED,OCMS_LEGACY,1,1,
L-N16000235,2025-02,2025-02-01,REVISED,2024-12-01,REVISED,OCMS_LEGACY,-2,1,
L-N16000358,2025-03,2025-02-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,4,1,
L-N16000361,2025-04,2025-03-01,REVISED,2025-03-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N16000369,2025-03,2025-03-01,REVISED,2025-08-01,REVISED,OCMS_LEGACY,5,1,
L-N16000369,2025-04,2025-08-01,REVISED,2025-08-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N16000369,2025-05,2025-08-01,ANTICIPATED,2025-08-01,REVISED,OCMS_LEGACY,0,1,
L-N16000378,2025-02,2025-03-01,ORIGINAL,2025-03-01,REVISED,OCMS_LEGACY,0,1,
L-N16000382,2025-03,2025-03-01,REVISED,2025-04-01,REVISED,OCMS_LEGACY,1,1,
L-N16000382,2025-04,2025-04-01,REVISED,2025-05-01,ANTICIPATED,OCMS_LEGACY,1,0,TARGET_SOURCE_TRANSITION
L-N16000382,2025-05,2025-05-01,ANTICIPATED,2025-06-01,REVISED,OCMS_LEGACY,1,0,TARGET_SOURCE_TRANSITION
L-N16000382,2025-06,2025-06-01,REVISED,2025-07-01,REVISED,OCMS_LEGACY,1,1,
L-N16000392,2025-04,2029-03-01,REVISED,2031-03-01,ANTICIPATED,OCMS_LEGACY,24,0,TARGET_SOURCE_TRANSITION
L-N16000392,2025-05,2031-03-01,ANTICIPATED,2031-03-01,REVISED,OCMS_LEGACY,0,1,
L-N16000411,2025-04,2025-06-01,REVISED,2025-06-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N16000411,2025-05,2025-06-01,ANTICIPATED,2025-06-01,REVISED,OCMS_LEGACY,0,1,
L-N16000423,2025-04,2030-03-01,REVISED,2030-03-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N16000423,2025-05,2030-03-01,ANTICIPATED,2030-03-01,REVISED,OCMS_LEGACY,0,1,
L-N16000426,2025-04,2030-03-01,REVISED,2030-03-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N16000426,2025-05,2030-03-01,ANTICIPATED,2030-03-01,REVISED,OCMS_LEGACY,0,1,
L-N16000429,2025-02,2025-03-01,ORIGINAL,2025-06-01,REVISED,OCMS_LEGACY,3,0,TARGET_SOURCE_TRANSITION
L-N16000429,2025-04,2025-06-01,REVISED,2025-06-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N16000429,2025-05,2025-06-01,ANTICIPATED,2025-06-01,REVISED,OCMS_LEGACY,0,1,
L-N16000429,2025-06,2025-06-01,REVISED,2025-07-01,REVISED,OCMS_LEGACY,1,1,
L-N16000436,2025-02,2025-03-01,ORIGINAL,2025-03-01,REVISED,OCMS_LEGACY,0,1,
L-N16000440,2025-02,2025-02-01,ORIGINAL,2025-06-01,REVISED,OCMS_LEGACY,4,0,TARGET_SOURCE_TRANSITION
L-N16000440,2025-03,2025-06-01,REVISED,2025-06-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N16000440,2025-04,2025-06-01,ORIGINAL,2025-06-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N16000440,2025-05,2025-06-01,ANTICIPATED,2025-07-01,REVISED,OCMS_LEGACY,1,0,TARGET_SOURCE_TRANSITION
L-N16000440,2025-06,2025-07-01,REVISED,2025-08-01,REVISED,OCMS_LEGACY,1,1,
L-N16000446,2025-04,2024-05-01,REVISED,2024-05-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N16000446,2025-05,2024-05-01,ANTICIPATED,2025-06-01,REVISED,OCMS_LEGACY,13,0,TARGET_SOURCE_TRANSITION
L-N16000535,2025-03,2027-07-01,REVISED,2027-07-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N16000535,2025-04,2027-07-01,ORIGINAL,2027-07-01,REVISED,OCMS_LEGACY,0,1,
L-N18000177,2025-02,2025-03-01,ORIGINAL,2025-03-01,REVISED,OCMS_LEGACY,0,1,
L-N18000177,2025-04,2025-03-01,REVISED,2025-03-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N18000177,2025-05,2025-03-01,ANTICIPATED,2025-03-01,REVISED,OCMS_LEGACY,0,1,
L-N18000272,2025-02,2025-04-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,2,1,
L-N18000272,2025-05,2025-06-01,REVISED,2025-07-01,REVISED,OCMS_LEGACY,1,1,
L-N18000272,2025-06,2025-07-01,REVISED,2025-08-01,REVISED,OCMS_LEGACY,1,1,
L-N18000286,2025-02,2025-03-01,ORIGINAL,2025-03-01,REVISED,OCMS_LEGACY,0,1,
L-N18000293,2025-03,2025-03-01,REVISED,2025-03-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N18000293,2025-04,2025-03-01,ORIGINAL,2025-03-01,REVISED,OCMS_LEGACY,0,1,
L-N18000295,2025-02,2025-03-01,ORIGINAL,2025-09-01,REVISED,OCMS_LEGACY,6,0,TARGET_SOURCE_TRANSITION
L-N18000295,2025-04,2025-09-01,REVISED,2026-03-01,REVISED,OCMS_LEGACY,6,1,
L-N18000296,2025-03,2025-03-01,REVISED,2025-04-01,REVISED,OCMS_LEGACY,1,1,
L-N18000319,2025-03,2025-03-01,REVISED,2025-05-01,REVISED,OCMS_LEGACY,2,1,
L-N18000319,2025-05,2025-05-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,1,1,
L-N18000319,2025-06,2025-06-01,REVISED,2025-08-01,REVISED,OCMS_LEGACY,2,1,
L-N18000320,2025-03,2025-03-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,3,1,
L-N18000322,2025-03,2025-03-01,REVISED,2025-05-01,REVISED,OCMS_LEGACY,2,1,
L-N18000328,2025-04,2025-04-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,2,1,
L-N18000328,2025-06,2025-06-01,REVISED,2025-08-01,REVISED,OCMS_LEGACY,2,1,
L-N18000330,2025-02,2025-09-01,REVISED,2025-07-01,REVISED,OCMS_LEGACY,-2,1,
L-N18000330,2025-06,2025-07-01,REVISED,2025-09-01,REVISED,OCMS_LEGACY,2,1,
L-N18000331,2025-02,2025-03-01,REVISED,2025-05-01,REVISED,OCMS_LEGACY,2,1,
L-N18000331,2025-04,2025-05-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,1,1,
L-N18000331,2025-05,2025-06-01,REVISED,2025-07-01,REVISED,OCMS_LEGACY,1,1,
L-N18000331,2025-06,2025-07-01,REVISED,2025-08-01,REVISED,OCMS_LEGACY,1,1,
L-N18000332,2025-02,2025-03-01,REVISED,2025-05-01,REVISED,OCMS_LEGACY,2,1,
L-N18000332,2025-04,2025-05-01,REVISED,2025-08-01,REVISED,OCMS_LEGACY,3,1,
L-N18000332,2025-06,2025-08-01,REVISED,2025-09-01,REVISED,OCMS_LEGACY,1,1,
L-N18000335,2025-02,2025-09-01,ORIGINAL,2025-09-01,REVISED,OCMS_LEGACY,0,1,
L-N18000343,2025-05,2025-10-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,-4,1,
L-N18000345,2025-03,2026-01-01,REVISED,2026-03-01,REVISED,OCMS_LEGACY,2,1,
L-N18000345,2025-05,2026-03-01,REVISED,2026-01-01,REVISED,OCMS_LEGACY,-2,1,
L-N18000346,2025-03,2026-01-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,-7,1,
L-N18000346,2025-05,2025-06-01,REVISED,2026-02-01,REVISED,OCMS_LEGACY,8,1,
L-N18000347,2025-02,2025-03-01,ORIGINAL,2025-07-01,REVISED,OCMS_LEGACY,4,0,TARGET_SOURCE_TRANSITION
L-N18000347,2025-03,2025-07-01,REVISED,2025-09-01,REVISED,OCMS_LEGACY,2,1,
L-N18000348,2025-02,2025-03-01,ORIGINAL,2025-03-01,REVISED,OCMS_LEGACY,0,1,
L-N18000348,2025-03,2025-03-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,3,1,
L-N18000349,2025-02,2026-03-01,REVISED,2026-09-01,REVISED,OCMS_LEGACY,6,1,
L-N18000349,2025-03,2026-09-01,REVISED,2026-01-01,REVISED,OCMS_LEGACY,-8,1,
L-N18000349,2025-05,2026-01-01,REVISED,2026-03-01,REVISED,OCMS_LEGACY,2,1,
L-N18000350,2025-03,2025-03-01,REVISED,2025-05-01,REVISED,OCMS_LEGACY,2,1,
L-N18000350,2025-04,2025-05-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,1,1,
L-N18000350,2025-06,2025-06-01,REVISED,2025-08-01,REVISED,OCMS_LEGACY,2,1,
L-N18000351,2025-05,2025-11-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,-5,1,
L-N18000351,2025-06,2025-06-01,REVISED,2025-07-01,REVISED,OCMS_LEGACY,1,1,
L-N18000353,2025-02,2025-03-01,ORIGINAL,2025-03-01,REVISED,OCMS_LEGACY,0,1,
L-N18000353,2025-03,2025-03-01,REVISED,2025-04-01,ORIGINAL,OCMS_LEGACY,1,0,TARGET_SOURCE_TRANSITION
L-N18000353,2025-04,2025-04-01,ORIGINAL,2025-05-01,REVISED,OCMS_LEGACY,1,0,TARGET_SOURCE_TRANSITION
L-N18000353,2025-05,2025-05-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,1,1,
L-N18000354,2025-02,2025-02-01,REVISED,2025-04-01,REVISED,OCMS_LEGACY,2,1,
L-N18000354,2025-03,2025-04-01,REVISED,2025-03-01,REVISED,OCMS_LEGACY,-1,1,
L-N18000356,2025-02,2025-03-01,REVISED,2025-05-01,REVISED,OCMS_LEGACY,2,1,
L-N18000356,2025-04,2025-05-01,REVISED,2025-09-01,REVISED,OCMS_LEGACY,4,1,
L-N18000357,2025-03,2025-03-01,REVISED,2025-05-01,REVISED,OCMS_LEGACY,2,1,
L-N18000357,2025-05,2025-05-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,1,1,
L-N18000357,2025-06,2025-06-01,REVISED,2025-07-01,REVISED,OCMS_LEGACY,1,1,
L-N18000358,2025-02,2025-03-01,REVISED,2025-04-01,REVISED,OCMS_LEGACY,1,1,
L-N18000358,2025-04,2025-04-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,2,1,
L-N18000358,2025-06,2025-06-01,REVISED,2025-07-01,REVISED,OCMS_LEGACY,1,1,
L-N18000359,2025-03,2025-03-01,REVISED,2025-05-01,REVISED,OCMS_LEGACY,2,1,
L-N18000359,2025-05,2025-05-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,1,1,
L-N18000359,2025-06,2025-06-01,REVISED,2025-08-01,REVISED,OCMS_LEGACY,2,1,
L-N18000360,2025-02,2025-04-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,2,1,
L-N18000360,2025-04,2025-06-01,REVISED,2025-09-01,REVISED,OCMS_LEGACY,3,1,
L-N18000361,2025-02,2025-04-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,2,1,
L-N18000361,2025-05,2025-06-01,REVISED,2025-09-01,REVISED,OCMS_LEGACY,3,1,
L-N18000365,2025-03,2026-01-01,REVISED,2026-02-01,REVISED,OCMS_LEGACY,1,1,
L-N18000365,2025-05,2026-02-01,REVISED,2026-01-01,REVISED,OCMS_LEGACY,-1,1,
L-N18000366,2025-02,2025-05-01,ORIGINAL,2025-09-01,REVISED,OCMS_LEGACY,4,0,TARGET_SOURCE_TRANSITION
L-N18000366,2025-03,2025-09-01,REVISED,2025-12-01,REVISED,OCMS_LEGACY,3,1,
L-N18000366,2025-05,2025-12-01,REVISED,2026-03-01,REVISED,OCMS_LEGACY,3,1,
L-N18000368,2025-06,2025-08-01,REVISED,2025-09-01,REVISED,OCMS_LEGACY,1,1,
L-N18000370,2025-02,2024-01-01,ORIGINAL,2024-01-01,REVISED,OCMS_LEGACY,0,1,
L-N18000370,2025-03,2024-01-01,REVISED,2025-03-01,REVISED,OCMS_LEGACY,14,1,
L-N18000370,2025-04,2025-03-01,REVISED,2025-03-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N18000370,2025-05,2025-03-01,ANTICIPATED,2025-03-01,REVISED,OCMS_LEGACY,0,1,
L-N18000376,2025-02,2025-04-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,2,1,
L-N18000376,2025-04,2025-06-01,REVISED,2025-08-01,REVISED,OCMS_LEGACY,2,1,
L-N18000376,2025-06,2025-08-01,REVISED,2025-09-01,REVISED,OCMS_LEGACY,1,1,
L-N18000406,2025-06,2026-03-01,REVISED,2026-11-01,REVISED,OCMS_LEGACY,8,1,
L-N21000027,2025-04,2024-11-01,REVISED,2024-11-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N21000027,2025-05,2024-11-01,ANTICIPATED,2025-06-01,REVISED,OCMS_LEGACY,7,0,TARGET_SOURCE_TRANSITION
L-N21000029,2025-02,2025-01-01,REVISED,2025-03-01,REVISED,OCMS_LEGACY,2,1,
L-N21000029,2025-03,2025-03-01,REVISED,2025-04-01,REVISED,OCMS_LEGACY,1,1,
L-N21000029,2025-04,2025-04-01,REVISED,2025-05-01,ANTICIPATED,OCMS_LEGACY,1,0,TARGET_SOURCE_TRANSITION
L-N21000029,2025-05,2025-05-01,ANTICIPATED,2025-05-01,REVISED,OCMS_LEGACY,0,1,
L-N22000087,2025-05,2025-09-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,-3,1,
L-N22000100,2025-02,2025-07-01,ORIGINAL,2025-07-01,REVISED,OCMS_LEGACY,0,1,
L-N22000100,2025-03,2025-07-01,REVISED,2025-07-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N22000100,2025-04,2025-07-01,ORIGINAL,2025-07-01,REVISED,OCMS_LEGACY,0,1,
L-N22000100,2025-05,2025-07-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,-1,1,
L-N22000274,2025-03,,MISSING,2025-03-01,ORIGINAL,OCMS_LEGACY,,0,MISSING_TARGET
L-N22000274,2025-04,2025-03-01,ORIGINAL,2025-03-01,REVISED,OCMS_LEGACY,0,1,
L-N22000349,2025-02,2024-11-01,ORIGINAL,2024-11-01,REVISED,OCMS_LEGACY,0,1,
L-N22000349,2025-03,2024-11-01,REVISED,2025-02-01,ORIGINAL,OCMS_LEGACY,3,0,TARGET_SOURCE_TRANSITION
L-N22000349,2025-04,2025-02-01,ORIGINAL,2025-02-01,REVISED,OCMS_LEGACY,0,1,
L-N22000417,2025-02,2024-09-01,ORIGINAL,2024-09-01,REVISED,OCMS_LEGACY,0,1,
L-N22000417,2025-03,2024-09-01,REVISED,2025-01-01,ORIGINAL,OCMS_LEGACY,4,0,TARGET_SOURCE_TRANSITION
L-N22000417,2025-04,2025-01-01,ORIGINAL,2025-01-01,REVISED,OCMS_LEGACY,0,1,
L-N22000419,2025-03,2024-08-01,REVISED,2024-12-01,REVISED,OCMS_LEGACY,4,1,
L-N22000470,2025-03,2025-03-01,REVISED,2025-05-01,REVISED,OCMS_LEGACY,2,1,
L-N22000470,2025-05,2025-05-01,REVISED,2025-08-01,REVISED,OCMS_LEGACY,3,1,
L-N22000485,2025-03,2025-03-01,REVISED,2025-03-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N22000485,2025-04,2025-03-01,ORIGINAL,2025-03-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N22000485,2025-05,2025-03-01,ANTICIPATED,2025-03-01,REVISED,OCMS_LEGACY,0,1,
L-N22000504,2025-04,2025-02-01,REVISED,2025-02-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N22000504,2025-05,2025-02-01,ANTICIPATED,2025-06-01,REVISED,OCMS_LEGACY,4,0,TARGET_SOURCE_TRANSITION
L-N22000505,2025-04,2024-10-01,REVISED,2024-10-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N22000510,2025-02,2025-02-01,REVISED,2025-03-01,REVISED,OCMS_LEGACY,1,1,
L-N22000522,2025-02,2027-08-01,ORIGINAL,2027-08-01,REVISED,OCMS_LEGACY,0,1,
L-N22000522,2025-03,2027-08-01,REVISED,2027-08-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N22000522,2025-04,2027-08-01,ORIGINAL,2027-08-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N22000522,2025-05,2027-08-01,ANTICIPATED,2027-08-01,REVISED,OCMS_LEGACY,0,1,
L-N22000523,2025-03,2024-09-01,REVISED,2024-10-01,REVISED,OCMS_LEGACY,1,1,
L-N22000526,2025-03,2027-03-01,REVISED,2026-12-01,REVISED,OCMS_LEGACY,-3,1,
L-N22000528,2025-03,2025-06-01,REVISED,2026-12-01,REVISED,OCMS_LEGACY,18,1,
L-N22000533,2025-04,2025-10-01,REVISED,2025-12-01,ANTICIPATED,OCMS_LEGACY,2,0,TARGET_SOURCE_TRANSITION
L-N22000533,2025-05,2025-12-01,ANTICIPATED,2025-12-01,REVISED,OCMS_LEGACY,0,1,
L-N22000537,2025-04,2025-06-01,REVISED,2025-06-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N22000537,2025-05,2025-06-01,ANTICIPATED,2025-06-01,REVISED,OCMS_LEGACY,0,1,
L-N22000537,2025-06,2025-06-01,REVISED,2025-07-01,REVISED,OCMS_LEGACY,1,1,
L-N22000547,2025-02,2025-06-01,ORIGINAL,2025-06-01,REVISED,OCMS_LEGACY,0,1,
L-N22000547,2025-03,2025-06-01,REVISED,2025-06-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N22000547,2025-04,2025-06-01,ORIGINAL,2025-07-01,ANTICIPATED,OCMS_LEGACY,1,0,TARGET_SOURCE_TRANSITION
L-N22000547,2025-05,2025-07-01,ANTICIPATED,2025-07-01,REVISED,OCMS_LEGACY,0,1,
L-N22000547,2025-06,2025-07-01,REVISED,2025-10-01,REVISED,OCMS_LEGACY,3,1,
L-N22000548,2025-02,2030-05-01,ORIGINAL,2030-05-01,REVISED,OCMS_LEGACY,0,1,
L-N22000548,2025-03,2030-05-01,REVISED,2030-05-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N22000548,2025-04,2030-05-01,ORIGINAL,2030-05-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N22000548,2025-05,2030-05-01,ANTICIPATED,2030-05-01,REVISED,OCMS_LEGACY,0,1,
L-N22000548,2025-06,2030-05-01,REVISED,2025-09-01,REVISED,OCMS_LEGACY,-56,1,
L-N22000555,2025-02,2025-06-01,REVISED,2025-12-01,REVISED,OCMS_LEGACY,6,1,
L-N22000566,2025-06,2025-06-01,REVISED,2025-08-01,REVISED,OCMS_LEGACY,2,1,
L-N22000568,2025-04,2025-03-01,REVISED,2025-03-01,ANTICIPATED,OCMS_LEGACY,0,1,
L-N22000568,2025-05,2025-03-01,ANTICIPATED,2025-03-01,REVISED,OCMS_LEGACY,0,1,
L-N22000570,2025-04,2027-08-01,REVISED,2026-08-01,REVISED,OCMS_LEGACY,-12,1,
L-N22000571,2025-02,2026-03-01,REVISED,2026-02-01,REVISED,OCMS_LEGACY,-1,1,
L-N22000589,2025-02,2025-03-01,ORIGINAL,2025-03-01,REVISED,OCMS_LEGACY,0,1,
L-N22000589,2025-04,2025-03-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,3,1,
L-N22000589,2025-05,2025-06-01,REVISED,2025-07-01,REVISED,OCMS_LEGACY,1,1,
L-N22000600,2025-02,2026-12-01,ORIGINAL,2026-12-01,REVISED,OCMS_LEGACY,0,1,
L-N22000605,2025-02,2025-12-01,REVISED,2025-05-01,REVISED,OCMS_LEGACY,-7,1,
L-N22000605,2025-03,2025-05-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,1,1,
L-N22000610,2025-02,2025-03-01,ORIGINAL,2025-03-01,REVISED,OCMS_LEGACY,0,1,
L-N22000610,2025-03,2025-03-01,REVISED,2026-02-01,ORIGINAL,OCMS_LEGACY,11,0,TARGET_SOURCE_TRANSITION
L-N22000610,2025-04,2026-02-01,ORIGINAL,2026-02-01,REVISED,OCMS_LEGACY,0,1,
L-N22000612,2025-02,2025-06-01,ORIGINAL,2025-06-01,REVISED,OCMS_LEGACY,0,1,
L-N22000612,2025-03,2025-06-01,REVISED,2025-06-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N22000612,2025-04,2025-06-01,ORIGINAL,2025-06-01,REVISED,OCMS_LEGACY,0,1,
L-N22000613,2025-02,2025-05-01,REVISED,2025-07-01,REVISED,OCMS_LEGACY,2,1,
L-N22000614,2025-02,2027-03-01,ORIGINAL,2027-03-01,REVISED,OCMS_LEGACY,0,1,
L-N22000614,2025-03,2027-03-01,REVISED,2027-03-01,ORIGINAL,OCMS_LEGACY,0,1,
L-N22000614,2025-04,2027-03-01,ORIGINAL,2027-03-01,REVISED,OCMS_LEGACY,0,1,
