project_id,snapshot_month,previous_target,previous_target_source,current_target,current_target_source,reporting_regime,interpreted_change_months,semantic_comparable,exclusion_reason
P-619072,2025-05,2025-09-01,ANTICIPATED,2025-09-01,REVISED,OCMS_LEGACY,0,1,
P-619072,2026-01,2025-09-01,REVISED,2026-02-01,REVISED,PAIMANA,5,0,REPORTING_REGIME_CHANGE
P-619072,2026-03,2026-02-01,REVISED,2026-07-01,REVISED,PAIMANA,5,1,
P-619072,2026-04,2026-07-01,REVISED,2026-08-01,REVISED,PAIMANA,1,1,
P-619073,2026-03,2023-02-01,ORIGINAL,2026-04-01,REVISED,PAIMANA,38,0,TARGET_SOURCE_TRANSITION
P-619073,2026-04,2026-04-01,REVISED,2026-06-01,REVISED,PAIMANA,2,1,
P-619074,2026-03,2013-12-01,ORIGINAL,2026-06-01,REVISED,PAIMANA,150,0,TARGET_SOURCE_TRANSITION
P-619075,2026-03,2014-06-01,ORIGINAL,2026-04-01,REVISED,PAIMANA,142,0,TARGET_SOURCE_TRANSITION
P-619075,2026-04,2026-04-01,REVISED,2026-05-01,REVISED,PAIMANA,1,1,
P-619076,2026-03,2024-03-01,REVISED,2026-05-01,REVISED,PAIMANA,26,1,
P-619077,2026-03,2022-09-01,REVISED,2026-04-01,REVISED,PAIMANA,43,1,
P-619077,2026-04,2026-04-01,REVISED,2026-06-01,REVISED,PAIMANA,2,1,
P-619078,2025-04,2025-06-01,REVISED,2025-06-01,ANTICIPATED,OCMS_LEGACY,0,1,
P-619078,2025-05,2025-06-01,ANTICIPATED,2026-05-01,REVISED,OCMS_LEGACY,11,0,TARGET_SOURCE_TRANSITION
P-619078,2026-01,2026-05-01,REVISED,2026-02-01,REVISED,PAIMANA,-3,0,REPORTING_REGIME_CHANGE
P-619078,2026-03,2026-02-01,REVISED,2026-12-01,REVISED,PAIMANA,10,1,
P-619080,2026-03,2025-10-01,ORIGINAL,2026-09-01,REVISED,PAIMANA,11,0,TARGET_SOURCE_TRANSITION
P-619083,2026-03,2009-02-01,ORIGINAL,2026-05-01,REVISED,PAIMANA,207,0,TARGET_SOURCE_TRANSITION
P-619083,2026-04,2026-05-01,REVISED,2026-08-01,REVISED,PAIMANA,3,1,
P-619084,2026-03,2009-04-01,ORIGINAL,2026-04-01,REVISED,PAIMANA,204,0,TARGET_SOURCE_TRANSITION
P-619084,2026-04,2026-04-01,REVISED,2026-10-01,REVISED,PAIMANA,6,1,
P-619086,2026-03,2013-03-01,ORIGINAL,2026-04-01,REVISED,PAIMANA,157,0,TARGET_SOURCE_TRANSITION
P-619086,2026-04,2026-04-01,REVISED,2026-10-01,REVISED,PAIMANA,6,1,
P-619087,2026-01,2025-09-01,REVISED,2027-01-01,REVISED,PAIMANA,16,0,REPORTING_REGIME_CHANGE
P-619089,2026-01,2026-01-01,REVISED,2026-01-01,ORIGINAL,PAIMANA,0,1,
P-619089,2026-03,2026-01-01,ORIGINAL,2026-06-01,REVISED,PAIMANA,5,0,TARGET_SOURCE_TRANSITION
P-619090,2025-04,2025-03-01,REVISED,2025-05-01,REVISED,OCMS_LEGACY,2,1,
P-619090,2025-05,2025-05-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,1,1,
P-619090,2025-06,2025-06-01,REVISED,2025-08-01,REVISED,OCMS_LEGACY,2,1,
P-619090,2026-01,2025-08-01,REVISED,2025-07-01,REVISED,PAIMANA,-1,0,REPORTING_REGIME_CHANGE
P-619090,2026-03,2025-07-01,REVISED,2026-04-01,REVISED,PAIMANA,9,1,
P-619090,2026-04,2026-04-01,REVISED,2026-05-01,REVISED,PAIMANA,1,1,
P-619092,2026-03,2022-07-01,ORIGINAL,2026-04-01,REVISED,PAIMANA,45,0,TARGET_SOURCE_TRANSITION
P-619092,2026-04,2026-04-01,REVISED,2026-05-01,REVISED,PAIMANA,1,1,
P-619093,2026-03,2025-12-01,ORIGINAL,2026-12-01,REVISED,PAIMANA,12,0,TARGET_SOURCE_TRANSITION
P-619093,2026-04,2026-12-01,REVISED,2027-04-01,REVISED,PAIMANA,4,1,
P-619094,2025-04,2024-12-01,REVISED,2024-12-01,ANTICIPATED,OCMS_LEGACY,0,1,
P-619094,2025-05,2024-12-01,ANTICIPATED,2024-12-01,REVISED,OCMS_LEGACY,0,1,
P-619094,2026-01,2024-12-01,REVISED,2025-03-01,REVISED,PAIMANA,3,0,REPORTING_REGIME_CHANGE
P-619094,2026-03,2025-03-01,REVISED,2026-12-01,REVISED,PAIMANA,21,1,
P-619095,2025-04,2025-12-01,REVISED,2025-12-01,ANTICIPATED,OCMS_LEGACY,0,1,
P-619095,2025-05,2025-12-01,ANTICIPATED,2025-12-01,REVISED,OCMS_LEGACY,0,1,
P-619095,2026-01,2025-12-01,REVISED,2024-05-01,ORIGINAL,PAIMANA,-19,0,REPORTING_REGIME_CHANGE
P-619095,2026-03,2024-05-01,ORIGINAL,2026-06-01,REVISED,PAIMANA,25,0,TARGET_SOURCE_TRANSITION
P-619096,2025-03,2025-03-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,3,1,
P-619096,2025-04,2025-06-01,REVISED,2025-06-01,ANTICIPATED,OCMS_LEGACY,0,1,
P-619096,2025-05,2025-06-01,ANTICIPATED,2025-06-01,REVISED,OCMS_LEGACY,0,1,
P-619096,2025-06,2025-06-01,REVISED,2025-12-01,REVISED,OCMS_LEGACY,6,1,
P-619096,2026-01,2025-12-01,REVISED,2020-03-01,REVISED,PAIMANA,-69,0,REPORTING_REGIME_CHANGE
P-619096,2026-03,2020-03-01,REVISED,2026-07-01,REVISED,PAIMANA,76,1,
P-619097,2026-03,2023-06-01,REVISED,2026-04-01,REVISED,PAIMANA,34,1,
P-619097,2026-04,2026-04-01,REVISED,2026-05-01,REVISED,PAIMANA,1,1,
P-619098,2025-03,2025-04-01,REVISED,2025-05-01,REVISED,OCMS_LEGACY,1,1,
P-619098,2025-04,2025-05-01,REVISED,2025-06-01,ANTICIPATED,OCMS_LEGACY,1,0,TARGET_SOURCE_TRANSITION
P-619098,2025-05,2025-06-01,ANTICIPATED,2025-06-01,REVISED,OCMS_LEGACY,0,1,
P-619098,2025-06,2025-06-01,REVISED,2025-07-01,REVISED,OCMS_LEGACY,1,1,
P-619098,2026-01,2025-07-01,REVISED,2024-12-01,REVISED,PAIMANA,-7,0,REPORTING_REGIME_CHANGE
P-619098,2026-03,2024-12-01,REVISED,2026-04-01,REVISED,PAIMANA,16,1,
P-619098,2026-04,2026-04-01,REVISED,2026-05-01,REVISED,PAIMANA,1,1,
P-619099,2026-03,2026-06-01,ORIGINAL,2026-12-01,REVISED,PAIMANA,6,0,TARGET_SOURCE_TRANSITION
P-619099,2026-04,2026-12-01,REVISED,2027-06-01,REVISED,PAIMANA,6,1,
P-619100,2026-03,2025-02-01,REVISED,2026-05-01,REVISED,PAIMANA,15,1,
P-619100,2026-04,2026-05-01,REVISED,2026-06-01,REVISED,PAIMANA,1,1,
P-619101,2026-03,2026-03-01,ORIGINAL,2026-09-01,REVISED,PAIMANA,6,0,TARGET_SOURCE_TRANSITION
P-619101,2026-04,2026-09-01,REVISED,2026-10-01,REVISED,PAIMANA,1,1,
P-619103,2026-03,2018-04-01,ORIGINAL,2026-04-01,REVISED,PAIMANA,96,0,TARGET_SOURCE_TRANSITION
P-619103,2026-04,2026-04-01,REVISED,2026-05-01,REVISED,PAIMANA,1,1,
P-619105,2026-03,2027-09-01,ORIGINAL,2027-09-01,REVISED,PAIMANA,0,1,
P-619106,2026-03,2026-11-01,ORIGINAL,2026-11-01,REVISED,PAIMANA,0,1,
P-619106,2026-04,2026-11-01,REVISED,2027-07-01,REVISED,PAIMANA,8,1,
P-619107,2026-03,2027-09-01,ORIGINAL,2027-09-01,REVISED,PAIMANA,0,1,
P-619107,2026-04,2027-09-01,REVISED,2028-03-01,REVISED,PAIMANA,6,1,
P-619108,2026-03,2027-06-01,ORIGINAL,2027-06-01,REVISED,PAIMANA,0,1,
P-619108,2026-04,2027-06-01,REVISED,2027-09-01,REVISED,PAIMANA,3,1,
P-619109,2025-02,2025-03-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,3,1,
P-619109,2025-05,2025-06-01,REVISED,2025-11-01,REVISED,OCMS_LEGACY,5,1,
P-619109,2026-01,2025-11-01,REVISED,2025-12-01,REVISED,PAIMANA,1,0,REPORTING_REGIME_CHANGE
P-619109,2026-03,2025-12-01,REVISED,2026-05-01,REVISED,PAIMANA,5,1,
P-619111,2025-03,2025-03-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,3,1,
P-619111,2025-04,2025-06-01,REVISED,2025-12-01,ANTICIPATED,OCMS_LEGACY,6,0,TARGET_SOURCE_TRANSITION
P-619111,2025-05,2025-12-01,ANTICIPATED,2025-12-01,REVISED,OCMS_LEGACY,0,1,
P-619111,2026-01,2025-12-01,REVISED,2024-07-01,REVISED,PAIMANA,-17,0,REPORTING_REGIME_CHANGE
P-619111,2026-03,2024-07-01,REVISED,2026-05-01,REVISED,PAIMANA,22,1,
P-619112,2025-04,2025-12-01,REVISED,2026-03-01,REVISED,OCMS_LEGACY,3,1,
P-619112,2026-01,2026-03-01,REVISED,2024-10-01,ORIGINAL,PAIMANA,-17,0,REPORTING_REGIME_CHANGE
P-619112,2026-03,2024-10-01,ORIGINAL,2026-12-01,REVISED,PAIMANA,26,0,TARGET_SOURCE_TRANSITION
P-619114,2026-03,2026-03-01,ORIGINAL,2026-12-01,REVISED,PAIMANA,9,0,TARGET_SOURCE_TRANSITION
P-619117,2026-03,2025-06-01,REVISED,2026-04-01,REVISED,PAIMANA,10,1,
P-619117,2026-04,2026-04-01,REVISED,2026-05-01,REVISED,PAIMANA,1,1,
P-619118,2025-03,2025-03-01,REVISED,2025-05-01,REVISED,OCMS_LEGACY,2,1,
P-619118,2025-05,2025-05-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,1,1,
P-619118,2025-06,2025-06-01,REVISED,2025-07-01,REVISED,OCMS_LEGACY,1,1,
P-619118,2026-01,2025-07-01,REVISED,2024-10-01,REVISED,PAIMANA,-9,0,REPORTING_REGIME_CHANGE
P-619118,2026-03,2024-10-01,REVISED,2026-04-01,REVISED,PAIMANA,18,1,
P-619118,2026-04,2026-04-01,REVISED,2026-05-01,REVISED,PAIMANA,1,1,
P-619119,2025-03,2025-03-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,3,1,
P-619119,2025-05,2025-06-01,REVISED,2025-07-01,REVISED,OCMS_LEGACY,1,1,
P-619119,2026-01,2025-07-01,REVISED,2024-12-01,REVISED,PAIMANA,-7,0,REPORTING_REGIME_CHANGE
P-619119,2026-03,2024-12-01,REVISED,2026-04-01,REVISED,PAIMANA,16,1,
P-619119,2026-04,2026-04-01,REVISED,2026-06-01,REVISED,PAIMANA,2,1,
P-619120,2026-03,2023-09-01,REVISED,2026-04-01,REVISED,PAIMANA,31,1,
P-619120,2026-04,2026-04-01,REVISED,2026-06-01,REVISED,PAIMANA,2,1,
P-619121,2026-03,2022-05-01,REVISED,2026-05-01,REVISED,PAIMANA,48,1,
P-619122,2026-01,2024-12-01,REVISED,2024-12-01,ORIGINAL,PAIMANA,0,1,
P-619122,2026-03,2024-12-01,ORIGINAL,2026-04-01,REVISED,PAIMANA,16,0,TARGET_SOURCE_TRANSITION
P-619122,2026-04,2026-04-01,REVISED,2026-05-01,REVISED,PAIMANA,1,1,
P-619123,2026-01,2026-02-01,REVISED,2026-06-01,REVISED,PAIMANA,4,0,REPORTING_REGIME_CHANGE
P-619123,2026-03,2026-06-01,REVISED,2026-10-01,REVISED,PAIMANA,4,1,
P-619123,2026-04,2026-10-01,REVISED,2026-12-01,REVISED,PAIMANA,2,1,
P-619124,2026-01,2026-02-01,REVISED,2026-05-01,REVISED,PAIMANA,3,0,REPORTING_REGIME_CHANGE
P-619124,2026-03,2026-05-01,REVISED,2026-08-01,REVISED,PAIMANA,3,1,
P-619124,2026-04,2026-08-01,REVISED,2026-11-01,REVISED,PAIMANA,3,1,
P-619125,2026-01,2026-02-01,REVISED,2026-05-01,REVISED,PAIMANA,3,0,REPORTING_REGIME_CHANGE
P-619125,2026-03,2026-05-01,REVISED,2027-01-01,REVISED,PAIMANA,8,1,
P-619125,2026-04,2027-01-01,REVISED,2027-03-01,REVISED,PAIMANA,2,1,
P-619126,2026-01,2026-02-01,REVISED,2026-02-01,ORIGINAL,PAIMANA,0,1,
P-619126,2026-03,2026-02-01,ORIGINAL,2026-07-01,REVISED,PAIMANA,5,0,TARGET_SOURCE_TRANSITION
P-619126,2026-04,2026-07-01,REVISED,2026-09-01,REVISED,PAIMANA,2,1,
P-619127,2026-03,2026-03-01,ORIGINAL,2027-08-01,REVISED,PAIMANA,17,0,TARGET_SOURCE_TRANSITION
P-619128,2025-05,2024-09-01,REVISED,2025-09-01,REVISED,OCMS_LEGACY,12,1,
P-619128,2026-01,2025-09-01,REVISED,2025-11-01,REVISED,PAIMANA,2,0,REPORTING_REGIME_CHANGE
P-619128,2026-03,2025-11-01,REVISED,2026-04-01,REVISED,PAIMANA,5,1,
P-619128,2026-04,2026-04-01,REVISED,2026-05-01,REVISED,PAIMANA,1,1,
P-619129,2025-04,2026-03-01,REVISED,2026-03-01,ANTICIPATED,OCMS_LEGACY,0,1,
P-619129,2025-05,2026-03-01,ANTICIPATED,2026-03-01,REVISED,OCMS_LEGACY,0,1,
P-619129,2026-01,2026-03-01,REVISED,2025-08-01,REVISED,PAIMANA,-7,0,REPORTING_REGIME_CHANGE
P-619129,2026-03,2025-08-01,REVISED,2026-08-01,REVISED,PAIMANA,12,1,
P-619129,2026-04,2026-08-01,REVISED,2026-12-01,REVISED,PAIMANA,4,1,
P-619130,2025-04,2025-12-01,REVISED,2025-12-01,ANTICIPATED,OCMS_LEGACY,0,1,
P-619130,2025-05,2025-12-01,ANTICIPATED,2026-05-01,REVISED,OCMS_LEGACY,5,0,TARGET_SOURCE_TRANSITION
P-619130,2026-01,2026-05-01,REVISED,2025-12-01,ORIGINAL,PAIMANA,-5,0,REPORTING_REGIME_CHANGE
P-619130,2026-03,2025-12-01,ORIGINAL,2026-08-01,REVISED,PAIMANA,8,0,TARGET_SOURCE_TRANSITION
P-619130,2026-04,2026-08-01,REVISED,2027-02-01,REVISED,PAIMANA,6,1,
P-619131,2025-02,2025-02-01,REVISED,2025-03-01,REVISED,OCMS_LEGACY,1,1,
P-619131,2025-03,2025-03-01,REVISED,2025-04-01,REVISED,OCMS_LEGACY,1,1,
P-619131,2025-04,2025-04-01,REVISED,2025-05-01,ANTICIPATED,OCMS_LEGACY,1,0,TARGET_SOURCE_TRANSITION
P-619131,2025-05,2025-05-01,ANTICIPATED,2025-06-01,REVISED,OCMS_LEGACY,1,0,TARGET_SOURCE_TRANSITION
P-619131,2025-06,2025-06-01,REVISED,2025-07-01,REVISED,OCMS_LEGACY,1,1,
P-619131,2026-01,2025-07-01,REVISED,2020-11-01,ORIGINAL,PAIMANA,-56,0,REPORTING_REGIME_CHANGE
P-619131,2026-03,2020-11-01,ORIGINAL,2026-05-01,REVISED,PAIMANA,66,0,TARGET_SOURCE_TRANSITION
P-619131,2026-04,2026-05-01,REVISED,2026-06-01,REVISED,PAIMANA,1,1,
P-619132,2026-01,2024-06-01,REVISED,2025-12-01,REVISED,PAIMANA,18,0,REPORTING_REGIME_CHANGE
P-619132,2026-03,2025-12-01,REVISED,2026-06-01,REVISED,PAIMANA,6,1,
P-619132,2026-04,2026-06-01,REVISED,2026-08-01,REVISED,PAIMANA,2,1,
P-619134,2026-01,2025-10-01,REVISED,2026-06-01,REVISED,PAIMANA,8,0,REPORTING_REGIME_CHANGE
P-619136,2026-03,2026-01-01,ORIGINAL,2026-04-01,REVISED,PAIMANA,3,0,TARGET_SOURCE_TRANSITION
P-619136,2026-04,2026-04-01,REVISED,2026-05-01,REVISED,PAIMANA,1,1,
P-619137,2026-03,2023-06-01,REVISED,2026-04-01,REVISED,PAIMANA,34,1,
P-619137,2026-04,2026-04-01,REVISED,2026-05-01,REVISED,PAIMANA,1,1,
P-619138,2025-04,2026-05-01,REVISED,2026-12-01,ANTICIPATED,OCMS_LEGACY,7,0,TARGET_SOURCE_TRANSITION
P-619138,2025-05,2026-12-01,ANTICIPATED,2026-12-01,REVISED,OCMS_LEGACY,0,1,
P-619138,2026-01,2026-12-01,REVISED,2027-03-01,REVISED,PAIMANA,3,0,REPORTING_REGIME_CHANGE
P-619138,2026-04,2027-03-01,REVISED,2027-06-01,REVISED,PAIMANA,3,1,
P-619139,2026-03,2026-05-01,ORIGINAL,2027-11-01,REVISED,PAIMANA,18,0,TARGET_SOURCE_TRANSITION
P-619140,2026-01,2025-10-01,REVISED,2025-10-01,ORIGINAL,PAIMANA,0,1,
P-619140,2026-03,2025-10-01,ORIGINAL,2027-02-01,REVISED,PAIMANA,16,0,TARGET_SOURCE_TRANSITION
P-619141,2026-01,2025-12-01,REVISED,2025-12-01,ORIGINAL,PAIMANA,0,1,
P-619141,2026-03,2025-12-01,ORIGINAL,2026-11-01,REVISED,PAIMANA,11,0,TARGET_SOURCE_TRANSITION
P-619143,2026-03,2027-03-01,ORIGINAL,2027-03-01,REVISED,PAIMANA,0,1,
P-619143,2026-04,2027-03-01,REVISED,2027-06-01,REVISED,PAIMANA,3,1,
P-619144,2026-03,2018-08-01,ORIGINAL,2026-06-01,REVISED,PAIMANA,94,0,TARGET_SOURCE_TRANSITION
P-619145,2026-03,2019-08-01,ORIGINAL,2025-03-01,REVISED,PAIMANA,67,0,TARGET_SOURCE_TRANSITION
P-619146,2025-02,2025-02-01,REVISED,2025-05-01,REVISED,OCMS_LEGACY,3,1,
P-619146,2025-04,2025-05-01,REVISED,2025-05-01,ANTICIPATED,OCMS_LEGACY,0,1,
P-619146,2025-05,2025-05-01,ANTICIPATED,2025-06-01,REVISED,OCMS_LEGACY,1,0,TARGET_SOURCE_TRANSITION
P-619146,2026-01,2025-06-01,REVISED,2019-09-01,ORIGINAL,PAIMANA,-69,0,REPORTING_REGIME_CHANGE
P-619146,2026-03,2019-09-01,ORIGINAL,2026-04-01,REVISED,PAIMANA,79,0,TARGET_SOURCE_TRANSITION
P-619146,2026-04,2026-04-01,REVISED,2026-05-01,REVISED,PAIMANA,1,1,
P-619147,2025-04,2025-04-01,REVISED,2025-05-01,REVISED,OCMS_LEGACY,1,1,
P-619147,2026-01,2025-05-01,REVISED,2022-09-01,ORIGINAL,PAIMANA,-32,0,REPORTING_REGIME_CHANGE
P-619147,2026-03,2022-09-01,ORIGINAL,2026-01-01,REVISED,PAIMANA,40,0,TARGET_SOURCE_TRANSITION
P-619149,2025-03,2024-11-01,REVISED,2025-09-01,REVISED,OCMS_LEGACY,10,1,
P-619149,2026-01,2025-09-01,REVISED,2026-03-01,REVISED,PAIMANA,6,0,REPORTING_REGIME_CHANGE
P-619149,2026-03,2026-03-01,REVISED,2026-06-01,REVISED,PAIMANA,3,1,
P-619149,2026-04,2026-06-01,REVISED,2026-11-01,REVISED,PAIMANA,5,1,
P-619150,2026-03,2024-03-01,REVISED,2026-05-01,REVISED,PAIMANA,26,1,
P-619152,2025-05,2024-12-01,REVISED,2025-08-01,REVISED,OCMS_LEGACY,8,1,
P-619152,2026-01,2025-08-01,REVISED,2021-02-01,REVISED,PAIMANA,-54,0,REPORTING_REGIME_CHANGE
P-619152,2026-03,2021-02-01,REVISED,2026-04-01,REVISED,PAIMANA,62,1,
P-619152,2026-04,2026-04-01,REVISED,2026-05-01,REVISED,PAIMANA,1,1,
P-619153,2026-01,2025-12-01,REVISED,2025-12-01,REVISED,PAIMANA,0,1,
P-619153,2026-03,2025-12-01,REVISED,2026-06-01,REVISED,PAIMANA,6,1,
P-619153,2026-04,2026-06-01,REVISED,2026-09-01,REVISED,PAIMANA,3,1,
P-619154,2026-03,2026-05-01,REVISED,2026-08-01,REVISED,PAIMANA,3,1,
P-619154,2026-04,2026-08-01,REVISED,2026-11-01,REVISED,PAIMANA,3,1,
P-619155,2025-04,2025-08-01,REVISED,2025-08-01,ANTICIPATED,OCMS_LEGACY,0,1,
P-619155,2025-05,2025-08-01,ANTICIPATED,2025-08-01,REVISED,OCMS_LEGACY,0,1,
P-619155,2026-01,2025-08-01,REVISED,2026-04-01,REVISED,PAIMANA,8,0,REPORTING_REGIME_CHANGE
P-619155,2026-03,2026-04-01,REVISED,2026-10-01,REVISED,PAIMANA,6,1,
P-619157,2025-03,2025-03-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,3,1,
P-619157,2025-06,2025-06-01,REVISED,2025-07-01,REVISED,OCMS_LEGACY,1,1,
P-619157,2026-01,2025-07-01,REVISED,2021-08-01,ORIGINAL,PAIMANA,-47,0,REPORTING_REGIME_CHANGE
P-619157,2026-03,2021-08-01,ORIGINAL,2026-04-01,REVISED,PAIMANA,56,0,TARGET_SOURCE_TRANSITION
P-619157,2026-04,2026-04-01,REVISED,2026-10-01,REVISED,PAIMANA,6,1,
P-619158,2025-03,2025-06-01,REVISED,2025-12-01,REVISED,OCMS_LEGACY,6,1,
P-619158,2026-01,2025-12-01,REVISED,2022-08-01,ORIGINAL,PAIMANA,-40,0,REPORTING_REGIME_CHANGE
P-619158,2026-03,2022-08-01,ORIGINAL,2026-06-01,REVISED,PAIMANA,46,0,TARGET_SOURCE_TRANSITION
P-619160,2026-03,2025-01-01,ORIGINAL,2026-01-01,REVISED,PAIMANA,12,0,TARGET_SOURCE_TRANSITION
P-619161,2026-03,2026-12-01,ORIGINAL,2026-12-01,REVISED,PAIMANA,0,1,
P-619161,2026-04,2026-12-01,REVISED,2027-02-01,REVISED,PAIMANA,2,1,
P-619162,2025-02,2025-02-01,REVISED,2025-03-01,REVISED,OCMS_LEGACY,1,1,
P-619162,2025-03,2025-03-01,REVISED,2025-04-01,REVISED,OCMS_LEGACY,1,1,
P-619162,2025-04,2025-04-01,REVISED,2025-04-01,ANTICIPATED,OCMS_LEGACY,0,1,
P-619162,2025-05,2025-04-01,ANTICIPATED,2025-05-01,REVISED,OCMS_LEGACY,1,0,TARGET_SOURCE_TRANSITION
P-619162,2025-06,2025-05-01,REVISED,2025-06-01,REVISED,OCMS_LEGACY,1,1,
P-619162,2026-01,2025-06-01,REVISED,2025-10-01,REVISED,PAIMANA,4,0,REPORTING_REGIME_CHANGE
P-619162,2026-03,2025-10-01,REVISED,2026-04-01,REVISED,PAIMANA,6,1,
P-619162,2026-04,2026-04-01,REVISED,2026-05-01,REVISED,PAIMANA,1,1,
P-619163,2025-04,2025-05-01,REVISED,2025-05-01,ANTICIPATED,OCMS_LEGACY,0,1,
P-619163,2025-05,2025-05-01,ANTICIPATED,2025-06-01,REVISED,OCMS_LEGACY,1,0,TARGET_SOURCE_TRANSITION
P-619163,2025-06,2025-06-01,REVISED,2025-08-01,REVISED,OCMS_LEGACY,2,1,
P-619163,2026-01,2025-08-01,REVISED,2025-05-01,REVISED,PAIMANA,-3,0,REPORTING_REGIME_CHANGE
P-619163,2026-03,2025-05-01,REVISED,2026-06-01,REVISED,PAIMANA,13,1,
P-619164,2026-03,2025-07-01,REVISED,2027-03-01,REVISED,PAIMANA,20,1,
P-619165,2026-03,2023-02-01,ORIGINAL,2026-05-01,REVISED,PAIMANA,39,0,TARGET_SOURCE_TRANSITION
P-619166,2026-03,2025-12-01,ORIGINAL,2026-04-01,REVISED,PAIMANA,4,0,TARGET_SOURCE_TRANSITION
P-619166,2026-04,2026-04-01,REVISED,2026-05-01,REVISED,PAIMANA,1,1,
P-619167,2026-03,2023-07-01,REVISED,2026-06-01,REVISED,PAIMANA,35,1,
P-619168,2025-03,2025-04-01,REVISED,2025-05-01,REVISED,OCMS_LEGACY,1,1,
P-619168,2025-04,2025-05-01,REVISED,2025-07-01,REVISED,OCMS_LEGACY,2,1,
P-619168,2026-01,2025-07-01,REVISED,2024-09-01,ORIGINAL,PAIMANA,-10,0,REPORTING_REGIME_CHANGE
P-619168,2026-03,2024-09-01,ORIGINAL,2026-04-01,REVISED,PAIMANA,19,0,TARGET_SOURCE_TRANSITION
P-619168,2026-04,2026-04-01,REVISED,2026-05-01,REVISED,PAIMANA,1,1,
P-619181,2026-03,2026-10-01,ORIGINAL,2027-01-01,REVISED,PAIMANA,3,0,TARGET_SOURCE_TRANSITION
P-619181,2026-04,2027-01-01,REVISED,2027-10-01,REVISED,PAIMANA,9,1,
P-619184,2026-03,2025-09-01,ORIGINAL,2026-05-01,REVISED,PAIMANA,8,0,TARGET_SOURCE_TRANSITION
P-619185,2026-03,2025-10-01,ORIGINAL,2026-05-01,REVISED,PAIMANA,7,0,TARGET_SOURCE_TRANSITION
P-619186,2026-03,2026-02-01,ORIGINAL,2026-12-01,REVISED,PAIMANA,10,0,TARGET_SOURCE_TRANSITION
P-619187,2026-03,2027-06-01,ORIGINAL,2027-06-01,REVISED,PAIMANA,0,1,
P-619191,2026-04,2027-09-01,ORIGINAL,2027-09-01,REVISED,PAIMANA,0,1,
P-619193,2026-03,2020-07-01,REVISED,2026-04-01,REVISED,PAIMANA,69,1,
P-619193,2026-04,2026-04-01,REVISED,2026-05-01,REVISED,PAIMANA,1,1,
P-619197,2026-03,2024-12-01,REVISED,2026-04-01,REVISED,PAIMANA,16,1,
P-619197,2026-04,2026-04-01,REVISED,2026-05-01,REVISED,PAIMANA,1,1,
P-619198,2026-03,2024-03-01,ORIGINAL,2026-04-01,REVISED,PAIMANA,25,0,TARGET_SOURCE_TRANSITION
P-619198,2026-04,2026-04-01,REVISED,2026-05-01,REVISED,PAIMANA,1,1,
P-619199,2026-03,2025-06-01,REVISED,2022-10-01,REVISED,PAIMANA,-32,1,
P-619200,2026-03,2024-10-01,ORIGINAL,2027-06-01,REVISED,PAIMANA,32,0,TARGET_SOURCE_TRANSITION
P-619201,2026-03,2025-08-01,ORIGINAL,2026-10-01,REVISED,PAIMANA,14,0,TARGET_SOURCE_TRANSITION
P-619202,2026-03,2024-02-01,REVISED,2026-04-01,REVISED,PAIMANA,26,1,
P-619202,2026-04,2026-04-01,REVISED,2026-05-01,REVISED,PAIMANA,1,1,
P-619203,2026-03,2022-03-01,REVISED,2026-04-01,REVISED,PAIMANA,49,1,
P-619203,2026-04,2026-04-01,REVISED,2026-05-01,REVISED,PAIMANA,1,1,
P-619205,2026-03,2024-05-01,ORIGINAL,2026-04-01,REVISED,PAIMANA,23,0,TARGET_SOURCE_TRANSITION
P-619205,2026-04,2026-04-01,REVISED,2026-05-01,REVISED,PAIMANA,1,1,
P-619206,2026-03,2024-12-01,REVISED,2027-03-01,REVISED,PAIMANA,27,1,
P-619207,2026-03,2025-03-01,ORIGINAL,2026-06-01,REVISED,PAIMANA,15,0,TARGET_SOURCE_TRANSITION
P-619208,2026-03,2025-01-01,ORIGINAL,2026-12-01,REVISED,PAIMANA,23,0,TARGET_SOURCE_TRANSITION
P-619209,2026-03,2025-03-01,REVISED,2026-04-01,REVISED,PAIMANA,13,1,
P-619210,2026-03,2023-09-01,ORIGINAL,2026-04-01,REVISED,PAIMANA,31,0,TARGET_SOURCE_TRANSITION
P-619210,2026-04,2026-04-01,REVISED,2026-05-01,REVISED,PAIMANA,1,1,
P-619211,2026-03,2025-10-01,ORIGINAL,2026-12-01,REVISED,PAIMANA,14,0,TARGET_SOURCE_TRANSITION
P-619211,2026-04,2026-12-01,REVISED,2026-09-01,REVISED,PAIMANA,-3,1,
P-619212,2026-03,2025-07-01,REVISED,2026-09-01,REVISED,PAIMANA,14,1,
P-619212,2026-04,2026-09-01,REVISED,2026-12-01,REVISED,PAIMANA,3,1,
P-619213,2026-03,2024-03-01,ORIGINAL,2026-05-01,REVISED,PAIMANA,26,0,TARGET_SOURCE_TRANSITION
P-619214,2026-03,2025-05-01,REVISED,2026-06-01,REVISED,PAIMANA,13,1,
