canonical_project_id,first_snapshot,last_snapshot,observed_months,calendar_span_months,coverage_pct,missing_month_count,missing_months
L-N24001959,2025-01,2025-06,6,6,100.0,0,
L-N24001966,2025-01,2025-05,5,5,100.0,0,
L-N24001972,2025-01,2025-06,6,6,100.0,0,
L-N24001973,2025-01,2025-06,6,6,100.0,0,
L-N24001975,2025-01,2025-06,6,6,100.0,0,
L-N24001982,2025-01,2025-06,6,6,100.0,0,
L-N24001987,2025-01,2025-06,6,6,100.0,0,
L-N24001990,2025-01,2025-06,6,6,100.0,0,
L-N24001991,2025-01,2025-06,6,6,100.0,0,
L-N24001992,2025-01,2025-06,6,6,100.0,0,
L-N24001993,2025-01,2025-06,6,6,100.0,0,
L-N24001996,2025-01,2025-06,6,6,100.0,0,
L-N24002000,2025-01,2025-06,6,6,100.0,0,
L-N24002002,2025-01,2025-06,6,6,100.0,0,
L-N24002006,2025-01,2025-06,6,6,100.0,0,
L-N24002013,2025-01,2025-06,6,6,100.0,0,
L-N24002018,2025-01,2025-06,6,6,100.0,0,
L-N24002024,2025-01,2025-06,6,6,100.0,0,
L-N24002026,2025-01,2025-04,4,4,100.0,0,
L-N24002028,2025-01,2025-06,6,6,100.0,0,
L-N24002029,2025-01,2025-06,6,6,100.0,0,
L-N24002032,2025-01,2025-06,6,6,100.0,0,
L-N24002034,2025-01,2025-06,6,6,100.0,0,
L-N24002037,2025-01,2025-06,6,6,100.0,0,
L-N24002038,2025-01,2025-06,6,6,100.0,0,
L-N24002039,2025-01,2025-06,6,6,100.0,0,
L-N24002041,2025-01,2025-06,6,6,100.0,0,
L-N24002069,2025-01,2025-06,6,6,100.0,0,
L-N24002072,2025-01,2025-06,6,6,100.0,0,
L-N24002073,2025-01,2025-06,6,6,100.0,0,
L-N24002078,2025-01,2025-06,6,6,100.0,0,
L-N24002085,2025-01,2025-04,4,4,100.0,0,
L-N24002088,2025-01,2025-06,6,6,100.0,0,
L-N24002092,2025-01,2025-06,6,6,100.0,0,
L-N24002103,2025-01,2025-06,6,6,100.0,0,
L-N24002107,2025-01,2025-06,6,6,100.0,0,
L-N24002108,2025-01,2025-06,6,6,100.0,0,
L-N24002112,2025-01,2025-06,6,6,100.0,0,
L-N24002117,2025-01,2025-06,6,6,100.0,0,
L-N24002133,2025-01,2025-06,6,6,100.0,0,
L-N24002134,2025-01,2025-06,6,6,100.0,0,
L-N24002137,2025-01,2025-05,5,5,100.0,0,
L-N24002138,2025-01,2025-06,6,6,100.0,0,
L-N24002139,2025-01,2025-06,6,6,100.0,0,
L-N24002140,2025-01,2025-06,6,6,100.0,0,
L-N24002141,2025-01,2025-03,3,3,100.0,0,
L-N24002143,2025-01,2025-06,6,6,100.0,0,
L-N24002144,2025-01,2025-06,6,6,100.0,0,
L-N24002146,2025-01,2025-06,6,6,100.0,0,
L-N24002149,2025-01,2025-06,6,6,100.0,0,
L-N24002151,2025-01,2025-06,6,6,100.0,0,
L-N24002152,2025-01,2025-06,6,6,100.0,0,
L-N24002153,2025-01,2025-06,6,6,100.0,0,
L-N24002166,2025-01,2025-06,6,6,100.0,0,
L-N24002171,2025-01,2025-06,6,6,100.0,0,
L-N24002172,2025-01,2025-06,6,6,100.0,0,
L-N24002176,2025-01,2025-06,6,6,100.0,0,
L-N24002184,2025-01,2025-06,6,6,100.0,0,
L-N24002186,2025-01,2025-06,6,6,100.0,0,
L-N24002187,2025-01,2025-06,6,6,100.0,0,
L-N24002188,2025-01,2025-06,6,6,100.0,0,
L-N24002189,2025-01,2025-06,6,6,100.0,0,
L-N24002190,2025-01,2025-06,6,6,100.0,0,
L-N24002191,2025-01,2025-06,6,6,100.0,0,
L-N24002192,2025-01,2025-06,6,6,100.0,0,
L-N24002195,2025-01,2025-06,6,6,100.0,0,
L-N24002196,2025-01,2025-06,6,6,100.0,0,
L-N24002200,2025-01,2025-06,6,6,100.0,0,
L-N24002203,2025-01,2025-06,6,6,100.0,0,
L-N24002207,2025-01,2025-06,6,6,100.0,0,
L-N24002208,2025-01,2025-06,6,6,100.0,0,
L-N24002209,2025-01,2025-06,6,6,100.0,0,
L-N24002210,2025-01,2025-06,6,6,100.0,0,
L-N24002212,2025-01,2025-06,6,6,100.0,0,
L-N24002215,2025-02,2025-06,5,5,100.0,0,
L-N24002216,2025-03,2025-06,4,4,100.0,0,
L-N24002217,2025-03,2025-06,4,4,100.0,0,
L-N24002219,2025-03,2025-06,4,4,100.0,0,
L-N24002220,2025-03,2025-06,4,4,100.0,0,
L-N24002221,2025-03,2025-06,4,4,100.0,0,
L-N24002232,2025-04,2025-06,3,3,100.0,0,
L-N24002236,2025-04,2025-06,3,3,100.0,0,
L-N26000115,2025-01,2025-06,6,6,100.0,0,
L-N26000118,2025-01,2025-06,6,6,100.0,0,
L-N28000056,2025-01,2025-06,6,6,100.0,0,
L-N28000067,2025-01,2025-06,6,6,100.0,0,
L-N28000071,2025-01,2025-06,6,6,100.0,0,
L-N28000098,2025-01,2025-06,6,6,100.0,0,
L-N28000100,2025-01,2025-06,6,6,100.0,0,
L-N28000104,2025-01,2025-04,4,4,100.0,0,
L-N28000105,2025-01,2025-06,6,6,100.0,0,
L-N28000109,2025-01,2025-06,6,6,100.0,0,
L-N28000112,2025-01,2025-04,4,4,100.0,0,
L-N28000117,2025-01,2025-06,6,6,100.0,0,
L-N28000121,2025-01,2025-05,5,5,100.0,0,
L-N28000128,2025-01,2025-06,6,6,100.0,0,
L-N28000129,2025-01,2025-06,6,6,100.0,0,
L-N28000131,2025-01,2025-06,6,6,100.0,0,
L-N28000141,2025-01,2025-06,6,6,100.0,0,
L-N28000147,2025-01,2025-06,6,6,100.0,0,
L-N28000149,2025-01,2025-06,6,6,100.0,0,
L-N28000153,2025-01,2025-06,6,6,100.0,0,
L-N28000154,2025-01,2025-05,5,5,100.0,0,
L-N28000156,2025-01,2025-06,6,6,100.0,0,
L-N28000159,2025-01,2025-05,5,5,100.0,0,
L-N30000004,2025-01,2025-01,1,1,100.0,0,
L-N30000006,2025-01,2025-01,1,1,100.0,0,
L-N30000008,2025-01,2025-01,1,1,100.0,0,
L-N30000010,2025-01,2025-01,1,1,100.0,0,
L-N30000013,2025-01,2025-01,1,1,100.0,0,
L-N30000014,2025-01,2025-06,6,6,100.0,0,
L-N30000015,2025-01,2025-01,1,1,100.0,0,
L-N30000016,2025-01,2025-01,1,1,100.0,0,
L-N30000017,2025-01,2025-01,1,1,100.0,0,
L-N30000019,2025-01,2025-01,1,1,100.0,0,
L-N30000021,2025-01,2025-06,6,6,100.0,0,
L-N30000022,2025-01,2025-01,1,1,100.0,0,
L-N30000024,2025-01,2025-06,6,6,100.0,0,
L-N30000025,2025-01,2025-01,1,1,100.0,0,
L-N30000028,2025-01,2025-01,1,1,100.0,0,
L-N30000032,2025-01,2025-06,6,6,100.0,0,
L-N30000034,2025-01,2025-06,6,6,100.0,0,
L-N30000036,2025-01,2025-06,6,6,100.0,0,
L-N30000037,2025-01,2025-01,1,1,100.0,0,
L-N30000039,2025-01,2025-06,6,6,100.0,0,
L-N30000040,2025-01,2025-01,1,1,100.0,0,
L-N30000043,2025-01,2025-01,1,1,100.0,0,
L-N30000044,2025-01,2025-06,6,6,100.0,0,
L-N30000045,2025-01,2025-01,1,1,100.0,0,
L-N30000046,2025-01,2025-01,1,1,100.0,0,
L-N30000047,2025-01,2025-01,1,1,100.0,0,
L-N30000048,2025-01,2025-01,1,1,100.0,0,
L-N30000049,2025-01,2025-01,1,1,100.0,0,
L-N38000001,2025-01,2025-05,5,5,100.0,0,
L-N40000001,2025-01,2025-06,6,6,100.0,0,
L-N40000002,2025-01,2025-06,6,6,100.0,0,
L-N42000002,2025-01,2025-06,6,6,100.0,0,
L-N42000005,2025-01,2025-06,6,6,100.0,0,
L-N42000006,2025-01,2025-06,6,6,100.0,0,
L-N42000007,2025-01,2025-06,6,6,100.0,0,
L-N42000009,2025-01,2025-06,6,6,100.0,0,
L-N42000010,2025-01,2025-06,6,6,100.0,0,
L-N45000002,2025-01,2025-06,6,6,100.0,0,
L-N45000003,2025-01,2025-04,4,4,100.0,0,
NAME-06e0dbaf5e1f,2025-01,2025-06,6,6,100.0,0,
NAME-31305bb489c4,2025-01,2025-06,6,6,100.0,0,
NAME-3bcbc5b254b1,2025-01,2025-06,6,6,100.0,0,
NAME-49b8a94b2409,2025-01,2025-06,6,6,100.0,0,
NAME-56f02451c3bd,2025-01,2025-06,6,6,100.0,0,
NAME-60e47120d156,2025-01,2025-06,6,6,100.0,0,
NAME-6b965e76e8c7,2025-01,2025-06,6,6,100.0,0,
NAME-7da89648eb08,2025-01,2025-06,6,6,100.0,0,
NAME-8a0c65ae1f88,2025-01,2025-06,6,6,100.0,0,
NAME-8ffbf9e4512a,2025-01,2025-06,6,6,100.0,0,
NAME-909468513d8c,2025-01,2025-06,6,6,100.0,0,
NAME-9cda6030d769,2025-01,2025-04,4,4,100.0,0,
NAME-adaa740311ec,2025-01,2025-06,6,6,100.0,0,
NAME-b06205697ba0,2025-01,2025-06,6,6,100.0,0,
NAME-b4ea347c06ee,2025-01,2025-06,6,6,100.0,0,
NAME-d795ae181fa5,2025-01,2025-06,6,6,100.0,0,
NAME-e5026ba34c47,2025-01,2025-04,4,4,100.0,0,
P-400005,2025-01,2026-04,16,16,100.0,0,
P-400006,2025-12,2026-04,5,5,100.0,0,
P-400010,2025-01,2026-04,16,16,100.0,0,
P-400012,2025-07,2026-04,10,10,100.0,0,
P-400013,2025-07,2026-04,10,10,100.0,0,
P-400018,2025-01,2026-04,16,16,100.0,0,
P-400019,2025-01,2026-04,16,16,100.0,0,
P-400022,2025-01,2026-04,16,16,100.0,0,
P-400023,2025-01,2026-04,15,16,93.75,1,2025-09
P-400033,2025-01,2026-04,16,16,100.0,0,
P-400035,2025-01,2026-04,16,16,100.0,0,
P-400043,2025-01,2026-04,16,16,100.0,0,
P-400045,2025-07,2026-04,10,10,100.0,0,
P-400047,2025-12,2026-04,5,5,100.0,0,
P-400048,2025-12,2026-04,5,5,100.0,0,
P-400062,2025-07,2026-04,10,10,100.0,0,
P-400065,2025-07,2025-11,5,5,100.0,0,
P-400073,2025-01,2026-04,16,16,100.0,0,
P-400074,2025-01,2026-04,16,16,100.0,0,
P-400077,2025-01,2026-02,14,14,100.0,0,
P-400078,2025-01,2026-04,16,16,100.0,0,
P-400081,2025-10,2026-04,7,7,100.0,0,
P-400087,2025-01,2026-04,16,16,100.0,0,
P-400093,2025-07,2026-04,10,10,100.0,0,
P-400094,2025-07,2025-07,1,1,100.0,0,
P-400095,2025-07,2026-04,10,10,100.0,0,
P-400096,2025-07,2026-04,10,10,100.0,0,
P-400097,2025-07,2026-04,10,10,100.0,0,
P-400100,2025-07,2026-04,10,10,100.0,0,
P-400101,2025-07,2026-04,10,10,100.0,0,
P-400102,2025-07,2026-04,10,10,100.0,0,
P-400103,2025-07,2026-04,10,10,100.0,0,
P-400104,2025-07,2026-03,9,9,100.0,0,
P-400105,2025-07,2026-04,10,10,100.0,0,
P-400107,2025-07,2026-04,10,10,100.0,0,
P-400109,2025-07,2026-04,10,10,100.0,0,
P-400111,2025-07,2026-04,10,10,100.0,0,
P-400112,2025-07,2026-04,10,10,100.0,0,
P-400115,2025-07,2026-04,10,10,100.0,0,
P-400116,2025-07,2026-04,10,10,100.0,0,
P-400117,2025-07,2025-08,2,2,100.0,0,
P-400119,2025-01,2026-04,16,16,100.0,0,
P-400120,2025-01,2026-04,16,16,100.0,0,
P-400121,2025-01,2026-04,16,16,100.0,0,
P-400136,2025-07,2026-04,10,10,100.0,0,
P-400138,2025-01,2026-04,16,16,100.0,0,
P-400139,2025-01,2026-04,16,16,100.0,0,
P-400141,2025-01,2026-04,16,16,100.0,0,
P-400142,2025-01,2026-04,16,16,100.0,0,
P-400144,2025-01,2026-04,16,16,100.0,0,
P-400145,2025-07,2025-11,5,5,100.0,0,
P-400147,2025-07,2025-09,3,3,100.0,0,
P-400148,2025-01,2026-04,16,16,100.0,0,
P-400149,2025-01,2026-04,16,16,100.0,0,
P-400150,2025-01,2026-04,16,16,100.0,0,
P-400151,2025-01,2026-04,16,16,100.0,0,
P-400152,2025-01,2026-02,14,14,100.0,0,
P-400153,2025-01,2026-04,16,16,100.0,0,
P-400154,2025-01,2026-04,16,16,100.0,0,
P-400155,2025-01,2026-04,16,16,100.0,0,
P-400156,2025-01,2026-04,16,16,100.0,0,
P-400158,2025-07,2025-11,5,5,100.0,0,
P-400160,2025-01,2026-04,16,16,100.0,0,
P-400161,2025-07,2026-01,7,7,100.0,0,
P-400162,2025-01,2026-04,16,16,100.0,0,
P-400165,2025-01,2026-04,16,16,100.0,0,
P-400166,2025-01,2026-04,16,16,100.0,0,
P-400167,2025-01,2026-04,16,16,100.0,0,
P-400168,2025-01,2026-04,16,16,100.0,0,
P-400169,2025-01,2026-04,16,16,100.0,0,
P-400171,2025-01,2026-04,16,16,100.0,0,
P-400172,2025-01,2026-04,16,16,100.0,0,
P-400173,2025-01,2026-04,16,16,100.0,0,
P-400174,2025-01,2026-04,16,16,100.0,0,
P-400177,2025-01,2026-04,16,16,100.0,0,
P-400178,2025-01,2026-04,16,16,100.0,0,
P-400179,2025-07,2025-07,1,1,100.0,0,
P-400180,2025-01,2026-04,16,16,100.0,0,
P-400181,2025-01,2026-04,16,16,100.0,0,
P-400182,2025-01,2026-04,16,16,100.0,0,
P-400183,2025-01,2026-04,16,16,100.0,0,
P-400185,2025-01,2026-04,16,16,100.0,0,
P-400186,2025-01,2026-04,16,16,100.0,0,
P-400187,2025-01,2026-04,16,16,100.0,0,
P-400188,2025-07,2026-04,10,10,100.0,0,
P-400192,2025-07,2026-04,10,10,100.0,0,
P-400203,2025-07,2026-04,10,10,100.0,0,
P-400204,2025-01,2026-04,16,16,100.0,0,
P-400205,2025-01,2026-04,16,16,100.0,0,
P-400220,2025-01,2026-04,16,16,100.0,0,
P-400223,2025-01,2026-04,16,16,100.0,0,
P-400231,2025-01,2026-04,16,16,100.0,0,
P-400232,2025-01,2026-04,16,16,100.0,0,
P-400234,2025-07,2025-12,6,6,100.0,0,
P-400235,2025-07,2025-12,6,6,100.0,0,
P-400247,2025-01,2026-04,16,16,100.0,0,
P-400253,2025-01,2026-04,16,16,100.0,0,
P-400254,2025-07,2026-04,10,10,100.0,0,
P-400259,2025-01,2026-04,16,16,100.0,0,
P-400261,2025-01,2026-04,16,16,100.0,0,
P-400271,2025-01,2026-04,16,16,100.0,0,
P-400273,2025-07,2026-04,10,10,100.0,0,
P-400275,2025-01,2026-04,16,16,100.0,0,
P-400277,2025-01,2026-04,16,16,100.0,0,
P-400280,2025-01,2026-04,16,16,100.0,0,
P-400291,2025-01,2026-04,16,16,100.0,0,
P-400298,2025-01,2026-04,16,16,100.0,0,
P-400299,2025-01,2026-04,16,16,100.0,0,
P-400301,2025-01,2026-04,16,16,100.0,0,
P-400312,2025-01,2026-04,16,16,100.0,0,
P-400313,2025-01,2026-03,15,15,100.0,0,
P-400315,2025-01,2026-04,16,16,100.0,0,
P-400321,2025-01,2026-04,16,16,100.0,0,
P-400352,2025-01,2026-04,16,16,100.0,0,
P-400353,2025-01,2026-04,16,16,100.0,0,
P-400354,2025-01,2026-04,16,16,100.0,0,
P-400369,2025-01,2026-04,16,16,100.0,0,
P-400382,2025-09,2026-04,8,8,100.0,0,
P-400392,2025-01,2026-04,16,16,100.0,0,
P-400416,2025-07,2026-04,10,10,100.0,0,
P-400424,2025-07,2026-04,10,10,100.0,0,
P-400425,2025-01,2026-04,16,16,100.0,0,
P-400426,2025-07,2026-04,10,10,100.0,0,
P-400429,2025-07,2025-07,1,1,100.0,0,
P-601812,2026-04,2026-04,1,1,100.0,0,
P-602096,2025-07,2026-04,10,10,100.0,0,
P-602098,2025-01,2026-04,16,16,100.0,0,
P-602099,2025-01,2026-04,16,16,100.0,0,
P-602181,2025-01,2026-04,16,16,100.0,0,
P-602182,2025-01,2026-04,16,16,100.0,0,
P-602184,2025-01,2026-04,16,16,100.0,0,
P-602185,2025-01,2026-04,16,16,100.0,0,
P-602193,2025-01,2026-02,14,14,100.0,0,
P-602194,2025-07,2025-11,5,5,100.0,0,
P-602195,2025-01,2026-04,16,16,100.0,0,
P-602223,2025-01,2026-04,16,16,100.0,0,
P-602525,2025-01,2026-04,16,16,100.0,0,
P-602532,2025-01,2026-04,16,16,100.0,0,
P-602535,2025-01,2026-04,16,16,100.0,0,
P-602538,2025-07,2026-04,10,10,100.0,0,
P-602579,2025-01,2026-04,16,16,100.0,0,
P-602582,2025-01,2026-04,16,16,100.0,0,
P-602593,2025-01,2026-04,16,16,100.0,0,
P-602633,2025-07,2026-02,8,8,100.0,0,
P-602792,2025-01,2026-04,16,16,100.0,0,
P-602797,2025-01,2026-04,16,16,100.0,0,
P-602961,2025-01,2026-04,16,16,100.0,0,
P-603293,2025-01,2026-04,16,16,100.0,0,
P-603945,2025-07,2026-04,10,10,100.0,0,
P-604791,2025-01,2026-04,16,16,100.0,0,
P-604792,2025-07,2025-08,2,2,100.0,0,
P-604795,2025-01,2026-04,16,16,100.0,0,
P-604833,2025-01,2026-04,16,16,100.0,0,
P-604852,2025-01,2026-04,16,16,100.0,0,
P-604853,2025-01,2026-04,16,16,100.0,0,
P-604859,2025-01,2026-04,16,16,100.0,0,
P-604863,2025-01,2026-04,16,16,100.0,0,
P-605155,2025-01,2026-04,16,16,100.0,0,
P-605156,2025-01,2026-04,16,16,100.0,0,
P-605292,2025-01,2026-04,16,16,100.0,0,
P-606013,2025-07,2026-04,10,10,100.0,0,
P-606112,2025-07,2026-04,10,10,100.0,0,
P-606431,2025-01,2026-04,16,16,100.0,0,
P-606479,2025-07,2026-04,10,10,100.0,0,
P-606781,2025-07,2025-10,4,4,100.0,0,
P-607653,2026-04,2026-04,1,1,100.0,0,
P-607701,2025-01,2026-04,16,16,100.0,0,
P-607709,2025-01,2026-04,16,16,100.0,0,
P-608301,2025-07,2025-10,4,4,100.0,0,
P-608302,2025-07,2025-10,4,4,100.0,0,
P-608922,2025-07,2025-10,4,4,100.0,0,
P-609019,2025-01,2026-04,16,16,100.0,0,
P-609041,2025-07,2025-08,2,2,100.0,0,
P-609424,2025-07,2026-04,10,10,100.0,0,
P-609736,2025-01,2026-04,16,16,100.0,0,
P-609996,2025-07,2026-04,10,10,100.0,0,
P-610315,2025-01,2026-04,16,16,100.0,0,
P-610940,2025-07,2025-11,5,5,100.0,0,
P-610984,2025-01,2026-04,16,16,100.0,0,
P-610985,2025-07,2025-11,5,5,100.0,0,
P-611016,2025-01,2026-04,16,16,100.0,0,
P-611017,2025-01,2026-04,16,16,100.0,0,
P-611047,2025-01,2026-04,16,16,100.0,0,
P-611142,2025-09,2026-03,7,7,100.0,0,
P-611440,2025-07,2025-07,1,1,100.0,0,
P-611452,2025-01,2026-04,16,16,100.0,0,
P-611495,2025-01,2026-04,16,16,100.0,0,
P-611509,2025-07,2026-04,10,10,100.0,0,
P-611570,2025-07,2026-04,10,10,100.0,0,
P-611586,2025-01,2026-04,16,16,100.0,0,
P-611602,2025-07,2026-04,10,10,100.0,0,
P-611614,2025-07,2025-11,5,5,100.0,0,
P-611615,2025-07,2025-11,4,5,80.0,1,2025-09
P-611656,2025-07,2025-10,4,4,100.0,0,
P-611657,2025-07,2025-12,6,6,100.0,0,
P-611659,2025-07,2025-11,5,5,100.0,0,
P-611660,2025-07,2025-10,4,4,100.0,0,
P-611669,2025-07,2026-04,10,10,100.0,0,
P-611698,2025-07,2026-04,10,10,100.0,0,
P-611699,2025-07,2026-04,10,10,100.0,0,
P-611716,2026-04,2026-04,1,1,100.0,0,
P-611735,2025-01,2026-04,16,16,100.0,0,
P-611737,2025-07,2025-10,4,4,100.0,0,
P-611751,2025-07,2026-04,10,10,100.0,0,
P-611752,2025-01,2026-04,16,16,100.0,0,
P-611754,2025-07,2026-04,10,10,100.0,0,
P-611798,2025-07,2025-10,4,4,100.0,0,
P-611800,2025-07,2025-10,4,4,100.0,0,
P-611849,2025-01,2026-03,15,15,100.0,0,
P-611855,2026-01,2026-04,4,4,100.0,0,
P-611861,2025-01,2026-04,16,16,100.0,0,
P-611864,2025-01,2026-04,16,16,100.0,0,
P-611884,2025-01,2026-04,16,16,100.0,0,
P-611917,2025-01,2026-04,16,16,100.0,0,
P-611918,2025-07,2026-04,10,10,100.0,0,
P-611927,2025-07,2026-04,10,10,100.0,0,
P-611929,2025-07,2026-04,10,10,100.0,0,
P-611930,2025-01,2026-04,16,16,100.0,0,
P-611937,2025-07,2025-11,5,5,100.0,0,
P-611938,2025-07,2025-09,3,3,100.0,0,
P-611939,2025-07,2025-09,3,3,100.0,0,
P-611943,2025-01,2026-04,16,16,100.0,0,
P-611944,2025-07,2026-01,7,7,100.0,0,
P-611945,2025-01,2026-04,16,16,100.0,0,
P-611947,2025-01,2026-04,16,16,100.0,0,
P-611948,2025-01,2026-04,16,16,100.0,0,
P-611949,2025-01,2026-04,16,16,100.0,0,
P-611950,2025-07,2026-01,7,7,100.0,0,
P-611951,2025-01,2026-03,15,15,100.0,0,
P-611957,2025-07,2026-04,10,10,100.0,0,
P-611961,2026-04,2026-04,1,1,100.0,0,
P-611963,2025-07,2026-04,10,10,100.0,0,
P-611966,2025-01,2026-04,16,16,100.0,0,
P-611967,2025-01,2026-04,16,16,100.0,0,
P-611969,2025-07,2025-08,2,2,100.0,0,
P-611970,2025-01,2026-04,16,16,100.0,0,
P-611971,2025-01,2026-04,16,16,100.0,0,
P-611972,2025-07,2025-08,2,2,100.0,0,
P-611973,2025-07,2025-08,2,2,100.0,0,
P-611974,2025-07,2026-04,10,10,100.0,0,
P-611975,2025-07,2025-08,2,2,100.0,0,
P-611976,2025-07,2025-08,2,2,100.0,0,
P-611977,2025-07,2026-04,10,10,100.0,0,
P-611978,2025-07,2026-04,10,10,100.0,0,
P-611979,2025-07,2026-04,10,10,100.0,0,
P-611980,2025-07,2025-08,2,2,100.0,0,
P-612063,2025-07,2025-11,5,5,100.0,0,
P-612072,2025-01,2026-04,16,16,100.0,0,
P-612096,2025-01,2026-04,16,16,100.0,0,
P-612128,2025-07,2026-04,10,10,100.0,0,
P-612132,2025-01,2026-04,16,16,100.0,0,
P-612133,2025-01,2026-04,16,16,100.0,0,
P-612134,2025-01,2026-04,16,16,100.0,0,
P-612135,2025-07,2025-11,5,5,100.0,0,
P-612138,2025-01,2026-04,16,16,100.0,0,
P-612139,2025-01,2026-04,16,16,100.0,0,
P-612140,2025-01,2026-04,16,16,100.0,0,
P-612142,2025-01,2026-04,16,16,100.0,0,
P-612151,2025-01,2026-03,15,15,100.0,0,
P-612167,2025-10,2026-04,7,7,100.0,0,
P-612178,2025-10,2026-03,6,6,100.0,0,
P-612183,2025-07,2026-04,10,10,100.0,0,
P-612185,2025-10,2026-02,5,5,100.0,0,
P-612186,2025-10,2026-04,7,7,100.0,0,
P-612188,2025-01,2026-04,13,16,81.25,3,2025-07;2025-08;2025-09
P-612194,2025-01,2026-04,16,16,100.0,0,
P-612201,2025-10,2026-04,7,7,100.0,0,
P-612203,2025-07,2025-10,4,4,100.0,0,
P-612211,2025-10,2026-04,7,7,100.0,0,
P-612213,2025-10,2026-04,7,7,100.0,0,
P-612239,2025-10,2025-11,2,2,100.0,0,
P-612259,2025-10,2026-04,7,7,100.0,0,
P-612513,2025-10,2026-04,7,7,100.0,0,
P-612688,2025-10,2025-10,1,1,100.0,0,
P-612745,2025-10,2026-04,7,7,100.0,0,
P-612748,2025-10,2026-04,7,7,100.0,0,
P-612781,2025-01,2026-04,16,16,100.0,0,
P-612786,2025-01,2026-04,16,16,100.0,0,
P-612787,2025-01,2026-04,16,16,100.0,0,
P-612788,2025-01,2026-04,16,16,100.0,0,
P-612789,2025-01,2026-04,16,16,100.0,0,
P-612790,2025-01,2026-04,16,16,100.0,0,
P-612791,2025-01,2026-04,16,16,100.0,0,
P-612793,2025-01,2026-04,16,16,100.0,0,
P-612815,2025-01,2026-04,16,16,100.0,0,
P-612816,2025-01,2026-04,16,16,100.0,0,
P-612819,2025-01,2026-04,16,16,100.0,0,
P-612827,2025-07,2026-04,10,10,100.0,0,
P-612834,2025-07,2026-04,10,10,100.0,0,
P-612838,2025-07,2025-09,3,3,100.0,0,
P-612845,2026-04,2026-04,1,1,100.0,0,
P-612851,2025-07,2026-04,10,10,100.0,0,
P-612853,2025-01,2026-04,16,16,100.0,0,
P-612855,2025-01,2026-04,16,16,100.0,0,
P-612856,2025-01,2026-02,14,14,100.0,0,
P-612876,2025-07,2026-04,10,10,100.0,0,
P-612877,2025-07,2026-04,10,10,100.0,0,
P-612878,2026-04,2026-04,1,1,100.0,0,
P-612883,2025-07,2026-04,10,10,100.0,0,
P-612885,2025-01,2026-04,16,16,100.0,0,
P-612894,2025-01,2026-04,16,16,100.0,0,
P-612898,2025-07,2026-04,10,10,100.0,0,
P-612916,2025-07,2026-04,10,10,100.0,0,
P-612998,2025-07,2025-09,3,3,100.0,0,
P-613002,2025-07,2026-04,10,10,100.0,0,
P-613003,2025-07,2025-12,6,6,100.0,0,
P-613008,2025-07,2026-04,10,10,100.0,0,
P-613013,2025-07,2026-04,10,10,100.0,0,
P-613015,2025-07,2026-04,10,10,100.0,0,
P-613785,2025-07,2026-04,10,10,100.0,0,
P-613786,2025-07,2026-04,10,10,100.0,0,
P-613787,2025-07,2026-04,10,10,100.0,0,
P-613788,2025-07,2025-07,1,1,100.0,0,
P-613793,2025-01,2026-04,16,16,100.0,0,
P-613794,2025-01,2026-04,16,16,100.0,0,
P-613795,2025-07,2025-10,4,4,100.0,0,
P-613798,2025-01,2026-04,16,16,100.0,0,
P-613799,2025-01,2026-04,16,16,100.0,0,
P-613800,2025-01,2026-04,16,16,100.0,0,
P-613801,2025-01,2026-04,16,16,100.0,0,
P-613802,2025-01,2026-04,16,16,100.0,0,
P-613803,2025-01,2026-04,16,16,100.0,0,
P-613804,2025-01,2026-04,16,16,100.0,0,
P-613808,2025-01,2026-04,16,16,100.0,0,
P-615183,2025-01,2026-04,16,16,100.0,0,
P-615184,2025-01,2026-04,16,16,100.0,0,
P-615185,2025-01,2026-04,16,16,100.0,0,
P-615186,2025-01,2026-04,16,16,100.0,0,
P-615187,2025-01,2026-04,16,16,100.0,0,
P-615188,2025-01,2026-04,16,16,100.0,0,
P-615189,2025-01,2026-04,16,16,100.0,0,
P-615190,2025-01,2026-04,16,16,100.0,0,
P-615191,2025-01,2026-04,16,16,100.0,0,
P-615192,2025-01,2026-04,16,16,100.0,0,
P-615193,2025-01,2026-04,16,16,100.0,0,
P-615194,2025-01,2026-04,16,16,100.0,0,
P-615195,2025-01,2026-04,16,16,100.0,0,
P-615199,2025-01,2026-04,16,16,100.0,0,
P-615202,2025-07,2026-04,10,10,100.0,0,
P-615206,2025-01,2026-04,16,16,100.0,0,
P-615327,2025-01,2026-04,16,16,100.0,0,
P-615330,2025-01,2026-04,16,16,100.0,0,
P-615331,2025-07,2026-04,10,10,100.0,0,
P-615332,2025-01,2026-04,16,16,100.0,0,
P-615333,2025-01,2026-04,16,16,100.0,0,
P-615334,2025-01,2026-04,16,16,100.0,0,
P-615335,2025-01,2026-04,16,16,100.0,0,
P-615336,2026-04,2026-04,1,1,100.0,0,
P-615337,2025-01,2026-04,16,16,100.0,0,
P-615338,2025-01,2026-04,16,16,100.0,0,
P-615339,2025-01,2026-04,16,16,100.0,0,
P-615340,2025-01,2026-04,16,16,100.0,0,
P-615342,2025-01,2026-04,16,16,100.0,0,
P-615343,2025-01,2026-04,16,16,100.0,0,
P-615344,2025-01,2026-04,16,16,100.0,0,
P-615345,2025-01,2026-04,16,16,100.0,0,
P-615346,2025-01,2026-04,16,16,100.0,0,
P-615347,2025-01,2026-04,16,16,100.0,0,
