canonical_project_id,first_snapshot,last_snapshot,observed_months,calendar_span_months,coverage_pct,missing_month_count,missing_months
P-615349,2025-01,2026-04,16,16,100.0,0,
P-615818,2025-01,2026-04,16,16,100.0,0,
P-615820,2025-02,2026-04,15,15,100.0,0,
P-615821,2025-02,2026-04,15,15,100.0,0,
P-615822,2025-01,2026-04,16,16,100.0,0,
P-615843,2025-01,2026-04,16,16,100.0,0,
P-615857,2025-01,2026-04,16,16,100.0,0,
P-615858,2025-01,2026-04,16,16,100.0,0,
P-615859,2025-07,2025-11,5,5,100.0,0,
P-615860,2025-01,2026-04,16,16,100.0,0,
P-615861,2025-01,2026-04,16,16,100.0,0,
P-615862,2025-01,2026-04,16,16,100.0,0,
P-615863,2025-01,2026-04,16,16,100.0,0,
P-615864,2025-07,2025-11,5,5,100.0,0,
P-615865,2025-01,2026-04,16,16,100.0,0,
P-615914,2025-01,2026-04,16,16,100.0,0,
P-615915,2026-04,2026-04,1,1,100.0,0,
P-615916,2025-01,2026-04,16,16,100.0,0,
P-615917,2025-01,2026-04,16,16,100.0,0,
P-615918,2025-01,2026-04,16,16,100.0,0,
P-615919,2025-01,2026-04,16,16,100.0,0,
P-615982,2025-01,2026-04,16,16,100.0,0,
P-616044,2025-01,2026-04,16,16,100.0,0,
P-616050,2025-01,2026-04,16,16,100.0,0,
P-616223,2025-01,2026-04,16,16,100.0,0,
P-616225,2025-01,2026-04,16,16,100.0,0,
P-616226,2025-02,2026-04,15,15,100.0,0,
P-616227,2025-07,2026-04,8,10,80.0,2,2025-09;2025-10
P-616229,2025-01,2026-04,16,16,100.0,0,
P-616230,2025-01,2026-04,16,16,100.0,0,
P-616231,2025-01,2026-04,16,16,100.0,0,
P-616232,2025-01,2026-04,16,16,100.0,0,
P-616233,2025-02,2026-04,15,15,100.0,0,
P-616234,2025-01,2026-04,16,16,100.0,0,
P-616235,2025-01,2026-02,14,14,100.0,0,
P-616236,2025-06,2026-04,11,11,100.0,0,
P-616253,2025-02,2026-04,15,15,100.0,0,
P-616254,2025-01,2026-04,16,16,100.0,0,
P-616586,2025-07,2026-04,9,10,90.0,1,2025-09
P-616587,2025-07,2026-04,9,10,90.0,1,2025-09
P-616588,2025-07,2026-04,9,10,90.0,1,2025-09
P-616594,2025-07,2026-04,10,10,100.0,0,
P-616600,2025-01,2026-04,16,16,100.0,0,
P-616604,2025-01,2026-04,16,16,100.0,0,
P-616605,2025-07,2026-04,10,10,100.0,0,
P-616611,2025-01,2026-04,16,16,100.0,0,
P-616612,2025-01,2026-04,16,16,100.0,0,
P-616615,2025-01,2026-04,16,16,100.0,0,
P-616616,2025-01,2026-04,16,16,100.0,0,
P-616670,2025-04,2026-04,13,13,100.0,0,
P-616671,2025-04,2026-04,13,13,100.0,0,
P-616672,2025-04,2026-04,13,13,100.0,0,
P-616691,2025-10,2026-04,7,7,100.0,0,
P-616694,2025-07,2026-04,7,10,70.0,3,2025-09;2025-10;2025-11
P-616695,2025-07,2026-04,10,10,100.0,0,
P-616696,2025-07,2025-08,2,2,100.0,0,
P-616697,2025-07,2026-04,10,10,100.0,0,
P-616699,2025-07,2026-04,10,10,100.0,0,
P-616701,2025-07,2026-04,10,10,100.0,0,
P-616702,2025-07,2025-08,2,2,100.0,0,
P-616839,2026-04,2026-04,1,1,100.0,0,
P-616840,2025-07,2025-08,2,2,100.0,0,
P-616841,2025-07,2026-04,10,10,100.0,0,
P-616842,2025-07,2026-04,10,10,100.0,0,
P-616843,2025-07,2026-04,10,10,100.0,0,
P-616856,2025-07,2026-04,9,10,90.0,1,2025-09
P-616857,2025-07,2026-04,10,10,100.0,0,
P-616858,2025-01,2026-04,16,16,100.0,0,
P-616879,2025-01,2026-04,16,16,100.0,0,
P-616886,2025-07,2026-04,10,10,100.0,0,
P-616933,2025-02,2026-04,15,15,100.0,0,
P-616950,2025-07,2026-04,10,10,100.0,0,
P-616983,2026-04,2026-04,1,1,100.0,0,
P-617068,2025-04,2026-04,13,13,100.0,0,
P-617069,2025-04,2026-04,13,13,100.0,0,
P-617179,2025-04,2026-04,13,13,100.0,0,
P-617181,2025-04,2026-04,13,13,100.0,0,
P-617182,2025-04,2026-04,13,13,100.0,0,
P-617183,2025-04,2026-04,13,13,100.0,0,
P-617184,2025-05,2026-04,12,12,100.0,0,
P-617185,2025-04,2026-04,13,13,100.0,0,
P-617186,2025-04,2026-04,13,13,100.0,0,
P-617188,2025-07,2026-04,10,10,100.0,0,
P-617200,2025-07,2026-04,9,10,90.0,1,2025-09
P-617201,2025-07,2026-04,9,10,90.0,1,2025-09
P-617206,2025-07,2026-04,10,10,100.0,0,
P-617207,2025-07,2026-04,10,10,100.0,0,
P-617210,2025-07,2026-04,9,10,90.0,1,2025-09
P-617211,2025-07,2026-04,10,10,100.0,0,
P-617212,2025-07,2026-04,10,10,100.0,0,
P-617213,2025-12,2026-04,5,5,100.0,0,
P-617214,2025-07,2026-04,9,10,90.0,1,2025-09
P-617215,2025-07,2026-04,10,10,100.0,0,
P-617216,2025-07,2026-04,9,10,90.0,1,2025-09
P-617221,2025-07,2026-04,10,10,100.0,0,
P-617224,2025-07,2026-04,10,10,100.0,0,
P-617225,2025-01,2026-04,16,16,100.0,0,
P-617226,2025-01,2026-04,16,16,100.0,0,
P-617231,2025-07,2026-04,8,10,80.0,2,2025-08;2025-09
P-617233,2025-06,2026-04,11,11,100.0,0,
P-617239,2026-04,2026-04,1,1,100.0,0,
P-617240,2025-07,2025-07,1,1,100.0,0,
P-617242,2025-04,2026-04,13,13,100.0,0,
P-617243,2025-04,2026-04,13,13,100.0,0,
P-617245,2025-12,2026-04,5,5,100.0,0,
P-617246,2025-04,2026-04,13,13,100.0,0,
P-617248,2025-04,2026-04,13,13,100.0,0,
P-617249,2025-04,2026-04,13,13,100.0,0,
P-617250,2025-04,2026-04,13,13,100.0,0,
P-617251,2025-04,2026-04,13,13,100.0,0,
P-617252,2025-07,2026-04,10,10,100.0,0,
P-617253,2025-01,2026-04,16,16,100.0,0,
P-617254,2025-01,2026-04,16,16,100.0,0,
P-617255,2025-01,2026-04,16,16,100.0,0,
P-617256,2025-01,2026-04,16,16,100.0,0,
P-617257,2025-01,2026-04,16,16,100.0,0,
P-617269,2025-05,2026-04,12,12,100.0,0,
P-617270,2025-05,2026-04,12,12,100.0,0,
P-617271,2025-05,2026-04,12,12,100.0,0,
P-617272,2025-05,2026-04,12,12,100.0,0,
P-617278,2025-06,2026-04,11,11,100.0,0,
P-617279,2025-07,2026-04,10,10,100.0,0,
P-617280,2025-01,2026-04,16,16,100.0,0,
P-617282,2025-07,2025-10,4,4,100.0,0,
P-617284,2025-07,2026-04,10,10,100.0,0,
P-617287,2025-07,2026-04,10,10,100.0,0,
P-617288,2025-07,2026-04,10,10,100.0,0,
P-617290,2025-09,2025-10,2,2,100.0,0,
P-617299,2025-05,2026-04,12,12,100.0,0,
P-617302,2025-01,2026-04,16,16,100.0,0,
P-617303,2025-07,2025-08,2,2,100.0,0,
P-617304,2025-07,2026-04,10,10,100.0,0,
P-617320,2025-09,2025-10,2,2,100.0,0,
P-617321,2025-09,2025-10,2,2,100.0,0,
P-617322,2025-07,2025-08,2,2,100.0,0,
P-617326,2025-09,2026-04,8,8,100.0,0,
P-617327,2025-09,2026-04,8,8,100.0,0,
P-617333,2025-09,2026-04,8,8,100.0,0,
P-617338,2025-09,2026-04,8,8,100.0,0,
P-617345,2025-09,2026-04,8,8,100.0,0,
P-617361,2025-09,2026-04,8,8,100.0,0,
P-617364,2025-09,2026-04,8,8,100.0,0,
P-617370,2025-09,2026-04,8,8,100.0,0,
P-617372,2025-09,2026-04,8,8,100.0,0,
P-617373,2025-09,2025-11,3,3,100.0,0,
P-617374,2025-01,2026-04,14,16,87.5,2,2025-07;2025-08
P-617375,2025-09,2026-04,8,8,100.0,0,
P-617379,2025-09,2026-04,8,8,100.0,0,
P-617390,2025-09,2026-04,8,8,100.0,0,
P-617391,2025-09,2026-04,8,8,100.0,0,
P-617403,2025-09,2026-04,8,8,100.0,0,
P-617404,2025-09,2026-04,8,8,100.0,0,
P-617405,2025-09,2026-04,8,8,100.0,0,
P-617406,2025-09,2026-04,8,8,100.0,0,
P-617408,2025-09,2026-04,8,8,100.0,0,
P-617409,2025-09,2026-04,8,8,100.0,0,
P-617412,2025-09,2026-04,8,8,100.0,0,
P-617413,2025-09,2026-04,8,8,100.0,0,
P-617416,2025-09,2026-04,8,8,100.0,0,
P-617422,2025-09,2026-04,8,8,100.0,0,
P-617727,2026-04,2026-04,1,1,100.0,0,
P-617729,2026-04,2026-04,1,1,100.0,0,
P-617730,2025-10,2026-04,7,7,100.0,0,
P-617764,2026-04,2026-04,1,1,100.0,0,
P-617801,2025-10,2026-04,7,7,100.0,0,
P-617802,2025-10,2026-04,7,7,100.0,0,
P-617803,2025-10,2026-04,7,7,100.0,0,
P-617804,2025-10,2026-04,7,7,100.0,0,
P-617806,2025-11,2026-04,6,6,100.0,0,
P-617807,2025-11,2026-04,6,6,100.0,0,
P-617808,2025-11,2026-04,6,6,100.0,0,
P-617818,2025-11,2026-04,6,6,100.0,0,
P-617819,2025-11,2026-04,6,6,100.0,0,
P-617822,2025-11,2026-04,6,6,100.0,0,
P-617824,2025-11,2025-11,1,1,100.0,0,
P-617827,2025-11,2026-04,6,6,100.0,0,
P-617828,2025-11,2026-04,6,6,100.0,0,
P-617829,2025-11,2026-04,6,6,100.0,0,
P-617830,2025-11,2026-04,6,6,100.0,0,
P-617832,2025-11,2026-04,6,6,100.0,0,
P-617836,2025-11,2026-04,6,6,100.0,0,
P-617837,2025-11,2026-04,6,6,100.0,0,
P-617838,2025-11,2026-04,6,6,100.0,0,
P-617839,2025-11,2026-04,6,6,100.0,0,
P-617877,2025-11,2026-04,6,6,100.0,0,
P-617878,2025-11,2026-04,6,6,100.0,0,
P-617880,2026-04,2026-04,1,1,100.0,0,
P-617882,2025-11,2026-04,6,6,100.0,0,
P-617883,2025-11,2026-04,6,6,100.0,0,
P-617885,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617886,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617887,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617888,2026-02,2026-04,3,3,100.0,0,
P-617889,2026-02,2026-04,3,3,100.0,0,
P-617890,2026-01,2026-04,4,4,100.0,0,
P-617891,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617892,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617893,2026-01,2026-04,4,4,100.0,0,
P-617894,2026-02,2026-04,3,3,100.0,0,
P-617895,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617896,2025-05,2026-04,6,12,50.0,6,2025-07;2025-08;2025-09;2025-10;2025-11;2025-12
P-617897,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617898,2026-02,2026-04,3,3,100.0,0,
P-617899,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617900,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617901,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617902,2026-02,2026-04,3,3,100.0,0,
P-617904,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617905,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617906,2026-01,2026-04,4,4,100.0,0,
P-617907,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617908,2026-02,2026-04,3,3,100.0,0,
P-617909,2026-02,2026-04,3,3,100.0,0,
P-617911,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617912,2026-01,2026-04,4,4,100.0,0,
P-617913,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617914,2026-01,2026-04,4,4,100.0,0,
P-617915,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617916,2026-01,2026-04,4,4,100.0,0,
P-617917,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617919,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617920,2026-02,2026-04,3,3,100.0,0,
P-617921,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617922,2026-02,2026-04,3,3,100.0,0,
P-617923,2026-01,2026-04,4,4,100.0,0,
P-617924,2025-01,2026-04,10,16,62.5,6,2025-07;2025-08;2025-09;2025-10;2025-11;2026-02
P-617925,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617926,2026-01,2026-04,4,4,100.0,0,
P-617927,2026-01,2026-04,4,4,100.0,0,
P-617928,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617929,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617930,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617931,2026-02,2026-04,3,3,100.0,0,
P-617932,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617933,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617934,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617935,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617936,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617937,2026-04,2026-04,1,1,100.0,0,
P-617938,2026-01,2026-04,4,4,100.0,0,
P-617939,2026-02,2026-04,3,3,100.0,0,
P-617940,2025-01,2026-04,10,16,62.5,6,2025-07;2025-08;2025-09;2025-10;2025-11;2026-02
P-617941,2026-02,2026-04,3,3,100.0,0,
P-617942,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617944,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617945,2026-01,2026-04,4,4,100.0,0,
P-617946,2025-01,2026-04,10,16,62.5,6,2025-07;2025-08;2025-09;2025-10;2025-11;2025-12
P-617947,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617948,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617949,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617950,2026-01,2026-04,4,4,100.0,0,
P-617951,2026-04,2026-04,1,1,100.0,0,
P-617954,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617955,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617957,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617958,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617959,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617960,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617961,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617962,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617963,2025-01,2026-04,10,16,62.5,6,2025-07;2025-08;2025-09;2025-10;2025-11;2025-12
P-617964,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617965,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617966,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617967,2026-02,2026-04,3,3,100.0,0,
P-617968,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617969,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617970,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617971,2026-01,2026-04,4,4,100.0,0,
P-617972,2026-02,2026-04,3,3,100.0,0,
P-617973,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617974,2026-01,2026-04,4,4,100.0,0,
P-617975,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617976,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617977,2026-02,2026-04,3,3,100.0,0,
P-617978,2026-02,2026-04,3,3,100.0,0,
P-617979,2026-02,2026-04,3,3,100.0,0,
P-617980,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617981,2026-02,2026-04,3,3,100.0,0,
P-617982,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617983,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617984,2025-12,2026-04,5,5,100.0,0,
P-617985,2025-12,2026-04,5,5,100.0,0,
P-617986,2025-12,2026-04,5,5,100.0,0,
P-617987,2026-01,2026-04,4,4,100.0,0,
P-617988,2026-01,2026-04,4,4,100.0,0,
P-617989,2025-12,2026-04,5,5,100.0,0,
P-617990,2025-12,2026-04,5,5,100.0,0,
P-617991,2025-12,2026-04,5,5,100.0,0,
P-617992,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617993,2026-02,2026-04,3,3,100.0,0,
P-617994,2025-12,2026-04,4,5,80.0,1,2026-02
P-617995,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-617996,2025-12,2026-04,5,5,100.0,0,
P-617998,2025-12,2026-04,5,5,100.0,0,
P-617999,2026-02,2026-04,3,3,100.0,0,
P-618000,2025-12,2026-04,5,5,100.0,0,
P-618001,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618002,2025-12,2026-04,5,5,100.0,0,
P-618003,2025-12,2026-04,5,5,100.0,0,
P-618004,2025-12,2026-04,5,5,100.0,0,
P-618005,2025-12,2026-04,5,5,100.0,0,
P-618006,2025-12,2026-04,5,5,100.0,0,
P-618007,2025-12,2026-04,5,5,100.0,0,
P-618008,2025-12,2026-04,5,5,100.0,0,
P-618009,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618010,2026-02,2026-04,3,3,100.0,0,
P-618011,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618012,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618013,2026-02,2026-04,3,3,100.0,0,
P-618014,2026-02,2026-04,3,3,100.0,0,
P-618015,2026-02,2026-04,3,3,100.0,0,
P-618016,2026-02,2026-04,3,3,100.0,0,
P-618017,2026-02,2026-04,3,3,100.0,0,
P-618018,2026-02,2026-04,3,3,100.0,0,
P-618019,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618020,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618021,2026-01,2026-04,4,4,100.0,0,
P-618022,2025-01,2026-04,10,16,62.5,6,2025-07;2025-08;2025-09;2025-10;2025-11;2025-12
P-618023,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618024,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618025,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618026,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618027,2026-02,2026-04,3,3,100.0,0,
P-618028,2026-02,2026-04,3,3,100.0,0,
P-618029,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618030,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618031,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618033,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618034,2025-05,2026-04,6,12,50.0,6,2025-07;2025-08;2025-09;2025-10;2025-11;2025-12
P-618035,2026-02,2026-04,3,3,100.0,0,
P-618036,2026-02,2026-04,3,3,100.0,0,
P-618037,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618038,2026-01,2026-04,4,4,100.0,0,
P-618039,2026-01,2026-04,4,4,100.0,0,
P-618040,2026-02,2026-04,3,3,100.0,0,
P-618041,2026-01,2026-04,4,4,100.0,0,
P-618042,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618043,2026-02,2026-04,3,3,100.0,0,
P-618044,2026-04,2026-04,1,1,100.0,0,
P-618045,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618046,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618047,2026-02,2026-04,3,3,100.0,0,
P-618049,2026-02,2026-04,3,3,100.0,0,
P-618050,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618051,2025-12,2026-01,2,2,100.0,0,
P-618052,2026-01,2026-04,4,4,100.0,0,
P-618053,2026-01,2026-04,4,4,100.0,0,
P-618054,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618055,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618056,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618057,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618059,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618060,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618061,2026-01,2026-04,4,4,100.0,0,
P-618062,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618063,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618064,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618065,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618066,2025-02,2026-04,9,15,60.0,6,2025-07;2025-08;2025-09;2025-10;2025-11;2025-12
P-618067,2026-01,2026-04,4,4,100.0,0,
P-618068,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618069,2025-01,2026-04,10,16,62.5,6,2025-07;2025-08;2025-09;2025-10;2025-11;2025-12
P-618070,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618071,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618072,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618073,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618074,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618075,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618076,2025-05,2026-04,6,12,50.0,6,2025-07;2025-08;2025-09;2025-10;2025-11;2025-12
P-618078,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618079,2026-02,2026-04,3,3,100.0,0,
P-618080,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618081,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618082,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618083,2026-02,2026-04,3,3,100.0,0,
P-618084,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618085,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618086,2026-01,2026-04,4,4,100.0,0,
P-618087,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618088,2026-02,2026-04,3,3,100.0,0,
P-618089,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618090,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618091,2026-02,2026-04,3,3,100.0,0,
P-618092,2025-01,2026-04,10,16,62.5,6,2025-07;2025-08;2025-09;2025-10;2025-11;2025-12
P-618093,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618094,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618095,2026-02,2026-04,3,3,100.0,0,
P-618096,2026-02,2026-04,3,3,100.0,0,
P-618097,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618098,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618099,2026-02,2026-04,3,3,100.0,0,
P-618101,2026-02,2026-04,3,3,100.0,0,
P-618103,2026-02,2026-04,3,3,100.0,0,
P-618104,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618105,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618106,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618107,2026-01,2026-04,4,4,100.0,0,
P-618108,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618109,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618110,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618111,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618112,2025-05,2026-04,6,12,50.0,6,2025-07;2025-08;2025-09;2025-10;2025-11;2025-12
P-618113,2025-05,2026-04,6,12,50.0,6,2025-07;2025-08;2025-09;2025-10;2025-11;2025-12
P-618114,2026-04,2026-04,1,1,100.0,0,
P-618116,2026-01,2026-04,4,4,100.0,0,
P-618117,2026-02,2026-04,3,3,100.0,0,
P-618118,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618119,2026-02,2026-04,3,3,100.0,0,
P-618120,2026-01,2026-04,4,4,100.0,0,
P-618121,2025-01,2026-04,11,16,68.75,5,2025-07;2025-08;2025-09;2025-10;2025-11
P-618122,2026-02,2026-04,3,3,100.0,0,
P-618123,2025-12,2026-04,5,5,100.0,0,
